term_id,source_term,isv_latin,isv_cyrillic,concept_link,reason_class,status,bias_flag,safe_external,records,sources
ISV-grundmodul--osnovny_modul,Grundmodul,osnovny modul,основны модул,,pan_slavic_native|coinage,unstated,F10-4,yes_with_definition,4,noether_paper18_terms.json; noether_paper22_section01_terms.json; noether_paper22_terms.json; noether_paper24_section01_terms.json
ISV-grundmodul_grundideal--osnovny_modul_osnovn,Grundmodul / Grundideal,osnovny modul / osnovny ideal,основны модул / основны идеал,ideal,unstated,unstated,F10-1,review,2,noether_paper22_section04_terms.json; noether_paper22_terms.json
ISV-gruppendeterminante--grupova_determinanta,Gruppendeterminante,grupova determinanta,групова детерминанта,determinant,unstated,unstated,F10-1,review,1,noether_paper34_section23_source_fidelity_terms.json
ISV-gruppeneinteilung_der_zugehörigen_primid--grupno_razděljenje_p,Gruppeneinteilung der zugehörigen Primideale,grupno razděljenje pridruženih prostyh idealov,групно раздељенье придруженых простых идеалов,ideal,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-gruppeneinteilung_nach_nicht-teilerfremd--grupno_razděljenje_p,Gruppeneinteilung nach Nicht-Teilerfremdheit,grupno razděljenje po nevzaimnoj prostosti,групно раздельенье по невзаимној простости,,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-gruppenordnung_ordnungen_h_i--porjadok_grupy_porja,Gruppenordnung / Ordnungen h_i,porjadok grupy / porjadkov h_i,порјадок групы / порјадков х_и,,unstated,unstated,F10-1,review,1,noether_paper34_section22_source_fidelity_terms.json
ISV-gruppenring--grupno_kolco,Gruppenring,grupno kolco,групно колцо,ring,unstated,unstated,F10-3,no_fix_first,1,noether_paper34_section06_terms.json
ISV-gruppenring--grupovo_kolco,Gruppenring,grupovo kolco,групово колцо,ring,pan_slavic_native,unstated,F10-3,no_fix_first,3,noether_paper34_section20_source_fidelity_terms.json; noether_paper34_section22_source_fidelity_terms.json; noether_paper34_section26_source_fidelity_terms.json
ISV-größen_y_z_vartheta--veličiny_y_z_varthet,"Größen y, z, vartheta","veličiny y, z, vartheta","величины y, z, vartheta",,unstated,unstated,F10-1,review,1,noether_paper09_section07_terms.json
ISV-größenreihe_größenreihen--red_veličin_redy_vel,Größenreihe / Größenreihen,red veličin / redy veličin,ред величин / реды величин,,unstated,unstated,F10-1,review,1,noether_paper07_terms.json
ISV-größenreihen_reihen--rędy_veličin_rędy,Größenreihen / Reihen,rędy veličin / rędy,,,unstated,unstated,F10-1,review,1,noether_paper15_terms.json
ISV-größte_primäre_ideale--najveće_primarne_ide,größte primäre Ideale,najveće primarne idealy,највече примарне идеалы,ideal,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-größte_primäre_komponenten--največe_primarne_kom,größte primäre Komponenten,največe primarne komponenty,највече примарне компоненты,,source_fidelity,unstated,F10-1,review,1,noether_paper31_introduction_terms.json
ISV-größte_primäre_komponenten--največše_primarne_ko,größte primäre Komponenten,največše primarne komponenty,највечше примарне компоненты,,international,unstated,F10-0,yes,1,noether_paper24_section02_terms.json
ISV-größte_primäre_komponenten_größte_primär--največše_primarne_ko,größte primäre Komponenten / größte primäre Faktoren,največše primarne komponenty / največše primarne faktory,највечше примарне компоненты / највечше примарне факторы,,unstated,unstated,F10-1,review,1,noether_paper25_terms.json
ISV-größte_primäre_komponenten_ideale--najveće_primarne_kom,größte primäre Komponenten / Ideale,najveće primarne komponenty / idealy,највечше примарне компоненты / идеалы,ideal,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-größte_primärkomponente--največša_primarna_ko,größte Primärkomponente,največša primarna komponenta,,,source_fidelity,unstated,F10-1,review,1,noether_paper30_section06_terms.json
ISV-größte_primärkomponenten_isolierte_kompo--največše_primarne_ko,größte Primärkomponenten / isolierte Komponenten,največše primarne komponenty / izolovane komponenty,,,source_fidelity,unstated,F10-1,review,1,noether_paper30_section06_terms.json
ISV-größter_gemeinsamer_teiler--največši_obči_dělite,größter gemeinsamer Teiler,največši obči dělitelj,највечши обчи делитель,,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-größter_gemeinsamer_teiler_gleich_dem_ei--največši_obči_dělite,größter gemeinsamer Teiler gleich dem Einheitsideal D=(epsilon),največši obči dělitelj jest jednaky jediničnomu idealu D=(ε),највечши обчи делитељ јест једнакы јединичному идеалу D=(ε),ideal,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-größter_gemeinsamer_teiler_im_polynomsin--največši_obči_dělite,größter gemeinsamer Teiler im Polynomsinn,največši obči dělitelj v polinomnom smyslu,највечши обчи делитель в полиномном смыслу,,source_fidelity,unstated,F10-1,review,2,noether_paper22_terms.json
ISV-größter_gemeinsamer_teiler_von_idealen--najveći_obšty_dělite,größter gemeinsamer Teiler von Idealen,najveći obšty dělitelj idealov,највечи обшты делитель идеалов,ideal,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-größter_primärer_teiler_primärer_teiler--najveći_primarny_děl,größter primärer Teiler / primärer Teiler,najveći primarny dělitelj / primarny dělitelj,највечи примарны делитель / примарны делитель,,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-größter_vollständig_reduzibler_modul--največši_popolno_red,größter vollständig reduzibler Modul,največši popolno reducibilny modul,највечши пополно редуцибилны модул,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-göttingen--göttingen,Göttingen,Göttingen,Готтинген,,international|script_stability,unstated,F10-0,yes,1,noether_paper31_section08_entry11_terms.json
ISV-halbeinfacher_ring--poluprosto_kolco,Halbeinfacher Ring,poluprosto kolco,полупросто колцо,ring,unstated,unstated,F10-3,no_fix_first,1,noether_paper34_section12_terms.json
ISV-hassescher_normensatz--normna_teorema_hasse,Hassescher Normensatz,normna teorema Hasse,,,unstated,unstated,F10-1,review,1,noether_paper38_source_fidelity_terms.json
ISV-haupteinheit--glavna_jedinica,Haupteinheit,glavna jedinica,главна јединица,,source_fidelity,unstated,F10-1,review,1,noether_paper31_introduction_terms.json
ISV-hauptgeschlechtssatz--teorem_o_glavnom_rod,Hauptgeschlechtssatz,teorem o glavnom rodu,,,unstated,unstated,F10-1,review,1,noether_paper41_source_fidelity_terms.json
ISV-hauptgeschlechtssatz--unnamed,Hauptgeschlechtssatz,,,,unstated,unstated,F10-1,review,1,french_paper41_term_rationale_20260702.json
ISV-hauptideal--glavny_ideal,Hauptideal,glavny ideal,главны идеал,ideal,source_fidelity,unstated,F10-1,review,5,noether_paper19_terms.json; noether_paper22_section01_terms.json; noether_paper22_terms.json; noether_paper30_section03_terms.json
ISV-hauptideal_basispolynom--glavny_ideal_bazny_p,Hauptideal / Basispolynom,glavny ideal / bazny polinom,главны идеал / базны полином,basis,pan_slavic_native,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-hauptidealring--kolco_glavnyh_idealo,Hauptidealring,kolco glavnyh idealov,колцо главных идеалов,ideal,unstated,unstated,F10-3,no_fix_first,1,noether_paper31_section08_entry06_terms.json
ISV-hauptidealring_ausgangsring--kolco_glavnyh_idealo,Hauptidealring / Ausgangsring,kolco glavnyh idealov / izhodno kolco,колцо главных идеалов / изходно колцо,ideal,source_fidelity,unstated,F10-3,no_fix_first,1,noether_paper31_section08_entry01_terms.json
ISV-hauptklasse--glavny_klas,Hauptklasse,glavny klas,главны клас,,pan_slavic_native|international,unstated,F10-0,yes,2,noether_paper31_section04_entry05_terms.json; noether_paper31_section05_entry03_terms.json
ISV-hauptmodul--glavny_modul,Hauptmodul,glavny modul,главны модул,,source_fidelity,unstated,F10-1,review,1,noether_paper30_section01_terms.json
ISV-hauptordnung_des_relativkörpers--glavny_porjadok_rela,Hauptordnung des Relativkörpers,glavny porjadok relativnogo polja,главны порјадок релативного польа,,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry08_terms.json
ISV-hauptordnung_eines_zahl-_oder_funktionen--glavny_porjadok_čisl,Hauptordnung eines Zahl- oder Funktionenkörpers,glavny porjadok čislovogo abo funkcionalnogo polja,главны порјадок числового або функционалного поља,,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry01_terms.json
ISV-hauptreihe--glavny_rjad,Hauptreihe,glavny rjad,главны рјад,,source_fidelity,unstated,F10-1,review,1,noether_paper34_section03_terms.json
ISV-hauptsatz--glavna_teorema,Hauptsatz,glavna teorema,,,unstated,unstated,F10-1,review,1,noether_paper38_source_fidelity_terms.json
ISV-hauptsatz_hilfssatz_zusatz_bemerkung--glavny_teorem_pomočn,Hauptsatz / Hilfssatz / Zusatz / Bemerkung,glavny teorem / pomočny teorem / dodatok / zamětka,,,pan_slavic_native,unstated,F10-1,review,1,noether_post45_source_fidelity_terms.json
ISV-hauptspur--glavny_slěd,Hauptspur,glavny slěd,главны след,,unstated,unstated,F10-1,review,1,noether_paper34_section26_source_fidelity_terms.json
ISV-highest_elementary_divisor--najvyšši_elementarny,Highest elementary divisor,najvyšši elementarny dělitelj,највышши елементарны делитель,element,unstated,unstated,F10-1,review,2,noether_paper22_section07_terms.json; noether_paper22_terms.json
ISV-hilbertsche_anzahlen--hilbertove_funkcije,Hilbertsche Anzahlen,Hilbertove funkcije,,,unstated,unstated,F10-1,review,1,noether_postbibliography_source_fidelity_terms.json
ISV-hilbertsche_behauptung--hilbertovo_tvrđenje,Hilbertsche Behauptung,Hilbertovo tvrđenje,,,source_fidelity,unstated,F10-1,review,1,noether_paper13_terms.json
ISV-hilbertscher_irreduzibilitätssatz--hilbertov_teorem_o_n,Hilbertscher Irreduzibilitätssatz,Hilbertov teorem o nerazložimosti,,,pan_slavic_native,unstated,F10-2,no_fix_first,1,noether_paper11_terms.json
ISV-hilbertscher_irreduzibilitätssatz--hilbertova_teorema_o,Hilbertscher Irreduzibilitätssatz,Hilbertova teorema o nerazložimosti,Хилбертова теорема о неразложимости,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper05_terms.json
ISV-hilbertscher_satz_von_der_modulbasis--hilbertov_teorem_o_b,Hilbertscher Satz von der Modulbasis,Hilbertov teorem o bazisu modula,Хилбертов теорем о базису модула,basis,source_fidelity,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-hilbertsches_theorem_ii_von_der_ganzzahl--hilbertov_teorem_ii_,Hilbertsches Theorem II von der ganzzahligen Modulbasis,Hilbertov teorem II o celočislenej modulnoj bazi,Хилбертов теорем II о целочисленеј модулној бази,basis,script_stability,unstated,F10-1,review,1,noether_paper06_section15_terms.json
ISV-hilbertsches_theorem_von_der_modulbasis--hilbertov_teorem_o_m,Hilbertsches Theorem von der Modulbasis,Hilbertov teorem o modulnom bazisu,Хилбертов теорем о модулном базису,basis,source_fidelity,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-hilfssatz--pomočny_teorem,Hilfssatz,Pomočny teorem,Помочны теорем,,pan_slavic_native,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-hilfsvariablen--pomoćne_prěměnne,Hilfsvariablen,pomoćne prěměnne,помочне пременне,variable,pan_slavic_native,stable,F10-1,review,1,noether_paper02_section06_terms.json; logbook:2026-06-10: Paper 02 §6 Interslavic Decisions
ISV-homogene_formen_i-ter_dimension--homogene_formy_i-toj,homogene Formen i-ter Dimension,homogene formy i-toj dimenzije,хомогене формы i-тој димензије,dimension,unstated,unstated,F10-1,review,1,noether_paper09_section09_terms.json
ISV-homogene_formen_inhomogene_polynome--homogene_formy_nehom,homogene Formen / inhomogene Polynome,homogene formy / nehomogenny polinomy,хомогене формы / нехомогенны полиномы,,international,unstated,F10-0,yes,1,noether_paper20_terms.json
ISV-homogene_isobare_invarianten--homogenny_izobarny_i,"homogene, isobare Invarianten",homogenny izobarny invarianty,хомогенны изобарны инварианты,invariant,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper06_section01_terms.json
ISV-homogene_polynome--homogene_polinomy,homogene Polynome,homogene polinomy,,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_post45_source_fidelity_terms.json
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,homogene Resultante der Glieder höchster Dimension,homogena rezultanta členov najvyššego stepena,хомогена резултанта членов највышшего степена,dimension,unstated,unstated,F10-1,review,1,noether_paper05_terms.json
ISV-homomorphe_matrizenring_durch_ein_ideal_--homomorfno_matrično_,homomorphe Matrizenring ... durch ein Ideal ... erzeugt,homomorfno matrično kolco ... stvorjeno idealom,хомоморфно матрично колцо ... створјено идеалом,ideal,unstated,unstated,F10-3,no_fix_first,1,noether_paper31_section04_entry04_terms.json
