"action_id","timestamp_utc","paper","page_or_locus","origin_type","origin_source","what_changed_or_was_checked","current_head_or_artifact","promoted_or_logged","status","notes"
"CO-20260711-147","2026-07-11","P39","189","prior_local_Codex_found_independently_rechecked_v24","Earlier P39 targeted repair ledger; official ICM1932 p189; current v24 TeX","Rechecked and retained Prinzip plus the complete italic principle sentence.","cum_de_R816_integrated_v24.tex","survived_and_reconfirmed","done_compile_render_source_checked","The earlier Princip spelling and emphasis loss do not survive."
"CO-20260711-148","2026-07-11","P39","189","prior_local_Codex_found_independently_rechecked_v24","Earlier P39 targeted repair ledger; official ICM1932 p189; current v24 TeX","Rechecked and retained the source wording, restricted emphasis, and quotation marks in the crossed-product principle.","cum_de_R816_integrated_v24.tex","survived_and_reconfirmed","done_compile_render_source_checked","The complete section-2 opening was reopened, not merely hash-compared."
"CO-20260711-149","2026-07-11","P39","191","prior_local_Codex_found_independently_rechecked_v24","Earlier P39 targeted repair ledger; official ICM1932 p191; current v24 TeX","Rechecked and retained emphasis on Definition des verschrankten Produkts.","cum_de_R816_integrated_v24.tex","survived_and_reconfirmed","done_compile_render_source_checked","Formulas (1)-(4) were also reopened in the same page pass."
"CO-20260711-150","2026-07-11","P39","190","local_Codex_found_independent_full_page_audit","Official ICM1932 p190; current v24 TeX","Moved source footnote calls 1, 3, 4, and 5 before their following comma or period.","cum_de_R816_integrated_v24.tex","promoted_four_note_call_placement_patches","done_compile_render_source_checked","The note text was present; the source scope and punctuation order were not."
"CO-20260711-151","2026-07-11","P39","190","local_Codex_found_independent_full_page_audit","Official ICM1932 p190 and labelled footnote-3 crop; current v24 TeX","Restored footnote-3 source wording Transac, 134 (1932), removed the non-source comma after H. Hasse, and restored quotation marks around Ergebnisse der Mathematik.","cum_de_R816_integrated_v24.tex","promoted_source_bibliographic_text_patch","done_compile_render_source_checked","The prior text silently expanded and modernized the printed citation."
"CO-20260711-152","2026-07-11","P39","190","local_Codex_found_independent_full_page_audit","Official ICM1932 p190; current v24 TeX","Restored source emphasis on Reziprozitatsgesetzes.","cum_de_R816_integrated_v24.tex","promoted_source_emphasis_patch","done_compile_render_source_checked","The word is visibly italic in the source."
"CO-20260711-153","2026-07-11","P39","191","local_Codex_found_independent_full_page_audit","Official ICM1932 p191; current v24 TeX","Moved source footnote calls 8 and 9 before their following commas.","cum_de_R816_integrated_v24.tex","promoted_two_note_call_placement_patches","done_compile_render_source_checked","Calls 7 and 10 were already correctly placed and were retained."
"CO-20260711-154","2026-07-11","P39","191","local_Codex_found_independent_full_page_audit","Official ICM1932 p191 and labelled formula crop; current v24 TeX","Restored footnote call 11 immediately after the first z^S in formula (2), and restored the source sentence 'fur jedes z aus K.' in place of the malformed 'z in K aus, und durch' continuation.","cum_de_R816_integrated_v24.tex","promoted_hard_math_relation_and_note_scope_patch","done_compile_render_source_checked","This repairs both note scope and the grammatical/mathematical relation between formulas (2) and (3)."
"CO-20260711-155","2026-07-11","P39","191","local_Codex_found_independent_full_page_audit","Official ICM1932 p191; current v24 TeX","Restored source emphasis on zerfallende in the splitting-field parenthetical.","cum_de_R816_integrated_v24.tex","promoted_source_emphasis_patch","done_compile_render_source_checked","The mathematical adjective is visibly italic in the source."
"CO-20260711-156","2026-07-11","P39","192","local_Codex_found_independent_full_page_audit","Official ICM1932 p192; current v24 TeX","Restored the transformation factor c_S^T c_T/c_ST inline at the end of the italic class theorem.","cum_de_R816_integrated_v24.tex","promoted_source_math_layout_patch","done_compile_render_source_checked","The old cumulative detached the expression into a centered display."
"CO-20260711-157","2026-07-11","P39","192","local_Codex_found_independent_full_page_audit","Official ICM1932 p192; current v24 TeX","Restored source emphasis on Normen aus Z*.","cum_de_R816_integrated_v24.tex","promoted_source_emphasis_patch","done_compile_render_source_checked","The emphasized phrase defines the identity class in the cyclic case."
"CO-20260711-158","2026-07-11","P39","192","local_Codex_found_independent_full_page_audit","Official ICM1932 p192; current v24 TeX","Restored k*/N(Z*) inline in its source sentence.","cum_de_R816_integrated_v24.tex","promoted_source_math_layout_patch","done_compile_render_source_checked","The quotient had been detached into a centered display."
"CO-20260711-159","2026-07-11","P39","192-193","local_Codex_found_independent_full_page_audit","Official ICM1932 pp192-193 and labelled p192 crop; current v24 TeX","Restored fraktur p in all three p-adic loci: the p-adic extension, p-adic norm, and transition to the p-adic formulation.","cum_de_R816_integrated_v24.tex","promoted_linked_math_symbol_family_patch","done_compile_render_source_checked","The source uses the same ideal-prime symbol as k_p and Primideal p; plain Latin p broke that family."
"CO-20260711-160","2026-07-11","P39","193","local_Codex_found_independent_full_page_audit","Official ICM1932 p193; current v24 TeX","Moved source footnote calls 12 and 13 before their following periods.","cum_de_R816_integrated_v24.tex","promoted_two_note_call_placement_patches","done_compile_render_source_checked","The corresponding note text was already complete."
"CO-20260711-161","2026-07-11","P39","193","local_Codex_found_independent_full_page_audit","Official ICM1932 p193; current v24 TeX","Restored source emphasis on Hauptgeschlechtssatz.","cum_de_R816_integrated_v24.tex","promoted_source_emphasis_patch","done_compile_render_source_checked","The emphasized term introduces the second main consequence."
"CO-20260711-162","2026-07-11","process","P39 pp189-194 independent current-head pass","local_Codex_page_by_page_source_audit","Official ICM1932 six-page cutout and native page images; current v24 TeX; earlier targeted and R128 survival packages used only as archaeology","Opened every source page; independently rechecked all five prior repairs; promoted 20 atomic corrections in twelve clusters; rendered and inspected the complete output band; and recorded six page dispositions.","P39_p189_194_SOURCE_AUDIT_v24.md; P39_p189_194_page_dispositions_v24.csv; NOETHER_PAGE_QC_LEDGER_20260705.csv","logged","done","P39 is closed at the current-head best-available official-source mathematical-fidelity level."
"CO-20260711-163","2026-07-11","P19","58","WebB_found_source_backed_fix_local_Codex_adjudicated","WebB R817; PPN235181684_0083 printed p58 full page and quote hotspot","Replaced English-style double backticks with source German low-high quotation marks around Minimalresolvente.","cum_de_R817_integrated_v25.tex","promoted_source_quote_patch","done_compile_render_source_checked","R817 was treated as a witness package, not as an authoritative head; LocalCodex reopened its source crop before promotion."
"CO-20260711-164","2026-07-11","P19","60","WebB_found_source_backed_fix_local_Codex_adjudicated","WebB R817; PPN235181684_0083 printed p60 full page and formula hotspot","Restored the source run-in wobei and first equation line with a tabular alignment instead of a detached prose line and centered display.","cum_de_R817_integrated_v25.tex","promoted_source_math_layout_patch","done_compile_render_source_checked","The formula content was unchanged; the source relation between the lead-in word and equation was restored."
"CO-20260711-165","2026-07-11","P19","61","WebB_found_source_backed_fix_local_Codex_adjudicated","WebB R817; PPN235181684_0083 printed p61 full page and wo hotspot","Restored the first omitted wo before the D4/D5 definitions and kept it on the source line.","cum_de_R817_integrated_v25.tex","promoted_omitted_mathematical_connector_patch","done_compile_render_source_checked","The omitted connector governs the definitions following the equality of ideal decompositions."
"CO-20260711-166","2026-07-11","P19","61","WebB_found_source_backed_fix_local_Codex_adjudicated","WebB R817; PPN235181684_0083 printed p61 full page and wo hotspot","Restored the second omitted wo before the barred-Q4 definition and returned the equality/definition pair to source run-in form.","cum_de_R817_integrated_v25.tex","promoted_omitted_mathematical_connector_patch","done_compile_render_source_checked","This also removes the non-source full-width centered display split."
"CO-20260711-167","2026-07-11","P19","62","WebB_found_source_backed_fix_local_Codex_adjudicated","WebB R817; PPN235181684_0083 printed p62 full page and emphasis hotspot","Restored source emphasis on eindeutige in the statement about the unique representation of (2a).","cum_de_R817_integrated_v25.tex","promoted_source_emphasis_patch","done_compile_render_source_checked","The emphasis identifies the mathematical conclusion of the example."
"CO-20260711-168","2026-07-11","P41","412","local_Codex_found_regressed_prior_source_fix","GDZ Math. Ann. 108 printed p412 full-resolution page; prior nine-page disposition ledger; current v24/v25 span reconciliation","Restored source spelling Anologon after the live cumulative had silently normalized it back to Analogon.","cum_de_R817_integrated_v25.tex","promoted_regression_repair","done_compile_render_source_checked","The current P41 span becomes whitespace-normalized identical to the earlier fully source-audited reference after this one-character repair."
"CO-20260711-169","2026-07-11","process","P41 pp411-419 and P42 pp5-15 closure migration","local_Codex_ledger_archaeology_and_current_head_survival_check","Prior complete-page visual disposition ledgers; P41 GDZ pages and P42 scan; current v25 TeX spans","Recovered twenty complete-page audit dispositions that were missing from the master page-QC ledger; verified P41 against its audited reference after the p412 repair and verified P42 byte-for-byte against its audited reference.","NOETHER_PAGE_QC_LEDGER_20260705.csv; P41_P42_prior_fullpage_closure","logged","done","This is ledger repair plus current-head survival verification, not a claim that v25 newly performed all twenty original page audits."
"CO-20260711-170","2026-07-11","process","new download intake R817","local_Codex_content_based_web_drop_intake","Noether_R817_WebB_R816_P19p58_62_PPNStyleSweep_20260711_COMPLETE.zip","Extracted the package, read its diff and ledgers, opened the source hotspots, compared each delta to the live v24 TeX, and promoted five source-supported changes by content.","DOWNLOAD_INTAKE_20260711_v25.csv; R817_WebB_intake","logged","done","Revision labels were ignored for authority; only the verified deltas were merged."
