"paper","printed_page_or_range","current_head","last_updated_utc","source_witness_or_basis","source_quality","audited_by_or_qc_instances","audit_depth","fixes_found","fixes_integrated","current_status","next_action","evidence_files","notes"
"tail/Noether lecture","713","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 3; full_pages_650dpi/tail-03.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","Einleitung through direct-representation display","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-03.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All prose and mathematics are present. Restore source-visible abbreviation spacing in z. B. and the two M. Z. occurrences; no mathematical delta."
"tail/Noether lecture","714","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 4; full_pages_650dpi/tail-04.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","reciprocal representation, representation classes, and representation modules opening","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-04.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","Current reciprocal-homomorphism display uses mapsto; exact 1300-dpi source shows the slashed right arrow. Remaining prose and formulas match through the page break."
"tail/Noether lecture","715","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 5; full_pages_650dpi/tail-05.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","reciprocal module continuation and direct module-to-representation construction","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-05.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","Source has singular Die Multiplikation; current has Die Multiplikationen. All displays and symbol families checked with no mathematical delta."
"tail/Noether lecture","716","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 6; full_pages_650dpi/tail-06.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","basis equivalence and converse construction of representation modules","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-06.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All formulas and prose content match. Current omits source emphasis on the first conclusion, proposition 2, and Beweis."
"tail/Noether lecture","717","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 7; full_pages_650dpi/tail-07.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","reciprocal construction close and coefficient extension","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-07.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All algebraic identities match. Restore three M. Z. abbreviation spacings in footnote 1 and source emphasis on the concluding two-sentence result."
"tail/Noether lecture","718","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 8; full_pages_650dpi/tail-08.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","irreducible representations and field isomorphisms","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-08.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All prose and formulas present. Restore source emphasis on erster Art, zweiter Art, and the following iff statement."
"tail/Noether lecture","719","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 9; full_pages_650dpi/tail-09.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","splitting field, isomorphisms, Galois group, and main theorem opening","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-09.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All mathematical content matches. Restore source emphasis on the Galois-group naming phrase and both numbered short formulations."
"tail/Noether lecture","720","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 10; full_pages_650dpi/tail-10.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","Galois-theory Hilfssatz and dense degree calculation","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-10.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All inequalities, degree terms, and decompositions match. Restore w. z. b. w. spacing and source emphasis on Zeigen wir noch."
"tail/Noether lecture","721","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 11; full_pages_650dpi/tail-11.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","invariant-group orbit argument and formal component setup","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-11.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All automorphism, orbit, and component formulas match. Restore source emphasis on genuegt in the sufficiency sentence."
"tail/Noether lecture","722","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 12; full_pages_650dpi/tail-12.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","complementary-basis matrices and general extension theorem","3","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-12.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","1300-dpi checks confirm blackletter K_i, not current R_i; both inverse matrices require three continuation-dot rows, not two; restore source abbreviation spacing."
"tail/Noether lecture","723","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 13; full_pages_650dpi/tail-13.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","extension-theorem proof close and group-ring theorem opening","2","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-13.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","1300-dpi source confirms h congruent 0 mod p, not equality. Restore M. Z. spacing and source emphasis on Gruppenring von G in P."
"tail/Noether lecture","724","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 14; full_pages_650dpi/tail-14.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","abelian group-ring proof and character setup","2","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-14.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","Restore three source not-congruent symbols flattened to not-equal. Parenthetical equality loci were independently retained as exact negative controls. Restore M. Z./w. z. b. w. spacing and character emphasis."
"tail/Noether lecture","725","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 15; full_pages_650dpi/tail-15.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","idempotent close, character relations, and abelian Galois analogy","2","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-15.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","Restore one source not-congruent symbol flattened to not-equal. Character case formulas match; restore d. h. spacing and emphasis on the concluding character relation."
"tail/Noether lecture","726","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 16; full_pages_650dpi/tail-16.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","dual-group product, invariant definitions, and main theorem opening","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-16.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All group-product and character formulas match. Restore source emphasis on the opening proposition, Beweis label, full main theorem, and both numbered formulations."
"tail/Noether lecture","727","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 17; full_pages_650dpi/tail-17.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","completion of the abelian Galois correspondence proof","2","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-17.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","All proof identities and the final character sum match. Restore source abbreviation spacing and keep only the paragraph marker 2. bold while its continuation remains roman."
