source,lane,path_or_gap,artifact_role,required_action,claim_boundary
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/AC6F_BRANCH_AUDIT_FILE_CAPTURE.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/AC6F_BRANCH_AUDIT_R6_HITS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/AC6F_COMPARE_212DFB_TO_AC6F_FILE_INDEX.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/AC6F_R6_RELEVANT_BRANCH_VISIBLE_ROWS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/transfer-audits__old-b__OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706__B3_LATEST_OUTPUTS_SNAPSHOT.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/transfer-audits__old-b__OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706__LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/transfer-audits__session12-20260705__B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706__B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_MANIFEST_20260706.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/draft-support/R6_AC6F_SOURCE_GATED_DRAFT_SCAFFOLD_AUDIT.csv,marker-table,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/fable/R6_AC6F_FABLE_BRANCH_WEIGHT_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv,branch-weighting;source-use;adverse-evidence;do-not-use,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_AC6F_ETHICS_AUTHORITY_SOURCE_START_MAP.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_AC6F_LANE_SCOPE_BOUNDARY_SUMMARY.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_AC6F_PACKET_COUNTS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/recovery-searches/R6_AC6F_ACTIVE_RECOVERY_SEARCHES_CARRY_FORWARD.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/source-witness-status/R6_AC6F_SOURCE_BODY_SOURCE_WITNESS_STATUS_CARRY_FORWARD.csv,source-use,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/verification/INPUT_R6_PACKET_SHA_VERIFICATION.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R2 Pan-Turkic,branch_weight_ledger.csv,branch-weighting,produce branch_weight_ledger.csv application rows linked to lane source bodies and hashes,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R2 Pan-Turkic,marginal_intelligibility.csv,marginal-intelligibility,produce marginal_intelligibility.csv application rows linked to lane source bodies and hashes,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R2 Pan-Turkic,source_use_status.csv / source_documents.csv,source-use,produce source_use_status.csv / source_documents.csv application rows linked to lane source bodies and hashes,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R2 Pan-Turkic,adverse_evidence_ledger.csv,adverse-evidence,produce adverse_evidence_ledger.csv application rows linked to lane source bodies and hashes,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R2 Pan-Turkic,normalization_decisions / forms.csv,normalization,produce normalization_decisions / forms.csv application rows linked to lane source bodies and hashes,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R2 Pan-Turkic,marker-table / interlinear scaffolding rows,marker-table,produce marker-table / interlinear scaffolding rows application rows linked to lane source bodies and hashes,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R2 Pan-Turkic,do_not_use.csv / false_friend_ledger.csv,do-not-use,produce do_not_use.csv / false_friend_ledger.csv application rows linked to lane source bodies and hashes,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
