comparison_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,object_type,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,critical_controls,external_candidate_delta,decision,result,status,confidence,adverse_or_choice,rejected_alternative,continuation_cursor,review_state,closure_id
SGA2-V-CUM-CMP-0189,1,,SGA2-V-C13,SGA2-V35-CMP-001,source_formula_note_structure,corrected_french_tex_plus_direct_compiled_pdf,maximal_ideal_localization,2076,71,62,54,French line2076,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: setup paragraph,A local noetherian m maximal M finite X SpecA and m-x equals mA-x,none,preserve all hypotheses object definitions and printed71 marker,pass,production_comparison_passed_independent_review_pending,high,none,omit quotient-of-regular-local hypothesis,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0190,1,,SGA2-V-C13,SGA2-V35-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,finite_length_equivalence,2078-2085,71,62,54,French lines2078-2085,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: conditions a-b,H-i-M finite length iff every x outside m has H-m-x exponent i-minus-dim-closure-x of M-x zero,candidate loses closure structure,preserve labels universal quantifier puncture support closure exponent and zero,pass,production_comparison_passed_independent_review_pending,high,candidate loses closure structure,adopt candidate garbled exponent,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0191,1,,SGA2-V-C13,SGA2-V35-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,reduction_reference,2089,71,62,54,French line2089,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: proof opening,active corrected reference3.2 permits A regular,rejected source branch cites3.3,preserve selected reference and conclusion,pass,production_comparison_passed_independent_review_pending,high,rejected source branch cites3.3,retain3.3,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0192,1,,SGA2-V-C13,SGA2-V35-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,duality_identity,2089-2093,71,62,54,French lines2089-2093,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: first proof display,by2.1 H-i-M equals D Ext exponent r-minus-i with r dimA,rejected source branches citeV1.3 and malformed dim-dot-A,preserve reference equality functor nesting exponent and r definition,pass,production_comparison_passed_independent_review_pending,high,rejected source branches citeV1.3 and malformed dim-dot-A,retain obsolete reference or punctuation,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0193,1,,SGA2-V-C13,SGA2-V35-CMP-005,source_formula_note_structure,corrected_french_tex_plus_direct_compiled_pdf,canonical_bidual_map,2094-2102,71,62,54,French lines2094-2102,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: editorial footnote first half,K kernel Q cokernel epsilon E-to-DD-E gamma D-E-to-DDD-E and D-epsilon-after-gamma identity,candidate deletes entire note,preserve every map variance composite exactness and zero-dual conclusion,pass,production_note_comparison_passed_independent_review_pending,high,candidate deletes entire note,omit note,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0194,1,,SGA2-V-C13,SGA2-V35-CMP-006,source_formula_note_structure,corrected_french_tex_plus_direct_compiled_pdf,finitely_generated_submodule_argument,2103-2110,71,62,54,French lines2103-2110,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: editorial footnote second half,M zero dual M0 finite D-M0 quotient D-M zero D of M0-over-mA-M0 zero biduality Nakayama M zero,candidate deletes entire note,preserve all module relations exactness dependencies and conclusion,pass,production_note_comparison_passed_independent_review_pending,high,candidate deletes entire note,replace with unsupported assertion,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0195,1,,SGA2-V-C13,SGA2-V35-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,finite_length_Ext_condition,2111-2112,71,62,54,French lines2111-2112,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: equation24,Ext exponent r-minus-i of M A finite length tag24,rejected branch exponent n-minus-i,preserve corrected exponent arguments prose predicate and number,pass,production_comparison_passed_independent_review_pending,high,rejected branch exponent n-minus-i,retain n-minus-i,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0196,1,,SGA2-V-C13,SGA2-V35-CMP-008,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,localized_Ext_vanishing,2113-2115,71,62,54,French lines2113-2115,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: equation25,for all x not maximal Ext-A-r-minus-i-M-A localized at x zero tag25,none,preserve quantifier puncture ring exponent arguments localization zero and number,pass,production_comparison_passed_independent_review_pending,high,none,drop A or x subscript,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0197,1,,SGA2-V-C13,SGA2-V35-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,localized_ring_dimension,2116,71,62,54,French line2116,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: equation26 lead-in,A-x regular dimension r-minus-dim-closure-singleton-x by2.1,candidate loses closure bar,preserve regularity closure dimension subtraction and reference,pass,production_comparison_passed_independent_review_pending,high,candidate loses closure bar,adopt bare singleton dimension,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0198,1,,SGA2-V-C13,SGA2-V35-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,local_cohomology_Ext_chain,2117-2119,71,62,54,French lines2117-2119,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: equation26 two-line display,H-m-x exponent i-minus-dim-closure-x equals D Ext-A-x full difference exponent equals D Ext-A-x r-minus-i,candidate plain-text mangles exponent and closure placement,preserve every closure exponent parenthesis module ring equality D and tag26,pass,production_comparison_passed_independent_review_pending,high,candidate plain-text mangles exponent and closure placement,adopt candidate formula,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0199,1,,SGA2-V-C13,SGA2-V35-CMP-011,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,Ext_localization_identity,2120-2122,71,62,54,French lines2120-2122,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: final display,Ext-A-r-minus-i-M-A localized x equals Ext-A-x-r-minus-i-M-x-A-x,none,preserve finite-generation premise all bases exponent arguments and localization,pass,production_comparison_passed_independent_review_pending,high,none,omit base-ring distinctions,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0200,1,,SGA2-V-C13,SGA2-V35-CMP-012,source_structure,corrected_french_tex_plus_direct_compiled_pdf,suppressed_QED_boundary,2123-2127,71,62,54,French lines2123-2127,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: closing sentence document end and authority box,source says whence proposition then skipqed endproof blank line and Corollary3.6,absence of QED is explicit source structure,preserve conclusion suppress visible QED and stop before corollary,pass,production_boundary_review_pending,high,absence of QED is explicit source structure,print QED or include next corollary,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0201,1,,SGA2-V-C13,SGA2-V35-CMP-013,comparison_witness_delta,comparison_only_not_authority,candidate_statement_formula_regressions,2076-2125,71,62,54,jcreinhold Proposition3.5 versus French lines2076-2125,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: comparison ledger and target body,candidate omits editorial note and garbles condition-b and equation26 closure exponents,one nonindependent LLM lineage,reject omissions and formula flattening while accepting ordinary English phrasing,pass,comparison_delta_recorded_independent_review_pending,high,one nonindependent LLM lineage,treat candidate as source or omit note,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0202,1,,SGA2-V-C13,SGA2-V35-CMP-014,source_formula_note_structure,corrected_french_tex_plus_fresh_direct_compiled_pdf,canonical_bidual_composition_order,2097-2101,71,62,54,French lines2097-2101 and direct printed footnote4,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: target footnote TeX lines56-60,gamma maps D-E to DDD-E then D-epsilon maps DDD-E to D-E so D-epsilon-composed-with-gamma is identity,former English prose was semantically compatible but composition order remained implicit,present the order explicitly as D(epsilon) circle gamma equals identity on D(E),pass,independent_source_formula_review_passed,high,former English prose was semantically compatible but composition order remained implicit,retain only order-ambiguous prose,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0203,1,,SGA2-V-C13,SGA2-V35-CMP-015,comparison_witness_delta,comparison_only_not_authority,candidate_note_presence_correction,2094-2110,71,62,54,jcreinhold lines625-634 versus French lines2094-2110,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: comparison ledger and target editorial footnote,candidate preserves the complete editorial note as a terminal Markdown footnote but garbles condition-b and equation26,the candidate is still comparison-only and nonindependent,correct the earlier omission claim while retaining the source-backed formula rejections,pass,independent_correction_supersedes_SGA2-V35-CMP-005_CMP-006_CMP-013,high,the candidate is still comparison-only and nonindependent,continue saying the note is absent or treat the candidate as authority,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0204,1,,SGA2-V-C13,SGA2-V35-CMP-016,independent_review_closure,corrected_french_tex_plus_fresh_direct_compiled_pdf,complete_proposition35_seal,2076-2125,71,62,54,French lines2076-2125 direct physical62 and fresh 300dpi render,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: complete target TeX one-page PDF fresh 300dpi render and machine evidence,all setup hypotheses conditions a-b refs3.2 and2.1 equations24-26 footnote Ext localization no-QED and exact boundary,cumulative integration and publication remain open,seal only the bounded internal unit after all controls pass,pass,independently_source_reviewed_sealed_bounded_unit,high,cumulative integration and publication remain open,call full-volume complete certified or public,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0205,1,,SGA2-V-C14,SGA2-V36-CMP-001,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,finite_length_range,2127,71,63,55,French line2127,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: corollary statement,H-i-M finite length for i-at-most-n necessary and sufficient,none,preserve object quantifier range and equivalence,pass,production_comparison_passed_independent_review_pending,high,none,change to one-way condition,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0206,1,,SGA2-V-C14,SGA2-V36-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,active_depth_branch,2128-2129,71,63,55,French lines2128-2129,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: inequality display,active prof-parentheses-M-x branch becomes depth-M-x,rejected branch profp M-x,preserve argument nesting and standard SGA English depth term,pass,production_comparison_passed_independent_review_pending,high,rejected branch profp M-x,retain malformed source macro,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0207,1,,SGA2-V-C14,SGA2-V36-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,depth_dimension_inequality,2129,71,63,55,French line2129,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: inequality display,depth M-x strictly greater than n-minus-dim-closure-singleton-x,candidate drops closure bar,preserve strict sign subtraction dimension closure braces and subscript,pass,production_comparison_passed_independent_review_pending,high,candidate drops closure bar,adopt candidate bare singleton,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0208,1,,SGA2-V-C14,SGA2-V36-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,punctured_spectrum_quantifier,2130,71,63,55,French line2130,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: statement closing line,for every x in X-minus-singleton-m,none,preserve universal quantifier set difference singleton and maximal ideal,pass,production_comparison_passed_independent_review_pending,high,none,omit x domain,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0209,1,,SGA2-V-C14,SGA2-V36-CMP-005,source_structure,corrected_french_tex_plus_direct_compiled_pdf,proof_dependencies,2133-2135,71,63,55,French lines2133-2135,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: proof sentence,depends on3.5 andIII3.1 then explicit skipqed,source skipqed is deliberate,preserve both references and suppress visible QED,pass,production_boundary_review_pending,high,source skipqed is deliberate,print QED,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0210,1,,SGA2-V-C14,SGA2-V36-CMP-006,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,Expose_boundary,2136,71,63,55,French lines2136-2139,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: document end and authority box,end proof blank line chapterspace-minus4 then ExposeVI chapter,line2138 is noncontent layout control,preserve ExposeV close exclude layout command and next chapter,pass,production_boundary_review_pending,high,line2138 is noncontent layout control,include line2138 or chapterVI,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0211,1,,SGA2-V-C14,SGA2-V36-CMP-007,comparison_witness_delta,comparison_only_not_authority,candidate_formula_delta,2127-2136,71,63,55,jcreinhold Corollary3.6 versus French lines2127-2136,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: comparison ledger and target body,candidate prose tracks statement but its formula loses closure over singleton x,one nonindependent LLM lineage,reject formula regression and use source-derived structure,pass,comparison_delta_recorded_independent_review_pending,high,one nonindependent LLM lineage,treat candidate as corroboration,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
