marker_uid,concept,lane,language,marker,evidence_channel,base_weight,source_use,risk_flags,main_sources,source,note
MK6_2_000276,group,pan_romance,rm,gruppa,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000277,group,controlled_arabic,ar,زمرة,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000278,group,persianate,fa,گروه,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000279,group,malay_indonesian,my_id,kumpulan/grup,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000280,group,cjk,ko,군,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000281,homomorphism,slavic_west,cs,≈R jest homomorfno k K_i / izraziti črez elementy iz K_i [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000282,homomorphism,slavic_west,sk,≈R jest homomorfno k K_i / izraziti črez elementy iz K_i [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000283,homomorphism,slavic_west,pl,≈R jest homomorfno k K_i / izraziti črez elementy iz K_i [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000284,homomorphism,slavic_south,sl,≈R jest homomorfno k K_i / izraziti črez elementy iz K_i [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000285,homomorphism,slavic_south,hr_sr,≈R jest homomorfno k K_i / izraziti črez elementy iz K_i [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000286,homomorphism,slavic_south,bg,≈R jest homomorfno k K_i / izraziti črez elementy iz K_i [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000287,homomorphism,pan_romance,es,homomorfismo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000288,homomorphism,pan_romance,fr,homomorphisme,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000289,homomorphism,pan_romance,pt,homomorfismo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000290,homomorphism,pan_romance,gl,homomorfismo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000291,homomorphism,pan_romance,ca,homomorfisme,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000292,homomorphism,pan_romance,it,omomorfismo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000293,homomorphism,controlled_arabic,ar,تشاكل,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000294,homomorphism,persianate,fa,همریختی,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000295,homomorphism,malay_indonesian,my_id,homomorfisma/homomorfisme,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000296,homomorphism,cjk,ja,準同型,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000297,homomorphism,cjk,ko,준동형사상,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN homomorphism section; UKM/UM terminology; pan_romance:es:cum_es.tex:13557; pan_romance:fr:french/0711.3658v2/rat1e.tex:124; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:cro,marker_table_v3_3,
MK6_2_000298,ideal,slavic_east,uk,власний первинний ідеал,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000299,ideal,slavic_east,ru,вполне редуцируемые идеалы,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000300,ideal,slavic_west,cs,≈(p)^alpha abo jediničny ideal [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000301,ideal,slavic_west,sk,≈(p)^alpha abo jediničny ideal [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000302,ideal,slavic_west,pl,≈(p)^alpha abo jediničny ideal [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000303,ideal,slavic_south,sl,≈(p)^alpha abo jediničny ideal [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000304,ideal,slavic_south,hr_sr,≈(p)^alpha abo jediničny ideal [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000305,ideal,slavic_south,bg,≈(p)^alpha abo jediničny ideal [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000306,ideal,pan_romance,es,ideal,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000307,ideal,pan_romance,fr,ideal,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
MK6_2_000308,ideal,pan_romance,pt,ideal,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya prime/maximal ideals; UM terminology; pan_romance:es:cum_es.tex:7989; pan_romance:fr:french/0605499v2/indice1.tex:55; pl:polish_mimuw_left_ideals_idempotents.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.tx,marker_table_v3_3,
