edge_id,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,visible_text_from_rect,input_destination,target_id,target_pdf_page,target_view,target_left,target_top,target_kind,target_expose,target_title,origin_class,application_id,override_id,status
sga1.edge.sha256.c8ca4ed29b6f3ece5a085e018b169d6e67b62ecdf424af4beef5b606520c0f4e,76,10,378.893,300.903,417.298,312.532,"IV.6.10,",proposition.348,sga1.e04.thm.6-10,76,/XYZ,87.874,481.455,thm,IV,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f6f87c2730019f55ce7b6a7f13f7b0e0ea3cfeb31f82438f2702a8a31e230fb7,76,11,153.057,216.719,189.595,228.348,IV.6.11,proposition.350,sga1.e04.cor.6-11,76,/XYZ,521.575,327.931,cor,IV,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a1174812d80294b01bfb683aa665e65a3c7b086462349e4c730f6a49caf1db02,77,0,237.928,603.487,260.411,615.116,"I.9.7,",proposition.95,sga1.e01.cor.9-7,20,/XYZ,87.874,424.546,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.dc07cf43c63ea4702fb2e07665043e229119f73b0223694d96cfa9b50f9ba6c9,77,1,464.703,603.487,506.945,615.116,"Exposé I,",chapter*.4,sga1.e01.chapter.unnamed,6,/XYZ,87.874,762.52,chapter,I,Étale morphisms,reviewed_source_application,sga1.application.sha256.67c2e947e0c9e080bb4dd0ed2d75ff58de687c5ac3f28f8ead04958d7f715930,,resolved_stable_goto
sga1.edge.sha256.0cc82adc272edeff94f0a0a0a30180474d8e4a37983637b61e4c19b8f2832785,77,2,86.878,590.535,120.681,602.164,no. 9.7.,proposition.95,sga1.e01.cor.9-7,20,/XYZ,87.874,424.546,cor,I,,reviewed_source_application,sga1.application.sha256.74c23bb22bd6ef4d79337cff99807b0f1def1fbb5e00c73449923e3953569298,,resolved_stable_goto
sga1.edge.sha256.1067f83b3f5c4faa2bd33bdda6a48c6e0d09c9bc65d5a598615eb795176b0ab2,77,3,358.987,512.717,373.343,524.346,VI,chapter*.426,sga1.e06.chapter.unnamed,101,/XYZ,87.874,762.52,chapter,VI,Fibered categories and descent,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.422a12f9ea59700fe3037ffe9fd6433a58e5af46e8c6ea4fe6a305114be80b96,77,4,332.049,486.814,338.276,500.292,S 1,Hfootnote.353,sga1.reader.footnote.353,77,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7df72cdbf9b2f0535d99c322841cb9d32b54a5d25474dd74de00da2b6f42af86,77,5,160.994,80.755,173.223,94.646,VI,chapter*.426,sga1.e06.chapter.unnamed,101,/XYZ,87.874,762.52,chapter,VI,Fibered categories and descent,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d84e1ecd939a915b12ea881c59b6d10b3b668c386c63f1e7d00e93397f7127d4,77,6,192.221,80.755,211.615,94.646,VIII.,chapter*.490,sga1.e08.chapter.unnamed,129,/XYZ,87.874,762.52,chapter,VIII,Faithfully flat descent,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.940ca6503c8489c8954560e069fa478b0bc36584a0ce970c52046dd69eda033a,78,0,425.766,716.223,431.993,730.306,2 att,Hfootnote.356,sga1.reader.footnote.356,78,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.633863cc177a6db67188721bc7ff2199ef1d6379bae28672d644b6cbdf915290,78,1,240.859,528.443,268.003,541.345,V.1.2,proposition.357,sga1.e05.cor.1-2,78,/XYZ,87.874,674.52,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5c3ceb7babe8b4841b4c1e06f4dc3fd7819ac038dc1f8479396bea0083ea9f70,78,2,351.124,460.491,379.068,473.393,V.1.1,proposition.355,sga1.e05.prop.1-1,77,/XYZ,87.874,233.797,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.17b5e40683b943d572a81a54ae8e3f3bac73c9e7e19d7eac49da03776aa7a15e,78,3,364.376,427.839,391.017,441.964,"nce X, V.1.1",proposition.355,sga1.e05.prop.1-1,77,/XYZ,87.874,233.797,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.72238afb8de0d565a46206f4f1ff1aed031586eaa65ff15935005591386cdd4c,78,4,374.380,395.793,401.987,407.421,"V.1.3,",proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d9a94ea0eb89ae9887465bef7b35e41c827ccfca37ae6ec94fbf5e59acef7f57,78,5,203.074,246.562,230.092,258.190,"V.1.4,",proposition.359,sga1.e05.cor.1-4,78,/XYZ,87.874,411.862,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.31930a85b6ec6958f7b1247f1684fc4ffe445ff8e59c8bbff12bff95b9994105,78,6,231.156,220.053,258.300,234.178,X is a V.1.1. Y is in,proposition.355,sga1.e05.prop.1-1,77,/XYZ,87.874,233.797,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.410cbf2bd5de0f579813dfce29df56d9496ce45f6a4659b15146c09e0f791d99,79,0,350.122,723.537,377.442,735.165,"V.1.4,",proposition.359,sga1.e05.cor.1-4,78,/XYZ,87.874,411.862,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.17ffc5271054618ffbf62aad155d1f023b793fa0392158589cb6334de4ddd4d3,79,1,481.334,697.634,508.780,709.263,V.1.4,proposition.359,sga1.e05.cor.1-4,78,/XYZ,87.874,411.862,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d7c6164174a928d899d56c94d62eb9c9fedacf14676c34c40cafa847ea16fe30,79,2,207.883,555.389,235.827,568.290,V.1.3.,proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.39ed309b71e34bd89fbd6521e17d726fda732f8b59ab57de92d588a0729f7daa,79,3,271.568,388.452,299.215,400.081,V.1.8,proposition.363,sga1.e05.prop.1-8,79,/XYZ,87.874,553.05,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a104afcf4df9f1157d7eaccacf44f8a81cf3a09ac3d94d64273ece13ea55620f,79,4,146.097,375.501,173.468,387.130,V.1.3,proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ff1e0f655c95738f64a66d6dfac803fe8cdde990a01f80c79e80987e35b4b1ed,79,5,233.225,361.943,260.193,374.845,V.1.1 he ima,proposition.355,sga1.e05.prop.1-1,77,/XYZ,87.874,233.797,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a6e97f596e30907d1d16a5e83e47f2252d945ca05381b8a79e84e4b4d8f6be15,79,6,185.107,334.347,212.629,349.529,each Y V.1.4. onstruc,proposition.359,sga1.e05.cor.1-4,78,/XYZ,87.874,411.862,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a352e677fccc41b190d88654c6326833e3414e20ed1ac88c4f642db728e5aeee,79,7,330.120,296.558,357.264,308.187,V.1.3.,proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.8d670e5cd4d3da7c5c2a9108a85faf58f41ae31836ee07c7c7396ed8a095a0d3,79,8,402.893,245.579,429.534,257.207,V.1.3.,proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3e0995260c5012525c373c2455def99ec6a5df629e1c9d678c14788651080724,79,9,478.669,81.922,506.120,94.422,V.1.3;,proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a882b60731b4323c68c090aaf358fb7063ec41df157890a2c423c7b474fc0146,80,0,215.234,251.292,222.681,264.193,(*) ht o,AMS.368,sga1.e05.eq.star,80,/XYZ,90.84,498.152,eq,V,Preschemes with a finite group of operators; quotient preschemes,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.43b182746ccf4c353c231bbd59131ceae00614610d91611effdf12801343727e,80,1,448.911,202.782,476.558,214.411,"V.1.3,",proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e73bad5e6461af5b7926134337ac7735b782b14c844cb52cd10515653bb81c31,81,0,284.514,639.057,312.161,651.959,V.1.3 Y (Ω),proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.975899ea0b08cc333681e28cf96043ae86ec525c9e4f0864324ccce33f0875fe,81,1,318.884,487.380,346.309,499.009,"V.1.3,",proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3ef98a416e8f0ba7e5900cf9a2c0c512c8d9573cb92cb16546a02bec1da1de89,81,2,473.478,473.823,501.941,486.929,V.1.7),proposition.364,sga1.e05.cor.1-7,79,/XYZ,87.874,293.613,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f4b9f9e4cda56d54dd8541b16ee8f586565cba6fca467d60eddab9af71840345,81,3,342.856,372.938,370.503,384.567,V.1.9.,proposition.366,sga1.e05.prop.1-9,79,/XYZ,87.874,158.862,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.fff0fd91b8ee51541180d367df012f06907fb3fd7acf6e0ec0971e55c89e7da7,81,4,433.911,347.035,461.558,358.664,"V.1.9,",proposition.366,sga1.e05.prop.1-9,79,/XYZ,87.874,158.862,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.978469b9d656e233549a7b844e7e7abd2e70e935ce25edcb8277a34443357135,81,5,384.082,107.825,411.729,119.453,"V.2.1,",proposition.370,sga1.e05.prop.2-1,81,/XYZ,87.874,570.434,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cc19bb4968842b8514cc311714b80de70aa0dab320427b9618b00c7f7ef47127,82,0,321.199,748.834,349.558,761.735,"V.2.2, (e) for",proposition.371,sga1.e05.prop.2-2,81,/XYZ,87.874,503.449,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.df71a1d3ac369555f79ce768e5f1f6081ac3a85eeae563199c0a1da293bf31bb,82,1,155.650,625.788,182.568,637.417,"V.2.3,",proposition.372,sga1.e05.cor.2-3,82,/XYZ,87.874,765.508,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0bd70110aba6a623c455f77252593cf83d02bf1deb288e2b5636b75d7336282d,82,2,246.990,612.231,269.474,625.132,I.5.4 proves,proposition.44,sga1.e01.cor.5-4,10,/XYZ,87.874,404.301,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7ac4e75db2d04c3b3c61baf3fe86ed010cceb164421181dd039edc317661a245,82,3,267.028,586.328,294.399,599.230,"V.1.3, morphis",proposition.358,sga1.e05.prop.1-3,78,/XYZ,521.575,533.826,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a2aa89466c8519da3ae9cfdaf7d0e6732c780959d5597e2fcb87114288eec518,82,4,135.567,528.448,162.963,540.077,V.2.4.,proposition.373,sga1.e05.cor.2-4,82,/XYZ,87.874,700.343,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.394a5778d47205b6a8e7f4f902862bd2ad05fc4c63ec49c60ac0271ad2a6e3ca,82,5,502.383,233.720,508.610,247.197,C). 3,Hfootnote.375,sga1.reader.footnote.375,82,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.13e8dc1fda40744c4c0da9fd6687dfd22aa9393767898fdd14a900623d80f29c,83,0,271.332,499.434,277.559,513.517,et )4. h g,Hfootnote.376,sga1.reader.footnote.376,83,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.170e4e741eb2c80b451ab9dd75ed156853609bda8690732d340e813225bae417,83,1,480.304,328.244,506.945,341.146,"V.2.3, the",proposition.372,sga1.e05.cor.2-3,82,/XYZ,87.874,765.508,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c26987616615121810315a6cf2c1a4160bcbccf080be0d8fe776839a620248c9,83,2,298.200,237.804,320.892,249.433,"I.5.3,",proposition.42,sga1.e01.cor.5-3,10,/XYZ,87.874,535.896,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.be182688faf94fc2fca8d1de9350eb9404ec06f9d273edf42853b454dd29f15e,83,3,262.641,185.392,290.011,198.294,"V.2.1, nge, wh",proposition.370,sga1.e05.prop.2-1,81,/XYZ,87.874,570.434,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.be2489e8134d80250b3d32012204d9090d2b49c548ffb8abd866f2a60fca17f0,83,4,468.224,185.392,495.594,198.294,V.1.9 itly).,proposition.366,sga1.e05.prop.1-9,79,/XYZ,87.874,158.862,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.01e7ad2eeb3e065c887dcdc4e8bf31d915ab596157aae32a6a5945475a135524,83,5,201.670,101.621,229.614,113.250,V.2.6,proposition.377,sga1.e05.prop.2-6,83,/XYZ,87.874,483.538,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6e6067d65d796c44074e79c1a0f70d845989f46cc4791f4072bae23a95d48ebf,83,6,146.034,80.755,165.428,94.646,VIII,chapter*.490,sga1.e08.chapter.unnamed,129,/XYZ,87.874,762.52,chapter,VIII,Faithfully flat descent,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.06c8dec6f60ad6ce88bd50dc0c1ae0aff749efe26a0950497a33f9a629857918,84,0,187.560,670.853,214.704,683.754,V.1.8.,proposition.363,sga1.e05.prop.1-8,79,/XYZ,87.874,553.05,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.76c6711c444ea5f397dc9de6b3360444f0022825c382efba9d3811aa43a43ecf,84,1,99.099,592.599,125.740,605.501,"V.2.4, he conc",proposition.373,sga1.e05.cor.2-4,82,/XYZ,87.874,700.343,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.231fa67cc6ab8474fb663696736945ab23fd0bce995e3df919a588a8d03ee1bb,84,2,332.975,592.599,359.616,605.501,V.2.3,proposition.372,sga1.e05.cor.2-3,82,/XYZ,87.874,765.508,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a695bef656e3d405b37298e12fb0e25cba811cc0e2e492fbb4a7ca6b6c9889f1,84,3,403.935,488.443,431.582,501.549,V.3.1) which t,proposition.381,sga1.e05.prop.3-1,84,/XYZ,87.874,746.081,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.acd8ae33eaa1588b8854d3b929ebc1880161608cef262a317ef4122ccb97c096,84,4,172.307,300.644,194.790,313.546,I.4.8) over Y,proposition.34,sga1.e01.cor.4-8,9,/XYZ,87.874,746.473,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9164136c445c6268bc0080701b713e2dcf42f1662af0db89de0810424f5358db,84,5,154.517,120.776,182.164,132.405,V.3.6,proposition.386,sga1.e05.cor.3-6,84,/XYZ,87.874,258.765,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f28ca95e27a8ca892e4e0ae34542a80db4d53cf416d387398a6be7355d9c62df,84,6,481.678,107.825,508.671,119.453,V.3.6,proposition.386,sga1.e05.cor.3-6,84,/XYZ,87.874,258.765,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4cdef2f53db61b581a5f75803f5d20a322cf0f415e3624ce7e18ba3b4caaf98b,85,0,237.811,458.793,244.038,472.876,"t5, m m",Hfootnote.389,sga1.reader.footnote.389,85,/XYZ,110.041,92.784,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e3d993841e9be42a02b05e23acdf433d9b4bbafe966ef1d31583dd3343760e05,86,0,271.768,658.173,299.415,671.075,"V.3.1, ndexed",proposition.381,sga1.e05.prop.3-1,84,/XYZ,87.874,746.081,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7b60aecc7955a00b00556926ec566e9aea53b8384ce5cc98a3fcb1585278d542,86,1,326.724,379.199,334.171,392.100,(∗) d s,AMS.390,sga1.e05.eq.star.key-eq-v-4-star,86,/XYZ,90.84,608.134,eq,V,Axiomatic conditions for a Galois theory,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5271db7ac0838e9d5ff34409bf911598d705242259ae60f0f1a56f57a499ace7,86,2,422.922,327.393,430.369,340.295,(∗) ). T,AMS.390,sga1.e05.eq.star.key-eq-v-4-star,86,/XYZ,90.84,608.134,eq,V,Axiomatic conditions for a Galois theory,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7d4db875332427c8134e9f85f93d3380fa60a59429d2ef52f047b228680b92bb,90,0,177.692,567.099,205.314,580.001,V.4.1 interes,proposition.391,sga1.e05.thm.4-1,90,/XYZ,87.874,765.508,thm,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0a7098a048ea43b6346a0988bc335aae22c0aa69b2d6e7a3a75a3fa07b1b2936,90,1,360.287,443.970,379.650,456.871,V.4. G 3),section*.388,sga1.e05.sec.4,85,/XYZ,87.874,520.655,sec,V,Axiomatic conditions for a Galois theory,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5501267aa44aba8db835f9186287f0eab724079db004caa3bc5ca1a328c0d387,90,2,452.824,443.970,481.287,456.871,"V.4.1, sts a fu",proposition.391,sga1.e05.thm.4-1,90,/XYZ,87.874,765.508,thm,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4e16b03f004be0692b425b1487c7f26820d7b64b38a0542b9cc094e346671553,90,3,315.369,392.770,321.596,406.247,era C 6;,Hfootnote.395,sga1.reader.footnote.395,90,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ceef1b34f06befcea2f63c58b3b4d12fae7752a250f82b94f2b6170b37a1754b,91,0,393.432,348.224,412.091,361.126,"V.4,",section*.388,sga1.e05.sec.4,85,/XYZ,87.874,520.655,sec,V,Axiomatic conditions for a Galois theory,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a3af5f32bc96458f62ad26c269af597885507a95762cf8c324c0e7c19279dd23,91,1,292.600,167.135,310.926,182.337,V.4. onem,section*.388,sga1.e05.sec.4,85,/XYZ,87.874,520.655,sec,V,Axiomatic conditions for a Galois theory,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a455364731320f62a972cb2f499427f398b59f1977b6aeb21fb752934de477d4,91,2,277.122,95.043,304.769,106.672,V.5.3.,proposition.397,sga1.e05.prop.5-3,91,/XYZ,87.874,480.474,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.81c4d0717dc02e816a9809decd0f5709ed8d712db6c9226a0250bf34f270a6fe,92,0,479.627,611.300,506.872,624.202,"V.5.4, mplies",proposition.398,sga1.e05.cor.5-4,91,/XYZ,87.874,407.741,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d06119c768fd11935fd4220a8df97fe268b59fd89a0595c3e027d03e0d3f7e1b,92,1,442.664,598.349,469.305,611.455,"V.5.5, (iii), fo",proposition.399,sga1.e05.prop.5-5,91,/XYZ,87.874,347.959,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a517f941830efb3fd11b8b6dc48252ef4b08e6074e6283e09503f89146a9886a,92,2,467.258,151.826,494.879,164.727,0 V.5.8 with t,proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.019dcc68a31605dd4a36a69ba3de3040ed12e1382cd9ae6c2d9bc4f020433b23,93,0,222.393,704.010,249.537,715.638,V.5.8.,proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6cf1928f103af026a6694a8413d89a11eed7357742c9d398cd195efa029bf19b,93,1,367.825,616.503,394.617,629.404,"X V.5.8, Theorem",proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.12a98ad4f12ec714cedc21f3a5bf769130f977e07fcf8cd51e62b46e6424e201,93,2,480.135,616.503,506.926,629.404,"V.5.9, onsists",proposition.404,sga1.e05.cor.5-9,92,/XYZ,87.874,110.942,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6f3de85d6d806d1c876e6bd97b47a2adb6fce1ab28af93d1b0ce6d545c02c8b0,93,3,403.954,604.157,430.595,615.786,V.4.1,proposition.391,sga1.e05.thm.4-1,90,/XYZ,87.874,765.508,thm,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a3cdf2bac798819c372caf2506c18438dcadfc1cca7b2945c946c1f7c8788118,93,4,286.362,591.206,313.506,602.835,V.5.8,proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9bda72c97f595c9fd89fdddf470e5f45a364b4fdfccd33fddaf63b2f7110192c,93,5,222.790,571.679,250.437,583.308,V.5.9,proposition.404,sga1.e05.cor.5-9,92,/XYZ,87.874,110.942,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5270b2aa7b36f829dc99a4f469168a4cdc9b2d4cdcedfd101db4d392abc84969,93,6,341.395,517.257,369.042,528.885,V.5.8.,proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.82e74e289a0465d5e1e97297a653db33d92499a8869be69d1124aa917c67e598,93,7,206.538,94.873,233.506,106.502,"V.5.8,",proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4d4abdb8f9d3ce0924ec9c17bc8ac25347379554ed9d0721411952fa9febe60b,94,0,419.656,533.151,447.303,544.779,"V.5.3,",proposition.397,sga1.e05.prop.5-3,91,/XYZ,87.874,480.474,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0fce6bc857fd2af4aaebf4249cd46c4a53d998decd8496969cfa3a872da284cd,94,1,238.689,481.345,257.015,492.974,"V.4,",section*.388,sga1.e05.sec.4,85,/XYZ,87.874,520.655,sec,V,Axiomatic conditions for a Galois theory,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ecddf5697f01029f10fd08281f92aaed8132e05d549eee0db4c87e8f4c8eda70,94,2,295.653,107.219,323.099,120.120,V.5.6. m (G 6,proposition.401,sga1.e05.prop.5-6,92,/XYZ,87.874,765.508,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5ebcf3d374af0fee9288a738f8b1d06e4f62a3371f12e397556da037ebb7628d,94,3,364.197,94.267,382.856,107.169,V.4) that,section*.388,sga1.e05.sec.4,85,/XYZ,87.874,520.655,sec,V,Axiomatic conditions for a Galois theory,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.41d9c9ddfc9dcc05c16e9025eb9b258062647660cbaa8b3027a038159573e62e,95,0,343.698,706.711,362.357,719.612,"V.6,",section*.407,sga1.e05.sec.6,94,/XYZ,87.874,304.907,sec,V,Exact functors from one Galois category to another,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c7351631970e51945cbaa385296c3096489f809b57c3602e5559be942e07c4b5,95,1,253.549,671.168,281.196,682.796,V.5.8,proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.bcb6cd983080d7409ab1595e9a66f0d9d367079aa57c2970da1ea0653ace3675,95,2,299.349,671.168,326.996,682.796,"V.4.1,",proposition.391,sga1.e05.thm.4-1,90,/XYZ,87.874,765.508,thm,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7142aa0bc843b6441372f8a321ce0d717805f9be9ee176165395ec17378612eb,95,3,312.193,602.963,339.840,614.592,"V.5.8,",proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.49a8b4a81dae2821678a0818ad3a948adc7d73d92e18def1e6b90d0f787e98ad,95,4,204.730,488.678,232.377,502.259,"morphis V.4.1, arting",proposition.391,sga1.e05.thm.4-1,90,/XYZ,87.874,765.508,thm,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.554173e55609f61075410e7295cfd3e12ba493e7a70900a2f92e7d9909739f33,95,5,378.024,107.825,405.520,120.325,"V.5.8,",proposition.403,sga1.e05.prop.5-8,92,/XYZ,87.874,226.059,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.fb91c12b9ae19f2e9d866fd84320e9c860d79a94c535f25f8e8a4751d996c42d,96,0,410.139,573.888,437.258,585.517,"V.5.3,",proposition.397,sga1.e05.prop.5-3,91,/XYZ,87.874,480.474,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c005e713009737b59eb0848c7efd79dadf9486a2ba2b77529190136d1a1a67cd,96,1,145.605,286.441,172.749,298.070,V.6.4,proposition.411,sga1.e05.prop.6-4,96,/XYZ,87.874,465.661,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6497098d587bd59d347fea502f118c9acd750aa76a4c8e3d636b8f547f62c0a8,96,2,345.220,120.776,372.867,132.405,"V.5.3,",proposition.397,sga1.e05.prop.5-3,91,/XYZ,87.874,480.474,prop,V,,inherited_internal_link,,,resolved_stable_goto
