physical_page	printed_page	archive_path	finding	disposition
13	284	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=12	IAS comparator page 12 was rendered and visually inspected against authority physical page 13. Text, displays, running matter, and page sequence align at comparison resolution. No comparator-only reading was promoted, and the higher-priority NUMDAM authority remains controlling.	COMPARATOR_ONLY; no automatic acceptance
13	284	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=12	collected-split comparator page 12 was rendered and visually inspected against authority physical page 13. Text, displays, running matter, and page sequence align at comparison resolution. No comparator-only reading was promoted, and the higher-priority NUMDAM authority remains controlling.	COMPARATOR_ONLY; no automatic acceptance
13-18	284-289	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Contact/D020_contact.jpg	Diagram-aid contact sheet includes the P03 page-image witnesses in a complete-work overview. It was used only for routing and gross alignment; direct authority renders control all text, formulas, table entries, and diagram topology.	ZERO_ACCEPTED; derived visual overview only
13	284	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p012_diag01.png	Diagram-aid witness for article index 12 / authority physical page 13. The derived crop is an overinclusive page/formula locator. It confirms gross placement of prose, displays, and the sign table, but authority pixels control every symbol and reading. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
13-18	284-289	diagram_archive_branch_1/support/D020_diagram_counts_by_item.csv	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_archive_branch_1/support/D020_diagram_witness_manifest.csv	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_archive_branch_1/support/D020_diagram_witness_manifest.jsonl	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_archive_branch_1/support/README.md	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Contact/D020_contact.jpg	Diagram-aid contact sheet includes the P03 page-image witnesses in a complete-work overview. It was used only for routing and gross alignment; direct authority renders control all text, formulas, table entries, and diagram topology.	ZERO_ACCEPTED; derived visual overview only
13	284	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p012_diag01.png	Diagram-aid witness for article index 12 / authority physical page 13. The derived crop is an overinclusive page/formula locator. It confirms gross placement of prose, displays, and the sign table, but authority pixels control every symbol and reading. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
13-18	284-289	diagram_archive_branch_2/support/D020_diagram_counts_by_item.csv	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_archive_branch_2/support/D020_diagram_witness_manifest.csv	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_archive_branch_2/support/D020_diagram_witness_manifest.jsonl	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_archive_branch_2/support/README.md	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_directory_branch_1/Contact/D020_contact.jpg	Diagram-aid contact sheet includes the P03 page-image witnesses in a complete-work overview. It was used only for routing and gross alignment; direct authority renders control all text, formulas, table entries, and diagram topology.	ZERO_ACCEPTED; derived visual overview only
13	284	diagram_directory_branch_1/Images/D020_La_conjecture_de_Weil_I/D020_p012_diag01.png	Diagram-aid witness for article index 12 / authority physical page 13. The derived crop is an overinclusive page/formula locator. It confirms gross placement of prose, displays, and the sign table, but authority pixels control every symbol and reading. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
13-18	284-289	diagram_directory_branch_1/support/D020_diagram_counts_by_item.csv	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_directory_branch_1/support/D020_diagram_witness_manifest.csv	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_directory_branch_1/support/D020_diagram_witness_manifest.jsonl	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_directory_branch_1/support/README.md	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_directory_branch_2/Contact/D020_contact.jpg	Diagram-aid contact sheet includes the P03 page-image witnesses in a complete-work overview. It was used only for routing and gross alignment; direct authority renders control all text, formulas, table entries, and diagram topology.	ZERO_ACCEPTED; derived visual overview only
13	284	diagram_directory_branch_2/Images/D020_La_conjecture_de_Weil_I/D020_p012_diag01.png	Diagram-aid witness for article index 12 / authority physical page 13. The derived crop is an overinclusive page/formula locator. It confirms gross placement of prose, displays, and the sign table, but authority pixels control every symbol and reading. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
13-18	284-289	diagram_directory_branch_2/support/D020_diagram_counts_by_item.csv	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_directory_branch_2/support/D020_diagram_witness_manifest.csv	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_directory_branch_2/support/D020_diagram_witness_manifest.jsonl	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	diagram_directory_branch_2/support/README.md	Diagram-aid support/manifest control for the branch containing P03 page-image witnesses. It verifies branch routing, crop boxes, and hashes but supplies no independent source or translation reading.	ZERO_ACCEPTED; provenance/control only
13-18	284-289	legacy_corpus_entry/notes.md	Routing note explicitly records transcription and translation as not_started; no P03 wording is certified.	ZERO_ACCEPTED; control/routing only
13-18	284-289	legacy_corpus_entry/source_extract_aligned.aux	Build byproduct for the machine-aligned draft; it supplies no independent article reading.	ZERO_ACCEPTED; control/routing only
13-18	284-289	legacy_corpus_entry/source_extract_aligned.log	Build byproduct for the machine-aligned draft; it supplies no independent article reading.	ZERO_ACCEPTED; control/routing only
13-18	284-289	legacy_corpus_entry/source_extract_aligned.out	Build byproduct for the machine-aligned draft; it supplies no independent article reading.	ZERO_ACCEPTED; control/routing only
13-18	284-289	legacy_corpus_entry/source_extract_aligned.pdf	Compiled machine-aligned OCR draft; layout/routing witness only, not an accepted text.	ZERO_ACCEPTED; control/routing only
13-18	284-289	legacy_corpus_entry/source_extract_aligned.tex	Machine-aligned OCR dump. P03 page routing is visible, but β/ℓ notation, tensor products, bounds, exact sequences, the Picard-Lefschetz table, and diagram topology are too corrupt for acceptance.	ZERO_ACCEPTED; control/routing only
13-18	284-289	legacy_corpus_entry/source_transcription.tex	Template placeholder explicitly marked not_started and containing no usable source transcription or English translation.	ZERO_ACCEPTED; control/routing only
13-18	284-289	legacy_corpus_entry/translation_en.tex	Template placeholder explicitly marked not_started and containing no usable source transcription or English translation.	ZERO_ACCEPTED; control/routing only
13-18	284-289	misc_prior/31_page_retypeset_comparison.pdf	The 31-page English retypeset was consulted only after the P03 French freeze. It is useful for orientation but is not textually controlling: it regularizes notation and page structure, has extraction losses in the mod-4 sign table, renders ε(σ)=−1 incorrectly as 1 in one line, calls a quadratic point an “ordinary double point,” and recasts the projection diagram. Standalone English was independently translated from the frozen French and rechecked against authority pixels.	ZERO_ACCEPTED; English independently translated from frozen French and authority
