sequence,language,source_relative_path,source_sha256,package_tex,package_tex_sha256,package_pdf,package_pdf_sha256,pages,pdf_bytes,duration_seconds,resumed,latex_warning,package_warning,missing_character,overfull_box,underfull_box
161,latin,paper31/section08_entry01/interslavic/v001/Noether_Paper31_Section08_Entry01_Interslavic_v001.tex,D27AAB27606BBCF1D3D0B366CC9958203BD436FAA25AC063F80304D69B8C32B2,02_tex/latin/161_Noether_Paper31_Section08_Entry01_Interslavic_v001.tex,D27AAB27606BBCF1D3D0B366CC9958203BD436FAA25AC063F80304D69B8C32B2,01_unit_pdfs/latin/161_Noether_Paper31_Section08_Entry01_Interslavic_v001.pdf,44173816703F359ADA3D95AE9EC1B6EE4A46345BA9D6CEEEA78BB988A179B79E,1,76421,0,True,0,0,0,0,0
162,latin,paper31/section08_entry02/interslavic/v001/Noether_Paper31_Section08_Entry02_Interslavic_v001.tex,383DF603E1253A4BBD1E3FC7F770C91765D632A274E19D676B4A0A8141E3519A,02_tex/latin/162_Noether_Paper31_Section08_Entry02_Interslavic_v001.tex,383DF603E1253A4BBD1E3FC7F770C91765D632A274E19D676B4A0A8141E3519A,01_unit_pdfs/latin/162_Noether_Paper31_Section08_Entry02_Interslavic_v001.pdf,2238A200799FAB694412697C8D2167A4D532E9EEDB93320245084C85F3F21E55,1,28741,0,True,0,0,0,0,0
163,latin,paper31/section08_entry03/interslavic/v001/Noether_Paper31_Section08_Entry03_Interslavic_v001.tex,6D30A7499796C09E693432CBE869FE9748091EA15D430CA1E9FF83E2E2BBA8FA,02_tex/latin/163_Noether_Paper31_Section08_Entry03_Interslavic_v001.tex,6D30A7499796C09E693432CBE869FE9748091EA15D430CA1E9FF83E2E2BBA8FA,01_unit_pdfs/latin/163_Noether_Paper31_Section08_Entry03_Interslavic_v001.pdf,E231440E858E6FF30E90D3520D888BCCBB31F71D9EE6EF0A740FB54322164B74,1,53435,0,True,0,0,0,0,0
164,latin,paper31/section08_entry04/interslavic/v001/Noether_Paper31_Section08_Entry04_Interslavic_v001.tex,81D1AFEA6F0CFF1AAE8167CA533C12C2E1671190A0E6922263D51E94E23374CF,02_tex/latin/164_Noether_Paper31_Section08_Entry04_Interslavic_v001.tex,81D1AFEA6F0CFF1AAE8167CA533C12C2E1671190A0E6922263D51E94E23374CF,01_unit_pdfs/latin/164_Noether_Paper31_Section08_Entry04_Interslavic_v001.pdf,171172242F1E34F85797B5CDB73E69D76BBEA41AA02480883BF1C7F9299810EC,1,55061,0,True,0,0,0,0,0
165,latin,paper31/section08_entry05/interslavic/v001/Noether_Paper31_Section08_Entry05_Interslavic_v001.tex,EB7FF1E828C890B47A7E4EB47B574A1AF9BAE99834DF8F5D46891D2C51A7FC80,02_tex/latin/165_Noether_Paper31_Section08_Entry05_Interslavic_v001.tex,EB7FF1E828C890B47A7E4EB47B574A1AF9BAE99834DF8F5D46891D2C51A7FC80,01_unit_pdfs/latin/165_Noether_Paper31_Section08_Entry05_Interslavic_v001.pdf,70EFDDF8CFE4F4FEA15561BDFA10B67E6B7557716DB495221DB25D8E1C947876,1,48962,0,True,0,0,0,0,0
166,latin,paper31/section08_entry06/interslavic/v001/Noether_Paper31_Section08_Entry06_Interslavic_v001.tex,6948626C899A535550158AC6E53DD62F9624ED773E01CD9326137A6FFD9CBDBD,02_tex/latin/166_Noether_Paper31_Section08_Entry06_Interslavic_v001.tex,6948626C899A535550158AC6E53DD62F9624ED773E01CD9326137A6FFD9CBDBD,01_unit_pdfs/latin/166_Noether_Paper31_Section08_Entry06_Interslavic_v001.pdf,127DF00560697D32F35F9B3369B0AFE5250D94C1FFE942495253A29CD6023309,1,33693,0,True,0,0,0,0,0
167,latin,paper31/section08_entry07/interslavic/v001/Noether_Paper31_Section08_Entry07_Interslavic_v001.tex,13E55FDB17CF8622F3109EB8BC061C9E7AF889DEE84B9246BDAE64943EE97363,02_tex/latin/167_Noether_Paper31_Section08_Entry07_Interslavic_v001.tex,13E55FDB17CF8622F3109EB8BC061C9E7AF889DEE84B9246BDAE64943EE97363,01_unit_pdfs/latin/167_Noether_Paper31_Section08_Entry07_Interslavic_v001.pdf,C548A46AA03DE6A50023EB696309BA6AFDAA51B4BB9A9D697EF29E7B53D21D67,1,51024,0,True,0,0,0,0,0
168,latin,paper31/section08_entry08/interslavic/v001/Noether_Paper31_Section08_Entry08_Interslavic_v001.tex,3F225B681CB5D0E39CEC31C7A3659AC665FCA0959624066BD76F4DBA430FC918,02_tex/latin/168_Noether_Paper31_Section08_Entry08_Interslavic_v001.tex,3F225B681CB5D0E39CEC31C7A3659AC665FCA0959624066BD76F4DBA430FC918,01_unit_pdfs/latin/168_Noether_Paper31_Section08_Entry08_Interslavic_v001.pdf,662C9C4764EC7AB9010F905DFFBF82075AFAAD6F690D01580CB975B6A1C68C02,1,45557,0,True,0,0,0,0,0
169,latin,paper31/section08_entry09/interslavic/v001/Noether_Paper31_Section08_Entry09_Interslavic_v001.tex,FCA4EE27F925A8744B9073F69C2CE2DDF6389FC2EE5180AA960863626BD308FA,02_tex/latin/169_Noether_Paper31_Section08_Entry09_Interslavic_v001.tex,FCA4EE27F925A8744B9073F69C2CE2DDF6389FC2EE5180AA960863626BD308FA,01_unit_pdfs/latin/169_Noether_Paper31_Section08_Entry09_Interslavic_v001.pdf,6ED85C4FFE48C682A2ABE2B4ECDB8B239EE648DDAF40778884E117323DC1E11F,1,48739,0,True,0,0,0,0,0
170,latin,paper31/section08_entry10/interslavic/v001/Noether_Paper31_Section08_Entry10_Interslavic_v001.tex,0DB24251AF0257BF8EC89730A95AAE1456101BDF76B2FE54539126B94A157068,02_tex/latin/170_Noether_Paper31_Section08_Entry10_Interslavic_v001.tex,0DB24251AF0257BF8EC89730A95AAE1456101BDF76B2FE54539126B94A157068,01_unit_pdfs/latin/170_Noether_Paper31_Section08_Entry10_Interslavic_v001.pdf,10AD0A5DC92FFDE8BDACDE91D728919AF2B095E84D45BB3CE05A17D6DDFAD8DD,1,33488,0,True,0,0,0,0,0
171,latin,paper31/section08_entry11/interslavic/v001/Noether_Paper31_Section08_Entry11_Interslavic_v001.tex,9607361A03604A0C16D839ACBA5243C638488527744B618AEF65D03115A4A144,02_tex/latin/171_Noether_Paper31_Section08_Entry11_Interslavic_v001.tex,9607361A03604A0C16D839ACBA5243C638488527744B618AEF65D03115A4A144,01_unit_pdfs/latin/171_Noether_Paper31_Section08_Entry11_Interslavic_v001.pdf,C9C807EFD13D1B08E9C319B46BA607E18CFA23203F1038342DC069DF0982C7D4,1,21062,0,True,0,0,0,0,0
172,latin,paper32/opening/interslavic/v001/Noether_Paper32_Opening_Interslavic_v001.tex,A0DB234B8F068DD8928F30CE04AB89794D2132CF647EB0F9E70CAC9A8CE0BA46,02_tex/latin/172_Noether_Paper32_Opening_Interslavic_v001.tex,A0DB234B8F068DD8928F30CE04AB89794D2132CF647EB0F9E70CAC9A8CE0BA46,01_unit_pdfs/latin/172_Noether_Paper32_Opening_Interslavic_v001.pdf,79FB85DE52CDAB396C3B751FCE25C80EAC3DB2D5BFED7CFB31897D3BE9E506C9,1,51526,0,True,0,0,0,0,0
173,latin,paper32/schur_paragraph/interslavic/v001/Noether_Paper32_Schur_Paragraph_Interslavic_v001.tex,D0CF0386AE11872D29ADBE20D05B653364C2C435FBC79240EE4645E5A0185A4A,02_tex/latin/173_Noether_Paper32_Schur_Paragraph_Interslavic_v001.tex,D0CF0386AE11872D29ADBE20D05B653364C2C435FBC79240EE4645E5A0185A4A,01_unit_pdfs/latin/173_Noether_Paper32_Schur_Paragraph_Interslavic_v001.pdf,2E6A2623D67DB3BBE7C7FC1177BB63284697B12A27C9A29F2B073A3B719F2AE5,1,55832,0,True,0,0,0,0,0
174,latin,paper32/second_intro/interslavic/v001/Noether_Paper32_Second_Intro_Interslavic_v001.tex,A6BBA2772E6072F4E2589A1835D542A54D78D3F07F476B293F03EB74C2369CD7,02_tex/latin/174_Noether_Paper32_Second_Intro_Interslavic_v001.tex,A6BBA2772E6072F4E2589A1835D542A54D78D3F07F476B293F03EB74C2369CD7,01_unit_pdfs/latin/174_Noether_Paper32_Second_Intro_Interslavic_v001.pdf,5609B9E4899A36DA73E3AB6D4536072DB027F19FF9102FBB1DF738BC1E9F8E7F,1,34986,0,True,0,0,0,0,0
175,latin,paper32/section01_general_splitting_fields/interslavic/v001/Noether_Paper32_Section01_General_Splitting_Fields_Interslavic_v001.tex,400758B5A709EA51EC8DD91A0451B8EAE95A011671A8DE33D496904B965D34FC,02_tex/latin/175_Noether_Paper32_Section01_General_Splitting_Fields_Interslavic_v001.tex,400758B5A709EA51EC8DD91A0451B8EAE95A011671A8DE33D496904B965D34FC,01_unit_pdfs/latin/175_Noether_Paper32_Section01_General_Splitting_Fields_Interslavic_v001.pdf,0E42006C940E42A0D6209310F3AE61275C80646B7685E35FDDE08A4ABBB0C37D,1,55281,0,True,0,0,0,0,0
176,latin,paper32/section01_opening/interslavic/v001/Noether_Paper32_Section01_Opening_Interslavic_v001.tex,949D9E3C2E2E5825D94AE4BE6D3C7E39A76C8459E2D27DC550AB8303814A2AA9,02_tex/latin/176_Noether_Paper32_Section01_Opening_Interslavic_v001.tex,949D9E3C2E2E5825D94AE4BE6D3C7E39A76C8459E2D27DC550AB8303814A2AA9,01_unit_pdfs/latin/176_Noether_Paper32_Section01_Opening_Interslavic_v001.pdf,1159D195BC80B14A46C656DD33FA9CC56A71EC3880ACA1022E030CD767417EB5,1,52614,0,True,0,0,0,0,0
177,latin,paper32/section01_reduction_theorem/interslavic/v001/Noether_Paper32_Section01_Reduction_Theorem_Interslavic_v001.tex,9BE7B85A70FC99BBA245B1DBB621111F744D402AD830BC2B51E932018B00E8FC,02_tex/latin/177_Noether_Paper32_Section01_Reduction_Theorem_Interslavic_v001.tex,9BE7B85A70FC99BBA245B1DBB621111F744D402AD830BC2B51E932018B00E8FC,01_unit_pdfs/latin/177_Noether_Paper32_Section01_Reduction_Theorem_Interslavic_v001.pdf,F9066E02FB631953371B3D4D6DF3360D0B839C3DE66C1B45A60D7273557C30F3,1,41943,0,True,0,0,0,0,0
178,latin,paper32/section02_cyclic_minimal_fields/interslavic/v001/Noether_Paper32_Section02_Cyclic_Minimal_Fields_Interslavic_v001.tex,958E768231B97267AFFCD621208AF08810E1FE8F94AB10615D88A0E42B224E01,02_tex/latin/178_Noether_Paper32_Section02_Cyclic_Minimal_Fields_Interslavic_v001.tex,958E768231B97267AFFCD621208AF08810E1FE8F94AB10615D88A0E42B224E01,01_unit_pdfs/latin/178_Noether_Paper32_Section02_Cyclic_Minimal_Fields_Interslavic_v001.pdf,2FFE2868AB8FF867B44C461141B19AE8A5DA45485B07327BFE7B6EF232116F71,1,90097,0,True,0,0,0,0,0
179,latin,paper32/section02_idempotent_splitting_facts/interslavic/v001/Noether_Paper32_Section02_Idempotent_Splitting_Facts_Interslavic_v001.tex,F814519A59308C7A19A808647B3912F11454D3FC0F7A69988F4904208B443610,02_tex/latin/179_Noether_Paper32_Section02_Idempotent_Splitting_Facts_Interslavic_v001.tex,F814519A59308C7A19A808647B3912F11454D3FC0F7A69988F4904208B443610,01_unit_pdfs/latin/179_Noether_Paper32_Section02_Idempotent_Splitting_Facts_Interslavic_v001.pdf,00AB0DD0849A325585D7FD8DE48EE0BA7633841C4EA9810910237F475EBEECD9,1,48878,0,True,0,0,0,0,0
180,latin,paper32/section02_quaternion_idempotent/interslavic/v001/Noether_Paper32_Section02_Quaternion_Idempotent_Interslavic_v001.tex,B68B0FF79E820789EFEC827845640C23A252DC38D6EAE50EBF23AE137516BFC9,02_tex/latin/180_Noether_Paper32_Section02_Quaternion_Idempotent_Interslavic_v001.tex,B68B0FF79E820789EFEC827845640C23A252DC38D6EAE50EBF23AE137516BFC9,01_unit_pdfs/latin/180_Noether_Paper32_Section02_Quaternion_Idempotent_Interslavic_v001.pdf,BE04B1131C0BEF4AA15AB44254981698E155CC1321274C6A7D7CB2A0AD71D8D5,1,40592,0,True,0,0,0,0,0
181,latin,paper32/section03_cyclic_quaternion_fields/interslavic/v001/Noether_Paper32_Section03_Cyclic_Quaternion_Fields_Interslavic_v001.tex,9BA3BF039AC97E1ACAB58EAD12823D35A17E96870D418C4745A3ED5847ACE772,02_tex/latin/181_Noether_Paper32_Section03_Cyclic_Quaternion_Fields_Interslavic_v001.tex,9BA3BF039AC97E1ACAB58EAD12823D35A17E96870D418C4745A3ED5847ACE772,01_unit_pdfs/latin/181_Noether_Paper32_Section03_Cyclic_Quaternion_Fields_Interslavic_v001.pdf,FD0F3096562B797F4404F13ACEB695CA6919F14516AE333B1040B4C56FDF74A4,1,54618,0,True,0,0,0,0,0
182,latin,paper32/section03_elementary_quaternion_criterion/interslavic/v001/Noether_Paper32_Section03_Elementary_Quaternion_Criterion_Interslavic_v001.tex,70F83D94C4C8A2333D02AF5195299219BB5748C8AAE8CDCE4DDF61EA185F4B0A,02_tex/latin/182_Noether_Paper32_Section03_Elementary_Quaternion_Criterion_Interslavic_v001.tex,70F83D94C4C8A2333D02AF5195299219BB5748C8AAE8CDCE4DDF61EA185F4B0A,01_unit_pdfs/latin/182_Noether_Paper32_Section03_Elementary_Quaternion_Criterion_Interslavic_v001.pdf,7300411C11E1E6132D6B5D795E9BE630E26281466DBD78CAFF69F7A432A0B1FE,1,57035,0,True,0,0,0,0,0
183,latin,paper33/complete/interslavic/v001/Noether_Paper33_Complete_Interslavic_v001.tex,802DC427E726ECC06C8EA3C1B2545D98542A248E845A64DF2D6B59DE8796DD5C,02_tex/latin/183_Noether_Paper33_Complete_Interslavic_v001.tex,802DC427E726ECC06C8EA3C1B2545D98542A248E845A64DF2D6B59DE8796DD5C,01_unit_pdfs/latin/183_Noether_Paper33_Complete_Interslavic_v001.pdf,E59F4232A42833295E03711B2663EAD423353407C2A49338762BD6FADED5E2D2,2,99485,0,True,0,0,0,0,0
184,latin,paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex,E10E520AA11D6CEFFB932EC2D8F639E2136AABDF790CD688477AEBF11118E989,02_tex/latin/184_Noether_Paper34_Introduction_Interslavic_v001.tex,E10E520AA11D6CEFFB932EC2D8F639E2136AABDF790CD688477AEBF11118E989,01_unit_pdfs/latin/184_Noether_Paper34_Introduction_Interslavic_v001.pdf,50D5F71D9054D6B32C3140E66228AC2E8EC7A9E00B847D6F4C2297E6A85EBD98,2,92497,0,True,0,0,0,0,0
185,latin,paper34/section01/interslavic/v001/Noether_Paper34_Section01_Interslavic_v001.tex,55D29DF6A35E7EC818F3599F6E27501ED523AC4DCCD2635462EF526082C210FB,02_tex/latin/185_Noether_Paper34_Section01_Interslavic_v001.tex,55D29DF6A35E7EC818F3599F6E27501ED523AC4DCCD2635462EF526082C210FB,01_unit_pdfs/latin/185_Noether_Paper34_Section01_Interslavic_v001.pdf,D742A43A37A28A6B3099D92D0130D9BBD5ED8238131FFC9F710CE08358D5E242,2,96359,0,True,0,0,0,0,0
186,latin,paper34/section02/interslavic/v001/Noether_Paper34_Section02_Interslavic_v001.tex,94C212124E44A0D11BCC902533CD720E406123ED6BFE027F13A0820DCE207907,02_tex/latin/186_Noether_Paper34_Section02_Interslavic_v001.tex,94C212124E44A0D11BCC902533CD720E406123ED6BFE027F13A0820DCE207907,01_unit_pdfs/latin/186_Noether_Paper34_Section02_Interslavic_v001.pdf,8273089C4EC6BAAE6AA95F606D5894E5D03FB9C3946AF10C6681FB1E80E43725,1,84553,0,True,0,0,0,0,0
187,latin,paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,EBCE0401F1E2B118AF5C9B2A359DA2C985C02871F6DBCF58F32E794DFD682247,02_tex/latin/187_Noether_Paper34_Section03_Interslavic_v001.tex,EBCE0401F1E2B118AF5C9B2A359DA2C985C02871F6DBCF58F32E794DFD682247,01_unit_pdfs/latin/187_Noether_Paper34_Section03_Interslavic_v001.pdf,60CD05DEC0E0AB49DDCE68558AF24CCEF38E2CA61EF90F9CBBBFCA3F91AE9813,1,83218,0,True,0,0,0,0,0
188,latin,paper34/section04/interslavic/v001/Noether_Paper34_Section04_Interslavic_v001.tex,ED11D7BC1BB86088151FD3602C868484E3486370A501D2D50FD76518449E6C09,02_tex/latin/188_Noether_Paper34_Section04_Interslavic_v001.tex,ED11D7BC1BB86088151FD3602C868484E3486370A501D2D50FD76518449E6C09,01_unit_pdfs/latin/188_Noether_Paper34_Section04_Interslavic_v001.pdf,C3861AD932F93D4E39C5E2DDCF993E94C907BA69CECA118C56C62C6B7CD134FB,2,89711,0,True,0,0,0,0,0
189,latin,paper34/section05/interslavic/v001/Noether_Paper34_Section05_Interslavic_v001.tex,F49E47195F4BEC1D932BB32A996D6DDC1F1F35296B3AB627D29782729DF669CF,02_tex/latin/189_Noether_Paper34_Section05_Interslavic_v001.tex,F49E47195F4BEC1D932BB32A996D6DDC1F1F35296B3AB627D29782729DF669CF,01_unit_pdfs/latin/189_Noether_Paper34_Section05_Interslavic_v001.pdf,C00006FA0AC95F797CC904FF5C2B82EB7D955709E8B78A957C6CEEE2F485C798,1,84055,0,True,0,0,0,0,0
190,latin,paper34/section06/interslavic/v001/Noether_Paper34_Section06_Interslavic_v001.tex,BE3EB617F8E0528D5A9D08B07CBD1070D6FCBAE95D9DCD6CC57BA2C242AE35BE,02_tex/latin/190_Noether_Paper34_Section06_Interslavic_v001.tex,BE3EB617F8E0528D5A9D08B07CBD1070D6FCBAE95D9DCD6CC57BA2C242AE35BE,01_unit_pdfs/latin/190_Noether_Paper34_Section06_Interslavic_v001.pdf,14938C5C5194D560A7F9071E0E33BBCE15692C62C7C30D7AC6A0E261D835833B,2,95562,0,True,0,0,0,0,0
191,latin,paper34/section07/interslavic/v001/Noether_Paper34_Section07_Interslavic_v001.tex,BDD5EF2430DE8EBAE6F36C4D06A26B2B241A99349D2BD5B465735D49A0ACD513,02_tex/latin/191_Noether_Paper34_Section07_Interslavic_v001.tex,BDD5EF2430DE8EBAE6F36C4D06A26B2B241A99349D2BD5B465735D49A0ACD513,01_unit_pdfs/latin/191_Noether_Paper34_Section07_Interslavic_v001.pdf,05D60820176CD1622216F5251C12258605476FFA5338F15FCBDFF640E3867522,1,85535,0,True,0,0,0,0,0
192,latin,paper34/section08/interslavic/v001/Noether_Paper34_Section08_Interslavic_v001.tex,037B3E92BE0674350C6BDB7E6604D4657152EDCA7353A96DCA976AAE41AEB316,02_tex/latin/192_Noether_Paper34_Section08_Interslavic_v001.tex,037B3E92BE0674350C6BDB7E6604D4657152EDCA7353A96DCA976AAE41AEB316,01_unit_pdfs/latin/192_Noether_Paper34_Section08_Interslavic_v001.pdf,6E34BDA34AC79DED610BE1AE1E9472D05A14D0709142F4F9D003BBEC11110E25,1,79746,0,True,0,0,0,0,0
193,latin,paper34/section09/interslavic/v001/Noether_Paper34_Section09_Interslavic_v001.tex,B0CCEB1A032DCFCDE232C585017D256DD73F013AFF9A35E5991C99517F55B3C8,02_tex/latin/193_Noether_Paper34_Section09_Interslavic_v001.tex,B0CCEB1A032DCFCDE232C585017D256DD73F013AFF9A35E5991C99517F55B3C8,01_unit_pdfs/latin/193_Noether_Paper34_Section09_Interslavic_v001.pdf,7DAF7687E935AC0F2174D4C9A9A8F34D20A8F20F8C46282889A783AB918CDEE0,2,92173,0,True,0,0,0,0,0
194,latin,paper34/section10/interslavic/v001/Noether_Paper34_Section10_Interslavic_v001.tex,5CB49233C11B85BADFA866E875A4213A68E55C20A03A332F90A69B1DAF8E1E97,02_tex/latin/194_Noether_Paper34_Section10_Interslavic_v001.tex,5CB49233C11B85BADFA866E875A4213A68E55C20A03A332F90A69B1DAF8E1E97,01_unit_pdfs/latin/194_Noether_Paper34_Section10_Interslavic_v001.pdf,D026DF28937076EA96DB0DE2FC56C5AA2650CA809B728E05FB8D4E6095693FDF,2,89782,0,True,0,0,0,0,0
195,latin,paper34/section11/interslavic/v001/Noether_Paper34_Section11_Interslavic_v001.tex,F6C87F4FDCC18401457A5D992F8C123E1FDCA878FAC52013A66BB1A6023316F1,02_tex/latin/195_Noether_Paper34_Section11_Interslavic_v001.tex,F6C87F4FDCC18401457A5D992F8C123E1FDCA878FAC52013A66BB1A6023316F1,01_unit_pdfs/latin/195_Noether_Paper34_Section11_Interslavic_v001.pdf,830649C3CC5DDC391011E4349F610E0B3B46D6639E2D18E7A47533777D49C7DB,1,85907,0,True,0,0,0,0,0
196,latin,paper34/section12/interslavic/v001/Noether_Paper34_Section12_Interslavic_v001.tex,5497A3A63CB1C1E2BFE0A6F1A3A5C0B93D1F5ACC8E9273941C26A987F04C7DE0,02_tex/latin/196_Noether_Paper34_Section12_Interslavic_v001.tex,5497A3A63CB1C1E2BFE0A6F1A3A5C0B93D1F5ACC8E9273941C26A987F04C7DE0,01_unit_pdfs/latin/196_Noether_Paper34_Section12_Interslavic_v001.pdf,BB31266081D646DBB2918C1D75C111DAFE0CFB5238EBC3CFB160629A3BE48FE7,1,86905,0,True,0,0,0,0,0
197,latin,paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,05C1C8B8C84284419175DB40D46E4E3483C1C58BF0E427E8D7604D73EA036BE5,02_tex/latin/197_Noether_Paper34_Section13_Interslavic_v001.tex,05C1C8B8C84284419175DB40D46E4E3483C1C58BF0E427E8D7604D73EA036BE5,01_unit_pdfs/latin/197_Noether_Paper34_Section13_Interslavic_v001.pdf,F8FBC66BC885D4F341E577E7B66089B6E010426D9A03DBCF7A08C7E784E15A9D,2,91283,0,True,0,0,0,0,0
198,latin,paper34/section14/interslavic/v001/Noether_Paper34_Section14_Interslavic_v001.tex,3BC55CC64906CFBA17186F152923FF70DE804CA962E924F2DEC4456514EAD0D9,02_tex/latin/198_Noether_Paper34_Section14_Interslavic_v001.tex,3BC55CC64906CFBA17186F152923FF70DE804CA962E924F2DEC4456514EAD0D9,01_unit_pdfs/latin/198_Noether_Paper34_Section14_Interslavic_v001.pdf,AFE1D937DA16298B091DDD62F2529EBA95199D6F21649FC43A85719A1EA3FD39,4,107274,0,True,0,0,0,0,0
199,latin,paper34/section15/interslavic/v001/Noether_Paper34_Section15_Interslavic_v001.tex,87DD5FDDB1889502996738EF907FC46ECBCBD955444BD662AD0760D2D21DB489,02_tex/latin/199_Noether_Paper34_Section15_Interslavic_v001.tex,87DD5FDDB1889502996738EF907FC46ECBCBD955444BD662AD0760D2D21DB489,01_unit_pdfs/latin/199_Noether_Paper34_Section15_Interslavic_v001.pdf,F14A2C9274B87CFD310BE8EE7D0C4149C25ADED37338CCF22FB4392DFA4596F7,2,101153,0,True,0,0,0,0,0
200,latin,paper34/section16/interslavic/v001/Noether_Paper34_Section16_Interslavic_v001.tex,3D70DCCC64EE72CD26CBAA7A1011B282D31AC8110F28E0A33AB4281F0605578A,02_tex/latin/200_Noether_Paper34_Section16_Interslavic_v001.tex,3D70DCCC64EE72CD26CBAA7A1011B282D31AC8110F28E0A33AB4281F0605578A,01_unit_pdfs/latin/200_Noether_Paper34_Section16_Interslavic_v001.pdf,40B7EE1DB0978A1006EAEED682152281F98D9C4163F1CF1021E2A411CB842F0C,2,92404,0,True,0,0,0,0,0
201,latin,paper34/section17/interslavic/v001/Noether_Paper34_Section17_Interslavic_v001.tex,AABEB6146BD403930B5F6AF482C9CB7DFC39A5C0971670F1FC80A687E62D1F7A,02_tex/latin/201_Noether_Paper34_Section17_Interslavic_v001.tex,AABEB6146BD403930B5F6AF482C9CB7DFC39A5C0971670F1FC80A687E62D1F7A,01_unit_pdfs/latin/201_Noether_Paper34_Section17_Interslavic_v001.pdf,324356C9968550527678F43E51D57F5E5F758E615796F701E424BBF6A4725C3E,1,78534,0,True,0,0,0,0,0
202,latin,paper34/section18/interslavic/v001/Noether_Paper34_Section18_Interslavic_v001.tex,B850E4D226CD189E8EC2AFA4AB9962B95A35F64AF2207F97594ADC5EB0109804,02_tex/latin/202_Noether_Paper34_Section18_Interslavic_v001.tex,B850E4D226CD189E8EC2AFA4AB9962B95A35F64AF2207F97594ADC5EB0109804,01_unit_pdfs/latin/202_Noether_Paper34_Section18_Interslavic_v001.pdf,20E5955007137B8C1BE5E5B40453F9991C99BC2E75E33D4D5B1110066F34B868,1,80798,0,True,0,0,0,0,0
203,latin,paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex,189D3FEC6EE71C3DB3745254BE556F8494C1F7FB248BD6C8C224C20FC50A544D,02_tex/latin/203_Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex,189D3FEC6EE71C3DB3745254BE556F8494C1F7FB248BD6C8C224C20FC50A544D,01_unit_pdfs/latin/203_Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.pdf,CC4C3BF4E22E13F7C4935CC44061D6DF2E5CDDB8F610A3BF9A20E7BE162BF7AE,3,102848,0,True,0,0,0,0,0
204,latin,paper34/source_fidelity_section20/interslavic/v001/Noether_Paper34_Section20_SourceFidelity_Interslavic_v001.tex,856634FF179EF39AE642A3141ED58E5C944C20B2DC56CFC8DF2DDF88697E68C5,02_tex/latin/204_Noether_Paper34_Section20_SourceFidelity_Interslavic_v001.tex,856634FF179EF39AE642A3141ED58E5C944C20B2DC56CFC8DF2DDF88697E68C5,01_unit_pdfs/latin/204_Noether_Paper34_Section20_SourceFidelity_Interslavic_v001.pdf,A70FA8697B9D5DF2BA0A8E6F654EFC9C09539C79ACF50D12E34A9B4B46FB09B9,2,100004,0,True,0,0,0,0,0
205,latin,paper34/source_fidelity_section21/interslavic/v001/Noether_Paper34_Section21_SourceFidelity_Interslavic_v001.tex,17F1E492180D57D7E22D3757F2F3F331C404CCF48F14F01DAEA1C20F2DE5FBB6,02_tex/latin/205_Noether_Paper34_Section21_SourceFidelity_Interslavic_v001.tex,17F1E492180D57D7E22D3757F2F3F331C404CCF48F14F01DAEA1C20F2DE5FBB6,01_unit_pdfs/latin/205_Noether_Paper34_Section21_SourceFidelity_Interslavic_v001.pdf,46D3CF4AE60371B868A1613B43BC5675F1FA4E47CC8223B4A995628A3B342358,2,99079,0,True,0,0,0,0,0
206,latin,paper34/source_fidelity_section22/interslavic/v001/Noether_Paper34_Section22_SourceFidelity_Interslavic_v001.tex,339C27A2B2B3A21ABEB31F267C85F0B3891FFA51F7F1097DD51448C3C7A8B653,02_tex/latin/206_Noether_Paper34_Section22_SourceFidelity_Interslavic_v001.tex,339C27A2B2B3A21ABEB31F267C85F0B3891FFA51F7F1097DD51448C3C7A8B653,01_unit_pdfs/latin/206_Noether_Paper34_Section22_SourceFidelity_Interslavic_v001.pdf,9CFE7C4E2443CD5851A984D03364A06E832DA9497722D8B46EDD03B50D100BDE,1,83717,0,True,0,0,0,0,0
207,latin,paper34/source_fidelity_section23/interslavic/v001/Noether_Paper34_Section23_SourceFidelity_Interslavic_v001.tex,3730D5C6F6D6C90F97F82CE915E23010A0633332DBAD26A69FB6DCF0B1831CDD,02_tex/latin/207_Noether_Paper34_Section23_SourceFidelity_Interslavic_v001.tex,3730D5C6F6D6C90F97F82CE915E23010A0633332DBAD26A69FB6DCF0B1831CDD,01_unit_pdfs/latin/207_Noether_Paper34_Section23_SourceFidelity_Interslavic_v001.pdf,6196EC3669B715489E4D74A4BBA3949DA4259E1AE215ED51AD1C5775D1C728C2,2,88706,0,True,0,0,0,0,0
