self_correction_id,discovered_at_checkpoint,affected_unit,affected_file,affected_locator,error_class,original_form,corrected_form,occurrence_count,detection_channel,propagation_scope,propagation_check,status,superseded_artifact
FAC-SELF-0125,III_3_63_identity_query,FAC-EN-U0061,lead_render_identity_query,foreach_spacing,powershell_parser_error,"the first three-file render-identity query omitted the required spaces around in in its foreach clause and was rejected before execution","reran the same read-only query with a syntactically valid foreach clause and obtained all three exact hashes",0,lead_parser_output,"read-only identity collection only; no source build render or ledger other than this disclosure changed","the corrected query reports exact bytes and SHA256 for authority fac-62 English page58 and corrected-French page46",operationally_corrected_before_admission,none_command_rejected_before_execution
FAC-SELF-0126,III_3_63_pre_manifest_replay,FAC-EN-U0061,lead_csv_semantic_tex_replay,foreach_spacing,powershell_parser_error,"the first combined pre-manifest replay again omitted required spaces around in in compact foreach clauses and was rejected before execution","reran the identical read-only checks with fully spaced foreach syntax",0,lead_parser_output,"read-only CSV semantic TeX French-diff and Markdown replay only; no project body changed","the corrected replay passes nine CSVs semantic reference closure 62 TeX files 166 labels 33 hyperrefs French diff37 self occurrences139 and Markdown balance",operationally_corrected_before_admission,none_command_rejected_before_execution
FAC-SELF-0127,III_3_64_first_english_build,FAC-EN-U0062,lead_xelatex_command,working_directory,relative_input_resolution_error,"the first English build was invoked from the workspace root although the master resolves component inputs relative to its source directory","reran the same source with the source directory as the working directory",0,lead_build_exit_status,"build command only; active English and French TeX bytes unchanged","the admitted three-pass build resolves all 62 component inputs and produces the 59-page reader",operationally_corrected_before_admission,english_source_first_workpass/build_checkpoint_III_3_64_REJECTED_wrong_cwd
FAC-SELF-0128,III_3_64_first_english_build,FAC-EN-U0062,lead_xelatex_command,output_directory_argument,build_output_path_error,"the same rejected command passed an unquoted output-directory token whose variable remained literal and created a workspace-root $build subtree","moved the generated scratch into explicit rejected history and reran with a quoted interpolated output-directory argument",0,lead_expected_artifact_path_check,"build artifacts only; active source remained free of generated output","the workspace-root literal subtree is gone and the admitted output is confined to build_checkpoint_III_3_64_r1",operationally_corrected_before_admission,english_source_first_workpass/build_checkpoint_III_3_64_REJECTED_literal_output_argument
FAC-SELF-0129,III_3_64_pdf_identity,FAC-EN-U0062,lead_pdfinfo_pdftotext_query,full_absolute_english_pdf_path,windows_long_path_lookup_failure,"the first Poppler identity and text query could not open the admitted PDF through its full absolute path","used the existing short F drive mapping and then the direct MiKTeX Poppler executable for the exact page identity",0,lead_tool_exit_status,"read-only PDF query only; source build and PDF unchanged","direct pdfinfo reports 59 A4 pages and the admitted PDF SHA256 is 8D7F45F4...A10536",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0130,III_3_64_english_render,FAC-EN-U0062,lead_pdftoppm_command,english_pages_58_59,wrapper_path_failure,"the first bounded render used the pdftoppm wrapper whose nested executable path was unavailable and produced no PNG","invoked the installed MiKTeX pdftoppm executable directly at the same 200-dpi bounded pages",0,lead_tool_exit_status,"read-only render generation only; source build and PDF unchanged","page-58 and page-59 renders exist with exact hashes and both passed personal visual review",operationally_corrected_before_admission,none_failed_render_command
FAC-SELF-0131,III_3_64_french_build,FAC-EN-U0062,lead_french_build_command,diplomatic_french_preamble,wrong_tex_engine,"the first diplomatic French build used XeLaTeX although the established harness uses inputenc and DeclareUnicodeCharacter under pdfLaTeX","preserved the failed preamble-only run and rebuilt both French layers with the established pdfLaTeX engine",0,lead_build_exit_status,"build engine only; French source repairs and English source unchanged","both admitted French layers converge in three pdfLaTeX passes to 63 pages with the established inherited layout notices",operationally_corrected_before_admission,french_source_diplomatic_canon/build_checkpoint_T0036_REJECTED_wrong_engine_xelatex
FAC-SELF-0132,III_3_64_control_inventory,FAC-EN-U0062,lead_control_file_query,control_filenames,stale_control_filename_assumption,"a read-only query requested nonexistent generic SOURCE_CORRECTION_LEDGER.csv and PROGRESS.csv filenames","used the live controls FRENCH_CORRECTIONS.csv and TRANSLATION_PROGRESS.csv recorded by the root inventory",0,lead_tool_error_output,"read-only control discovery only; no artifact changed","the no.64 records are appended to the actual controlling CSVs and the stale names are not used",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0133,III_3_64_reference_lookup,FAC-EN-U0062,lead_prior_component_query,no_20_component_path,stale_component_filename,"the first no.20 lookup guessed a nonexistent 019_I_2 filename","used the live master/component inventory to locate 018_I_3_20_cochain_complexes.tex and treated the failed lookup as non-evidence",0,lead_tool_error_output,"read-only reference lookup only; no artifact changed","no.20 Proposition 2 is cited accurately in prose and remains unlinked pending its exact semantic target backfill",operationally_corrected_before_admission,none_failed_read_only_path_lookup
FAC-SELF-0134,III_3_64_normalization_replay,FAC-EN-U0062,lead_normalization_generator_wrapper,post_script_exit_test,false_failure_from_null_LASTEXITCODE,"the wrapper tested LASTEXITCODE after a PowerShell script that sets no native-process exit code and therefore threw despite successful ledger generation","discarded the wrapper status and validated the generated CSV directly by row count bytes hash and final U0062 rows",0,lead_generated_artifact_replay,"generated normalization evidence only; English and French sources and readers unchanged","ENGLISH_NORMALIZATION_OCCURRENCES.csv parses to 2663 rows and ends with the expected active U0062 occurrences",operationally_corrected_before_admission,none_wrapper_false_failure_after_successful_generation
FAC-SELF-0135,III_3_65_first_render,FAC-EN-U0063,lead_pdftoppm_command,bounded_pages_59_60,invalid_option_syntax,"the first bounded render passed the nonexistent PowerShell-style option -singlefile:$false to pdftoppm","reran the bounded render with the native pdftoppm argument syntax",0,lead_tool_usage_output,"read-only render command only; source and PDF bytes unchanged","the corrected short-path render produced pages 59 and 60 and the failed command produced no image",operationally_corrected_before_admission,none_failed_render_command
FAC-SELF-0136,III_3_65_first_render,FAC-EN-U0063,lead_pdftoppm_command,full_absolute_english_pdf_path,windows_long_path_lookup_failure,"the corrected argument form still used the full long Windows path which pdftoppm could not open","used the established short F drive mapping for the exact same PDF and bounded pages",0,lead_tool_exit_status,"read-only render path only; source and PDF bytes unchanged","pages 59 and 60 were rendered from the admitted r1 PDF through its byte-identical short path",operationally_corrected_before_admission,none_failed_render_command
FAC-SELF-0137,III_3_65_r1_visual_review,FAC-EN-U0063,english_source_first_workpass/source/components/063_III_3_65_applications.tex,line42,missing_tex_command_escape,"\\alpha:\\mathcal{A}(M)longrightarrow","\\alpha:\\mathcal{A}(M)\\longrightarrow",1,lead_rendered_visual_review,"the displayed sheafified alpha map in Proposition 6 only","the active component has zero occurrences of )longrightarrow and r2 renders the intended arrow on page 60",corrected_after_r1_before_admission,english_source_first_workpass/build_checkpoint_III_3_65_r1
