recommended_action_band,operational_term_weight_0_100,term_id,concept,source_term,chosen_form_latin,f10_flag,ws_support_score,ws_adverse_competitor_score,writeback_status,required_fix,writeback_note,source_pointer
C_context_candidate_writeback,24.2,ISV-anzahlgleichheit_der_komponenten--ravnost_čisla_kompon,field,,ravnost čisla komponentov,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
C_context_candidate_writeback,24.2,ISV-diedergruppen--diedralne_grupy,field,,diedralne grupy,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper05_terms.json
C_context_candidate_writeback,24.2,ISV-echter_teiler_gleichen_ranges--vlastny_dělitelj_jed,field,,vlastny dělitelj jednakogo ranga,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper22_section01_terms.json;noether_paper22_terms.json
C_context_candidate_writeback,24.2,ISV-galoissche_resolvente--galoisova_rezolventa,field,,Galoisova rezolventa,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper07_terms.json
C_context_candidate_writeback,24.2,ISV-isomorphe_zuordnung_nullklasse_nullteile--izomorfna_prirědba_n,field,isomorphe Zuordnung / Nullklasse / Nullteiler,izomorfna prirědba / nulovy klas / dělitelji nuly,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper24_section04_terms.json
C_context_candidate_writeback,24.2,ISV-koeffizientenbereich--koeficientno_podružj,field,,koeficientno podružje,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper05_terms.json
C_context_candidate_writeback,24.2,ISV-koeffizientenbereich--oblast_koeficientov,field,,oblast koeficientov,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper18_terms.json;noether_paper20_terms.json
C_context_candidate_writeback,24.2,ISV-koeffizientenbereich_omega--koeficientna_oblast_,field,,koeficientna oblast Omega,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper06_section01_terms.json
C_context_candidate_writeback,24.2,ISV-konjugierte_des_nenners--konjugaty_imenovatel,trace,,konjugaty imenovatelja,F10-1,0.5,0.5,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper07_terms.json
C_context_candidate_writeback,24.2,ISV-lagrangesche_interpolationsformel--lagrangeva_interpola,field,,Lagrangeva interpolacijska formula,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper07_terms.json
C_context_candidate_writeback,24.2,ISV-lagrangescher_gattungsbereich--lagrangeva_rodova_ob,field,,Lagrangeva rodova oblast,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper06_section15_terms.json
C_context_candidate_writeback,24.2,ISV-rational-gebrochen_algebraisch-gebrochen--racionalno-drobny_al,field,,racionalno-drobny / algebraično-drobny,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper09_introduction_terms.json
C_context_candidate_writeback,24.2,ISV-reguläre_systeme_fundamentalpunktlos--regularne_sistemy_be,field,,regularne sistemy; bez fundamentalnyh toček,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper06_introduction_terms.json
C_context_candidate_writeback,24.2,ISV-systeme_s_n_ho--sistemy_s_n_ho,field,,"sistemy S_{nho}",F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper06_section01_terms.json
C_context_candidate_writeback,24.2,ISV-systeme_ssys_nrho_ssys_rhorho--sistemy_ssys_nrho_ss,field,,sistemy \Ssys_{n\rho} / \Ssys^*_{\rho\rho},F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper06_section03_terms.json
C_context_candidate_writeback,24.2,ISV-teiler_gleichen_ranges--dělitelj_jednakogo_r,field,,dělitelj jednakogo ranga,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper22_terms.json
C_context_candidate_writeback,24.2,ISV-teilsysteme--podsistemy,field,Teilsysteme,podsistemy,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper02_section26_terms.json;logbook:2026-06-10: Paper 02 §17 Interslavic Decisions
C_context_candidate_writeback,24.2,ISV-zahl-_und_funktionenkörper--čislove_polja_i_polj,field,Zahl- und Funktionenkörper,čislove polja i polja funkcij,F10-1,0.4996,0.5004,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper30_section03_terms.json
C_context_candidate_writeback,24.1,ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,dimension,,homogena rezultanta členov najvyššego stepena,F10-1,0.4978,0.5022,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper05_terms.json
C_context_candidate_writeback,24.1,ISV-potenzprodukte--stepenove_produkty,dimension,,stepenove produkty,F10-1,0.4978,0.5022,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper18_terms.json
C_context_candidate_writeback,24.1,ISV-resultante_der_glieder_höchster_dimensio--rezultant_členov_naj,dimension,,rezultant členov najvyššej dimenzije,F10-1,0.4978,0.5022,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper06_section15_terms.json
C_context_candidate_writeback,23.9,ISV-vhodetvhodi_agreement_in_interslavic_pro--vhodet_retained_besi,proof,vhodet/vhodi agreement in Interslavic proof prose,vhodet retained beside vhodi,F10-1,0.4934,0.5066,candidate_component_witness_writeback_W_and_S,backfill witness vector from 20-source shelf or mark explicit gap,"concept-shelf W and S support available; still component-level, not full compound attestation",noether_paper02_section15_terms.json
C_context_candidate_writeback,23.7,ISV-affektlose_gleichungen--jednačenja_bez_afekt,equation,,"jednačenja ""bez afekta""",F10-1,,,Q3_ACCEPT_generic_equation_component_support,backfill witness vector from 20-source shelf or mark explicit gap,equation term appears in math/algorithm context; generic but valid component evidence,noether_paper05_terms.json
C_context_candidate_writeback,23.7,ISV-explizite_zerlegung--eksplicitno_razložen,decomposition,,eksplicitno razloženje,F10-1,,,Q3_ACCEPT_component_support_context_ok,backfill witness vector from 20-source shelf or mark explicit gap,Spanish algebraic context uses descomposición; component support only,noether_paper22_terms.json
C_context_candidate_writeback,23.7,ISV-irreduzible_zweiseitige_klassen--nerazložime_dvustran,equation,,nerazložime dvustranne klasy,F10-1,,,Q3_ACCEPT_generic_equation_component_support,backfill witness vector from 20-source shelf or mark explicit gap,equation term appears in math/algorithm context; generic but valid component evidence,noether_paper19_terms.json
C_context_candidate_writeback,23.7,ISV-lineare_gleichungssysteme--linearne_sistemy_jed,equation,lineare Gleichungssysteme,linearne sistemy jednačenj,F10-1,,,Q3_ACCEPT_generic_equation_component_support,backfill witness vector from 20-source shelf or mark explicit gap,equation term appears in math/algorithm context; generic but valid component evidence,noether_paper30_section03_terms.json
C_context_candidate_writeback,23.7,ISV-niedrigeren_grades--nižšego_stepena,equation,niedrigeren Grades,nižšego stepena,F10-1,,,Q3_ACCEPT_generic_equation_component_support,backfill witness vector from 20-source shelf or mark explicit gap,equation term appears in math/algorithm context; generic but valid component evidence,noether_paper02_section23_terms.json
C_context_candidate_writeback,23.7,ISV-nullstellen--nulje,equation,Nullstellen,nulje,F10-1,,,Q3_ACCEPT_generic_equation_component_support,backfill witness vector from 20-source shelf or mark explicit gap,equation term appears in math/algorithm context; generic but valid component evidence,noether_paper24_section01_terms.json
C_context_candidate_writeback,23.7,ISV-peircesche_zerlegung--peirceovo_razloženje,decomposition,Peircesche Zerlegung,Peirceovo razloženje,F10-1,,,Q3_ACCEPT_component_support_context_ok,backfill witness vector from 20-source shelf or mark explicit gap,Spanish algebraic context uses descomposición; component support only,noether_paper34_section13_terms.json
C_context_candidate_writeback,23.7,ISV-relationen--relacije,relation,,relacije,F10-1,,,Q3_ACCEPT_low_confidence_component_support,backfill witness vector from 20-source shelf or mark explicit gap,relation term appears but source windows may be broad/general,noether_paper06_section03_terms.json
C_context_candidate_writeback,23.7,ISV-sukzessive_zerlegung--sukcesivno_razloženj,decomposition,,sukcesivno razloženje,F10-1,,,Q3_ACCEPT_component_support_context_ok,backfill witness vector from 20-source shelf or mark explicit gap,Spanish algebraic context uses descomposición; component support only,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
C_context_candidate_writeback,21.7,ISV-determinantenteiler--determinantny_dělite,determinant,,determinantny dělitelj,F10-1,0.5427,0.4573,Q3_ACCEPT_low_confidence_component_support,backfill witness vector from 20-source shelf or mark explicit gap,"determinant term present, but windows are not all algebra/Noether-specific",noether_paper22_section01_terms.json;noether_paper22_terms.json
