id,lemma_current,citation_or_review_headword,en,class,variant_count,variants,provenance,source_use,permitted_use_weight,status,r1_decision_ids,normalization_policy_v6,warnings,r1_decision_json,term_kind,current_support_weight,review_priority_weight,recommended_action,boundary
unknown-quantity,neizvěstna,neizvěstna,unknown (quantity),math_general,6,neizvestn | neizvěstn | neznam | neizvěstne | neizvěstnoj | neizvěstnymi,fable_pass13 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
nonnegative,nenegativny,nenegativny,non-negative,math_general,2,nenegativny | nenegativnymi,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
nonvanishing-nezanuljenje,nezanuljenje,nezanuljenje,non-vanishing (polarity: own group),math_general,1,nezanuljenje,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
zero-noun,nula,nula,zero (noun),math_general,5,nula | nuli | nulou | nulu | nuly,fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
numbering,numerovanje,numerovanje,numbering,math_general,1,numerovanju,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
form-shape,oblik,oblik,form; shape,math_general,4,oblici | oblik | oblika | obliku,fable_pass13 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
pair,par,par,pair,math_general,4,pary | paru | parov | parami,fable_pass22 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
pair-oblique,para,para,pair (oblique form),math_general,1,para,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
subfamily-podfamilija,podfamilija,podfamilija,subfamily,math_general,1,podfamilija,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
domains,područje,područje,domain(s); region(s),math_general,1,područja,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
polygon-poligon,poligon,poligon,polygon,math_general,4,poligon | poligona | poligonom | poligonov,fable_pass27_kwic | fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
behaviour,povedenje,povedenje,behaviour,math_general,1,povedenje,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
connected,povezany,povezany,connected; linked,math_general,3,povezan | svezan | povezane,fable_pass18 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
surface-povrsina,površina,površina,surface,math_general,2,površina | površiny,fable_pass27_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
positive,pozitivny,pozitivny,positive(ly),math_general,2,pozitivno | pozitivnyh,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
passing,prohodny,prohodny,passing; transient,math_general,1,prohodny,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
partition-razdelba,razdělba,razdělba,division; partition,math_general,3,razdělba | razdělbi | razdělby,fable_pass27_kwic | fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
measure-razmer,razměr,razměr,measure; dimension (razměr),math_general,3,razměr | razměra | razměrnosti,fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
realization,realizacija,realizacija,realization,math_general,1,realizaciju,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
real,realny,realny,real (numbers),math_general,6,realn | realnyh | realne | realnym | realnoj | realnymi,fable_pass19 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
ordinary-redovy,rędovy,rędovy,ordinary; of-a-series (context),math_general,2,rędovo | rędovogo,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-rěšenje,rěšenje,rěšenje,solution,math_general,6,reseno | rěšena | rěšenje | rěšeno | rěšenj | rěšene,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
strong-silny,silny,silny,strong (strong prime ideal etc.),math_general,3,silno | silny | silnějše,fable_pass27_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
weak,slaby,slaby,weak,math_general,1,slabyh,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
structure,struktura,struktura,structure / structural,math_general,4,struktura | strukturne | strukturny | strukturu,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
