term_id,source_term,chosen_form_latin,chosen_form_cyrillic,concept,concept_source,concept_link_original,concept_key,reason_class,status,reviewer_need,source_pointer,f10_flag,safe_to_show_external,f10_reason,required_fix,tail_route,tail_route_key,tail_shelf_langs,c2_priority,witness_E,witness_W,witness_S,witness_I,witness_X,branch_present_E,branch_present_W,branch_present_S,family_witness_mass,branch_share_E,branch_share_W,branch_share_S,effective_branch_count_D1,branch_breadth_weight,branch_balance_weight,source_strength_weight,east_dominance_penalty,ws_isv_choice,ws_support_hits,ws_competitor_hits,ws_support_branches,ws_competitor_branches,ws_support_langs,ws_competitor_langs,ws_support_score,ws_adverse_competitor_score,weighted_score_action_class,weighted_score_sensitivity,weighted_current_equal_branch,weighted_current_dependence_pd,weighted_top_equal_branch,best_noncurrent_mean_MAG,writeback_status,writeback_candidate_weight,writeback_note,operational_term_weight_0_100,operational_weight_band,recommended_action_band,weight_boundary
ISV-hilbertscher_irreduzibilitätssatz--hilbertova_teorema_o,,Hilbertova teorema o nerazložimosti,Хилбертова теорема о неразложимости,,,,,pan_slavic_native;international,unstated,False,noether_paper05_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hilbertsches_theorem_ii_von_der_ganzzahl--hilbertov_teorem_ii_,,Hilbertov teorem II o celočislenej modulnoj bazi,Хилбертов теорем II о целочисленеј модулној бази,basis,tail_route_key,basis,basis,script_stability,unstated,True,noether_paper06_section15_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hilbertsches_theorem_von_der_modulbasis--hilbertov_teorem_o_m,,Hilbertov teorem o modulnom bazisu,Хилбертов теорем о модулном базису,basis,tail_route_key,basis,basis,source_fidelity,unstated,True,noether_paper19_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hilfsvariablen--pomoćne_prěměnne,Hilfsvariablen,pomoćne prěměnne,помочне пременне,variable,concept_link,variable,variable,pan_slavic_native,stable,True,noether_paper02_section06_terms.json;logbook:2026-06-10: Paper 02 §6 Interslavic Decisions,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-homogene_formen_inhomogene_polynome--homogene_formy_nehom,,homogene formy / nehomogenny polinomy,хомогене формы / нехомогенны полиномы,,,,,international,unstated,False,noether_paper20_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,1.0,1.0,0.0,1.0,1,1,1,5.0,0.6,0.2,0.2,2.586,1.0,0.8621,1,0.2667,,,,,,,,,,,,,,,,,0.0,,67.6,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-homogene_isobare_invarianten--homogenny_izobarny_i,,homogenny izobarny invarianty,хомогенны изобарны инварианты,,,,,pan_slavic_native;international,unstated,False,noether_paper06_section01_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,1.0,1.0,0.0,1.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,,,,,,,,,,,,,,,,,0.0,,70.2,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-homogene_polynome--homogene_polinomy,,homogene polinomy,,,,,,pan_slavic_native;international,unstated,False,noether_post45_source_fidelity_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,1.0,1.0,0.0,1.0,1,1,1,5.0,0.6,0.2,0.2,2.586,1.0,0.8621,1,0.2667,,,,,,,,,,,,,,,,,0.0,,67.6,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,,homogena rezultanta členov najvyššego stepena,хомогена резултанта членов највышшего степена,dimension,tail_route_key,dimension,dimension,unstated,unstated,True,noether_paper05_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,dimenzija,75,78,south|west,west,cs|hr|pl|sk|sl,pl,0.4978,0.5022,confirm_current,stable,1.0,0.9090909090909091,dimenzija,-0.7053336121679844,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",24.1,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,Homomorphiesatz für Ringe,teorem o homomorfizmu za kolca,теорем о хомоморфизму за колца,ring,tail_route_key,ring,ring,unstated,unstated,True,noether_paper34_section08_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,kolco,0,2734,,south|west,,bg|cs|hr|pl|sk|sl|sr,0.0,1.0,review_priority,weight_sensitive,0.3333333333333333,0.18181818181818182,prsten / pierścień / prăsten coalition,0.12503935166446295,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",5.7,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,Homomorphismen von Z in Omega,homomorfizmy iz centra v Omega,хомоморфизмы из центра в Омега,homomorphism,v10_queue,homomorphism,homomorphism,unstated,unstated,True,noether_paper34_section21_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,homomorf,all_shelves,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,homomorfizm,705,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,homomorfizm,-999,Q3_ACCEPT_component_support_context_ok,0.35,Spanish definition window explicitly defines ring isomorphism/homomorphism,38.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hyperkomplexes_system--hiperkompleksny_sist,Hyperkomplexes System,hiperkompleksny sistem,хиперкомплексны систем,covariant,tail_route_key,covariant,covariant,source_fidelity,unstated,True,noether_paper34_section06_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,covariant,es;fr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,blocked_P0_sense_or_specialist,0.0,trap/specialist row: KWIC specialist review required before any evidence can count,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-höchstdimension--najvyšša_dimenzija,Höchstdimension,najvyšša dimenzija,највышша димензија,dimension,concept_link,dimension,dimension,coinage,unstated,True,noether_paper24_section01_terms.json,F10-4,yes_with_definition,constructed/specialist term; transparent but needs community certification,keep explicit definition at first use; mark authority-needed in review packet,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,dimenzija,75,78,south|west,west,cs|hr|pl|sk|sl,pl,0.4978,0.5022,confirm_current,stable,1.0,0.9090909090909091,dimenzija,-0.7053336121679844,,0.0,,1.1,E_gap_or_adverse,D_authority_or_specialist_needed,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,Höchstdimension eines beliebigen Ideals,najvyšša dimenzija libovoljnogo ideala,највыша димензија либовольного идеала,dimension,v10_queue,dimension,dimension,unstated,unstated,True,noether_paper24_section04_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,dimenzija,75,78,south|west,west,cs|hr|pl|sk|sl,pl,0.4978,0.5022,confirm_current,stable,1.0,0.9090909090909091,dimenzija,-0.7053336121679844,Q3_NEEDS_MANUAL_KWIC_REVIEW,0.0,insufficient automated sense confidence,13.1,E_gap_or_adverse,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-höchster_elementarteiler--najvyšši_elementarny,,najvyšši elementarny dělitelj,највышши елементарны делитель,element,tail_route_key,element,element,unstated,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,es;fr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,element,1743,728,south|west,west,bg|cs|hr|pl|sk|sl|sr,cs|sk,0.531,0.469,confirm_current,stable,1.0,1.0,element,-0.7892313608030438,no_accepted_slavic_context_yet,0.0,available windows rejected or insufficient under this pass,14.3,E_gap_or_adverse,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-höhere_form--vyša_forma,höhere Form,vyša forma,выша форма,form,concept_link,form,form,source_fidelity,provisional,True,noether_paper02_section01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,all_shelves,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-ideal_aus_polynomen--ideal_iz_polinomov,,ideal iz polinomov,идеал из полиномов,ideal,v10_queue,ideal,ideal,source_fidelity,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,,ideal / modul / modul form,идеал / модул / модул форм,ideal,v10_queue,ideal,ideal,unstated,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-idealbasis--baza_ideala,,baza ideala,база идеала,basis,v10_queue,basis,basis,unstated,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,51.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,Idealklasse; Hauptklasse; Hauptideale,idealna klasa; glavna klasa; glavne idealy,,ideal,tail_route_key,ideal,ideal,unstated,unstated,True,noether_paper41_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-idealquotienten--kvocienty_idealov,,kvocienty idealov,,ideal,v10_queue,ideal,ideal,unstated,unstated,True,noether_post45_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
