audit_entry_number,parent_pdf_index_0based,parent_pdf_page_1based,printed_page_from_audit,audit_heading
195,198,199,,### #195 (2026-07-05) — idx198 (vol p185 = Exposé II p26) — Preuve 2.4.8.1 (fin) — MAIN SGA6 ★★★★★ MAJOR PROOF-CONDENSATION RESTORED ([agent] collapsed a full-page normalisation argument to one sentence) + resp.-reverts ×3 + «Idéaux» cap + display-split + i_n display→inline + dropped Oka/loc.cit./note cites + added-«alors» + «forment alors»→«formant»
950,198,199,185,"### #950 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx198 (Expose II §2.4 : suite Preuve de 2.4.8.1 [filtration F_i + Oka/normalisé-S̃ + spectre-analytique + immersion i_n/étale], printed footer «185» / haut «- 26 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : «(10 II §3 Prop.8)» = SOURCE-COQUILLE-BRACKETS CONFIRMEE (scan «10» NU sans-crochets = .tex L4095 MATCH ; voisins «[10]» AVEC-crochets => reproduire drop-brackets) + S̃/Õ_S tilde-normalisé + p_* = notation-batch + Idéaux/Idéal-majuscule reproduits + inline-emphase candidats «réduit»/«normal»/«étale» (termes-cles-preuve souligne-scan/plain-.tex => batch).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
196,199,200,,"### #196 (2026-07-05) — idx199 (vol p186 = Exposé II p27) — Lemme 2.4.8.2 + Preuve + §3 header + §3.0 + Lemme 3.1 — MAIN SGA6 ★★★★★ 4 DROPPED FOOTNOTES (¹²³⁴) restored + MATH-CHANGE reverted (dim quotient→localization) + ι→φ + dropped parenthetical/cites + «positive»→«>0» + display→inline + «""petite""» guillemets + §3-header confirmed REAL (not fabricated)"
951,199,200,186,"### #951 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx199 (Expose II §2.4/§3 : Lemme 2.4.8.2 + Preuve + §3 «Compléments faisceaux quasi-cohérents» [Verdier] + §3.0 + Lemme 3.1, printed footer «186» / haut «- 27 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : ✅ §3 CONFIRME PRESENT (.tex L4107 \section*{3. Compléments...} + footnote Verdier ; = le §3 de la footnote idx188 ; structure Expose II = §2[->Prop 2.4.8/Lemme 2.4.8.2] + §3[Verdier] ; AUCUN gap) + Lemme 2.4.8.2 = DROP-78e + Lemme 3.1 = DROP-79e (emphase batch) + footnote-(³)-placement (scan apres display vs .tex sur «pleinement fidèle» = footnote-marker-batch).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
197,200,201,,### #197 (2026-07-05) — idx200 (vol p187 = Exposé II p28) — Preuve 3.1 + Remarque 3.1.1 (clean) + Lemme 3.2 + Preuve 3.2 (cohéreur Q) — MAIN SGA6 ★★★★ cite-change reverted (EGA I 1.3.7→Err_I 1.8.7) + ι→φ + display→inline + ⥲ restored (was ≃) + ∏ subscripts + dropped parentheticals + prose-rewrite reverted + long-arrows
952,200,201,187,"### #952 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx200 (Expose II §3 : Preuve de 3.1 + Remarque 3.1.1 + Lemme 3.2 [cohéreur Q] + Preuve de 3.2[debut], printed footer «187» / haut «- 28 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Rem 3.1.1 corps-non-souligne (pas drop) + Lemme 3.2 enonce SOULIGNE => DROP-80e (batch) + Q=Γ̃_S-widetilde-cohéreur = notation-batch + Hom(E,.)-PLAIN (Hom-set entre objets, correctement PAS ℋom-faisceau) + NOUVEAU layout-item : «Q(F|U)-->g_*Q(F|V)» INLINE-scan vs DISPLAY-.tex L4137 (typographie display-vs-inline, convention/layout-batch, symboles identiques).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
198,201,202,,### #198 (2026-07-05) — idx201 (vol p188 = Exposé II p29) — Preuve 3.2 (fin) + Lemme 3.3 + Preuve 3.3 (clean) + Lemme 3.4 — MAIN SGA6 ★★★★ ⥲ restored ×4 (was ≃) + dropped footnote (¹) + Q_Y/Q_X subscripts dropped (math) + colon + long-arrows + D^+ preserved
953,201,202,188,"### #953 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx201 (Expose II §3 : fin Preuve de 3.2 + Lemme 3.3 [RQ + iso (i)/(ii)] + Preuve + Lemme 3.4, printed footer «188» / haut «- 29 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Lemme 3.3 = DROP-81e + Lemme 3.4 = DROP-82e (emphase batch) + ✅ RHom/RQ R-DERIVE-SOULIGNE CONFIRME (scan R̲ double-souligne dans R̲Hom + R̲Q vs .tex plain-R, notation-batch famille R̲Γ) + Hom-plain(Hom-set) + French-thin-space avant «;»/«:» (scan present / .tex inconsistant = convention).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
199,202,203,,### #199 (2026-07-05) — idx202 (vol p189 = Exposé II p30) — Preuve 3.4 (fin) + Prop 3.5 + Preuve 3.5 + (3.5.1)/(3.5.2) + Preuve de (3.5.1) — MAIN SGA6 ★★★★★ ι→φ + «(3.0)» label restored + dropped footnote (¹) restored + Q_Y/Q_X subscripts dropped (proof too) + dropped cites/parentheticals + condensation reverted + i.e.-revert + display→inline
954,202,203,189,"### #954 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx202 (Expose II §3 : Preuve de 3.4 + Proposition 3.5 + Preuve + (3.5.1)/(3.5.2) + Preuve de (3.5.1)[debut], printed footer «189» / haut «- 30 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Prop 3.5 = DROP-83e + (3.5.1)+(3.5.2)-assertions = DROP-84e (emphase batch) + R̲Q-derive-souligne(displays)=notation-batch + R^{*}Q(E)-abutment-ASTERISQUE REPRODUIT FIDELE (footnote) + ✅ POSITIF : condensation-CERT#2-OLD («f_i:U_i-->S...ainsi d'ailleurs que» phrase) = CONFIRMEE DEJA RESOLUE dans .tex actuel (phrase FULL = source-complete).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
200,203,204,,"### #200 (2026-07-05) — idx203 (vol p190 = Exposé II p31) — Preuve de (3.5.1) suite (Čech resolution + SS) + Preuve de (3.5.2) début — MAIN SGA6 ★★★★★ ∏→∐ (coproduct, 46× confirmed) + R^{p+q}→R^* reverted ×3 (un-normalize) + ⥲ ×6 (was ≃) + dropped cite (T.F. II 5.2) + display↔inline + «pour» spelled + idx202/203-boundary reconciled"
955,203,204,190,"### #955 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx203 (Expose II §3 : fin Preuve de (3.5.1) [Čech-resolution (*) + suites-spectrales (**)/(***) + «Q(E)→~E cqfd»] + Preuve de (3.5.2)[debut], printed footer «190» / haut «- 31 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : tous displays MATCH symbol-pour-symbol (confirme CERT#1-OLD «displays match symbol-for-symbol» sous cold-re-verify) + R^{*}Q-abutment-asterisque reproduit ((**) + (3.5.2)) + QE'/E'-prime-complexe-marker + PAS de statement-drop (tout Preuve).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
201,204,205,,### #201 (2026-07-05) — idx204 (vol p191 = Exposé II p32) — Preuve de (3.5.2) fin (clean) + Remarque 3.6 + Prop 3.7 + Preuve de a) — MAIN SGA6 ★★★★ ι→φ + dropped footnote (¹) restored + dropped cites/parentheticals + i.e.-revert + display→inline + «J.-L.»→«J.L.» + ★★ idx200 ∏→∐ CORRECTION (CERT #197 misread fixed)
956,204,205,191,"### #956 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx204 (Expose II §3 : fin Preuve de (3.5.2) + Remarque 3.6 [contre-exemple Verdier] + Proposition 3.7 + Preuve de a)[debut], printed footer «191» / haut «- 32 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Rem 3.6 corps-non-souligne (pas drop) + Prop 3.7 enonce SOULIGNE => DROP-85e (batch) + R̲QE-derive(display)=notation-batch + footnote-(¹)-Prop-3.7 placee-APRES-display(vs .tex avant)=footnote-marker-batch + NB Rem 3.6 ref «Appendice I au présent exposé» (Expose II a un Appendice I = contre-exemple Verdier).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
202,205,206,,### #202 (2026-07-05) — idx205 (vol p192 = Exposé II p33) — Preuve de a) (suite) — les deux cas (1° séparé / 2° noethérien) — MAIN SGA6 ★★★★★ NUMBERED-CASES restored (1°/2° ← [agent] «Si S est…») + ⥲ ×5 (was ≃) + Q_X subscripts dropped + «R(Qf_*)» ([agent] «RQ(Q_Xf_*)») + dropped «et l'on a gagné.» + dropped cite/parenthetical + f^*(E) parens + long-arrows
957,205,206,192,"### #957 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx205 (Expose II §3 : suite Preuve de a)/Prop 3.7 [résolution C'(E) + cas 1° S séparé + cas 2° S noethérien debut], printed footer «192» / haut «- 33 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : tout Preuve (pas de statement-drop) + R-derive CONFIRME COHERENT (R̲ double-souligne pour RQ/Rf_*/R(Qf_*)/R(f_*Q) total-derive vs R^n plain degre-n = notation-batch) + «et l'on a gagné.» reproduit + 1°)/2°)-degres + C'(E)-Čech-prime.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
203,206,207,,### #203 (2026-07-05) — idx206 (vol p193 = Exposé II p34) — Preuve de a) case 2° (noetherian argument + SS) — MAIN SGA6 ★★★★★ «(*)» eq-label + 3rd term restored + R^{p+q}→R^* (SS abutment) + Q_X dropped + ⥲ ×3 + dropped cite ([H] II 7.18) + «(resp.)» reverts + inline→display ×2 + «« dimension cohomologique »» guillemets + «<»→«≤» + «le cas 1°)»
958,206,207,193,"### #958 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx206 (Expose II §3 : fin cas 2° Preuve de a)/Prop 3.7 [display (*) + Rf_*/(3.5) + suite-spectrale E_2^{pq} + N''], printed footer «193» / haut «- 34 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : tout Preuve (pas de statement-drop) + R-derive coherent (R̲(Qf_*)/R̲Q/R̲(f_*Q)/R̲f_* total vs R^p/R^q/R^n degre) + R^{*}-abutment + E_2^{pq}-spectrale + «induit»/«dimension cohomologique»-guillemets-droites = convention + N''-double-prime.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
204,207,208,,### #204 (2026-07-05) — idx207 (vol p194 = Exposé II p35) — Preuve de a) fin (bridge) + Preuve de b) (fin §3) — MAIN SGA6 ★★★★★ ι→φ ×4 + R^{p+q}→R^* + 4 dropped parentheticals restored + dropped cite ([H] I 5.3) + idx206 bridge («ce qui achève» + display-5 comma)
959,207,208,194,"### #959 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx207 (Expose II §3 : fin Preuve de a) + Preuve de b) = FIN §3/Prop 3.7 = FIN §3 Verdier, printed footer «194» / haut «- 35 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : tout Preuve (pas de statement-drop) + R̲Q-derive(displays) + R^{*}Q-abutment + «([H] I 5.3)»-Hartshorne + «de (3.7).» point + 2 NOUVELLES display-vs-inline divergences (R̲Q:D(S)-->D(Qcoh(S)) + φ:D(Qcoh(S))-->D(S) INLINE-scan / DISPLAY-.tex = layout-batch). §3 FINIT ICI ; Appendice I (Verdier) commence idx208.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
205,208,209,,### #205 (2026-07-05) — idx208 (vol p195 = Exposé II p36) — Appendice I title + §0 Introduction (0.1/0.2/0.3) + §1 Les contre-exemples (Lemme 1.1) — MAIN SGA6 ★★★★ ⚠HEADER→«II Ap. I» + title footnote (¹) + ι→φ + 3 dropped cites + display→inline ×3 + «(sous-catégorie …)» rewrite reverted + long-arrows + colons + i.e.-revert
960,208,209,195,"### #960 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx208 (Expose II APPENDICE I [Verdier] : header + §0 Introduction + 0.1/0.2/0.3 + §1 «Les contre-exemples» + Lemme 1.1[debut], printed footer «195» / haut «- 36 -» / haut-droit «II Ap. I») = **RAS-CONTENU (0 fix inline) : APPENDICE I confirme (haut-droit «II Ap. I» ; header all-caps-centre «UN CONTRE-EXEMPLE DE VERDIER» = convention) + 0.1/0.2/0.3 corps-NON-souligne (faits-numérotés, pas drop) + Lemme 1.1 enonce SOULIGNE => DROP-86e (batch) + footnote-Verdier-2-lettres-1967 MATCH + notation R̲f_*/f-bold(\mathbf f)/H^i_Y-cohomologie-locale/Ĩ-widetilde.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
206,209,210,,"### #206 (2026-07-05) — idx209 (vol p196 = Exposé II p37) — Lemme 1.1 (ii) fin + §1.2 (k[[x,y]]/D_B(M) counter-example) — MAIN SGA6 ★★★★★ MATH: k[x,y]→k[[x,y]] (power-series) + ⊕→∐ + «(f^n,M)»→«(f^n)^M» (annihilator) + display→inline ×4 + footnote (¹) + 4 dropped cites + «f le système» + «donc on a»"
961,209,210,196,"### #961 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx209 (Expose II Appendice I §1 : fin Lemme 1.1 + 1.2 [Koszul B=k[[x,y]]/D_B(M) + display (*)], printed footer «196» / haut «- 37 -» / haut-droit «II Ap. I») = **RAS-CONTENU (0 fix inline) : display (*) «H_2^A(f^n,A ≃ (f^n)^M» = MISSING-CLOSE-PAREN = SOURCE-COQUILLE CONFIRMEE (ZOOM 10.9x : scan «H_2^A(f^n,A ≃» SANS «)» ; .tex L4382 reproduit ; display (1) L4362 «H_2^A(f^n,A)» AVEC «)» => source INCONSISTANT => (*) coquille-isolee reproduite) + Lemme 1.1 = DROP-86e (deja compte) + 1.2 corps-non-souligne + notation f-bold/H^i_Y/H_i-Koszul/∐/D_B.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
207,210,211,,"### #207 (2026-07-05) — idx210 (vol p197 = Exposé II p38, Appendice I) — §1.2 fin (proof of 0.1 done) + Z-gluing counter-example + tikzcd carré cartésien + proofs of (0.2)/(0.3) — 4 fixes (A/C/D/E): dropped clause «Soit I…injectif» + tikzcd label-side + dropped cite-parens + dropped comma"
962,210,211,197,"### #962 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx210 (Expose II Appendice I §1 : fin preuve (0.1) + construction Z [recollement + tikzcd-carré-cartésien] + preuve (0.2) + (0.3) 1re-partie, printed footer «197» / haut «- 38 -» / haut-droit «II Ap. I») = **RAS-CONTENU (0 fix inline) : tout preuve/faits (pas de statement-drop) + tikzcd-carré-cartésien(U/X/X/Z ; i/j_1/j_2) MATCH + R̲Q/R̲j_{1*}-derive + R^1/R^2/H^i_Y-degre/cohomologie-locale + j_*/j^*/i_*/i^*-push/pull + Ĩ-widetilde.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
208,211,212,,"### #208 (2026-07-05) — idx211 (vol p198 = Exposé II p39, Appendice I FIN) — end of §1.2/(0.3) proof: the «Enfin, soit E ∈ ob Qcoh(Z)» dualité block — 6 fixes: 3× dropped parens on «Rj_{1*}(Ĩ)»/«R^1j_{1*}(Ĩ)», 2× dropped tilde on final «Hom(j_1^*E,Ĩ)» tails, dropped comma, + display→inline restructure of the closing sentence"
963,211,212,198,"### #963 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx211 (Expose II Appendice I §1 : fin (0.3) 2e-partie [dualité R̲Hom/Ext^2] = FIN APPENDICE I Verdier, printed footer «198» / haut «- 39 -» / haut-droit «II Ap. I») = **RAS-CONTENU (0 fix inline) : tout preuve (pas de statement-drop) + R̲Hom-derive(displays)/R̲j_{1*}/Ext^2-Mod/R^1-degre/Hom-plain + «de (0.3).» point. APPENDICE I FINIT (Verdier (0.3) démontrée) ; Appendice II suit (.tex «% Additions for Expose II, Appendix II» + macros L4442+).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
209,212,213,,"### #209 (2026-07-05) — idx212 (vol p199 = Exposé II p40) — **APPENDICE II BEGINS** «Définition de l'indice analytique d'un complexe elliptique relatif» (Illusie): title + intro + §1 «Le sorite des structures mixtes» opening + §1.1 — 7 fixes: dropped footnote (¹), 2× dropped «(supposée …)» parens, «K(S)(…)»→commas & dropped «groupe de Grothendieck» quotes, dropped «(II 2.3.2)» parens, dropped comma after «[2][17])», + `` ''→«~…~» guillemets ×4"
964,212,213,199,"### #964 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx212 (Expose II APPENDICE II [indice analytique] : header + intro(3 par) + §1 «Le sorite des structures mixtes» + 1.1 «Définition des variétés mixtes»[debut], printed footer «199» / haut «- 40 -» / haut-droit «II Ap. II») = **RAS-CONTENU (0 fix inline) : APPENDICE II confirme «Définition de l'indice analytique d'un complexe elliptique relatif» (haut-droit «II Ap. II» ; header all-caps-centre = convention) + intro/def-prose NON-souligne (pas drop) + O_S=faisceau-fonctions-continues-réelles CONFIRME (pas «A») + notation R^n/N-blackboard/C^r-Fréchet/^rO-left-superscript/varprojlim + biblio [2][17]-adjacents.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
210,213,214,,"### #210 (2026-07-05) — idx213 (vol p200 = Exposé II p41) — Appendice II §1.1 (fin: variétés mixtes) + §1.2 opening (opérateurs différentiels «relatifs», 1.2.1 $P^n_{X/S}$) — 12 fixes: subscript primes, «(resp.)» flatten, 5× dropped parens, display→inline, caps Idéal/Algèbre/Module ×3, quotes→guillemets ×2, \emph defined-term"
965,213,214,200,"### #965 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx213 (Expose II Appendice II §1 : fin 1.1 [variété mixte def + fibre X_s] + 1.2 «Opérateurs différentiels relatifs» + 1.2.1[debut : P^n_{X/S}], printed footer «200» / haut «- 41 -» / haut-droit «II Ap. II») = **RAS-CONTENU (0 fix inline) : def-prose non-souligne + definienda «variété mixte de classe C^r»/«parties principales à l'ordre n» = SOULIGNE-scan = \emph-.tex MATCH-positif (pas drop) + notation ^rO-left-superscript/O_X-souligne/P^n_{X/S}/pr_1-pr_2/X×_S X + refs (EGA IV 16, SGA 3 VII).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
211,214,215,,"### #211 (2026-07-05) — idx214 (vol p201 = Exposé II p42) — Appendice II §1.2.1 (fin: $P^0/P^1$, tangent/cotangent, $d^n_{X/S}$) + §1.2.2 (opérateurs diff. de $E$ dans $F$, 1.2.2.1) — 13+ fixes: stacked display, «où» book-typo, 4× \emph defined-terms, 3× dropped parens, display→inline, caps Algèbre/Module ×4, «f^{-1}(O_S)»→«f^{-1}(O_X)» book-typo, commas"
966,214,215,201,"### #966 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx214 (Expose II Appendice II §1.2 : [display P^0/P^1 iso] + Ω^1/T tangent-cotangent + d^n opérateur-universel + 1.2.2[(1.2.2.1)], printed footer «201» / haut «- 42 -» / haut-droit «II Ap. II») = **RAS-CONTENU (0 fix inline). !!! PRIORITE «où»/«ou» L4515 RESOLUE : ZOOM 11000dpi => scan lit «à S OÙ faisceau cotangent relatif» AVEC accent-grave (style «à») = «où» PAS «ou» => COQUILLE-SOURCE Grothendieck (où/where la où «ou»/or attendu, nom-alternatif) DEJA reproduite fidele en .tex L4515 => AUCUN fix. + definienda \emph (cotangent/tangent/fibré-tangent-cotangent-relatif/opérateur-différentiel-universel-d'ordre) = SOULIGNE-scan = \emph-.tex MATCH-positif (pas drop).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
212,215,216,,"### #212 (2026-07-05) — idx215 (vol p202 = Exposé II p43) — Appendice II §1.2.3 (opérateurs à coeff. complexes, 1.2.3.1) + §1.2.4 (suites exactes 1.2.4.1/1.2.4.2) — HEAVY: **notation O^ℂ→O⊗C (systematic)** + 2 dropped footnotes + condensed complex-sequence restored + caps + book-typo cite + tensor subscript + «·» placeholders — 6 edits"
967,215,216,202,"### #967 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx215 (Expose II Appendice II §1.2 : fin-1.2.2 + 1.2.3[coeff-complexes ⊗C + (1.2.3.1)] + 1.2.4[suite exacte S^n(Ω^1) + (1.2.4.1) + (1.2.4.2) + 2 footnotes], printed footer «202» / haut «- 43 -» / haut-droit «II Ap. II») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. 1 SEUL item = footnote-marker-PLACEMENT (marqueur footnote-1 «(¹)» : scan = APRES le display suite-exacte [après «...→0 .»] ; .tex L4543 = attaché à «canonique\footnote{}» AVANT display) => footnote-marker-batch (PAS fix inline). footnote-2 «(²)» placement APRES O_X = MATCH. Contenu 2 footnotes MATCH.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
213,216,217,,"### #213 (2026-07-05) — idx216 (vol p203 = Exposé II p44) — Appendice II §1.2.4 tail (σ_n «symbole», 1.2.4.3) + §1.2.5 (complexe elliptique) + §1.2.6 opening — HEAVY PARAPHRASE-RESTORATION: the σ_n paragraph was substantially rewritten by the lineage — 7 edits"
968,216,217,203,"### #968 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx216 (Expose II Appendice II §1.2 : fin-1.2.4[symbole σ_n + (1.2.4.3)] + 1.2.5[complexe elliptique] + 1.2.6[debut], printed footer «203» / haut «- 44 -» / haut-droit «II Ap. II») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. \emph definienda «symbole» + «complexe elliptique d'ordre n» = SOULIGNE-scan = \emph-.tex MATCH-positif (pas drop). 2 items image-tranches : (a) «[4] ou [16] .» = POINT final (get_text mentait «:») = MATCH .tex L4584 ; (b) 1.2.6 «cf.(1.1))» = PAREN-EXTRA fermante confirmee-scan (coquille-source deja reproduite fidele .tex L4586) = MATCH. Guillemets «application polynomiale...» : scan=guillemets-droites-typewriter, .tex=«» = convention.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
214,217,218,,"### #214 (2026-07-05) — idx217 (vol p204 = Exposé II p45) — Appendice II §1.2.6 tail + **§2 «Lemmes de rigidité» begins** (2.0, «On se fixe…», 2.1 Notations, 2.1.1) — 7 edits: caps, 3× restored parentheticals, dropped «(1.2.5)» cite, «c'est-à-dire»→«i.e.» book-revert, `` ''→«~…~», dropped «et»"
969,217,218,204,"### #969 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx217 (Expose II Appendice II : fin-1.2.6[i_s^*] + §2 «Lemmes de rigidité» + 2.0 + 2.1[Notations + (2.1.1)], printed footer «204» / haut «- 45 -» / haut-droit «II Ap. II») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. 1 point image-tranche : «vérification laissée au lecteur).» = POINT final (get_text mentait «,») = MATCH .tex L4596. NOUVELLE SECTION §2 confirmee. Conventions : header-§2/«Notations» = SOULIGNE-scan vs \subsection*/\textbf-.tex = convention ; guillemets-droites «bien connu»/«rigides» -> «»-.tex = convention ; «au § 3» = French-thin-space-batch.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
