candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.candidate.sha256.a8825603c4a3c5e312837ddaf3b74e4a5dcf10724d6f0d5fad5c5b78e66b3cee,parenthesized_dotted_locator,source_aligned/ega4-12.tex,284,153,29615,29623,(4.7.14),(4.7.14),4.7.14,,,,,0,,bibliographic_numeric_locator,positive_residual,locator-shaped token occurs in explicit bibliography metadata,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,1788CC5F972271E845CBD051151C7CB9C83DBEB110B20002535F27789E90D47E,"that the morphism $f$ is \emph{closed}. For~(iii), one applies~(i) with $\Phi$ reduced to a single element. It remains to examine cases~(ii), (iv), and~(xi) separately ((x) follows immediately from~(xi) and \sref{IV.4.7.13}),\footnote{The printed source cites (4.7.14), but {\hyperlink{ega4.c04.subsec.4-7}{Section 4.7}} ends with {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} before {\hyperlink{ega4.c04.subsec.4-8}{Section 4.8}} begins; {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} is the relevant geometric"
ega4.reference.candidate.sha256.02d75d55b4b69a05915bf5d8c45bc2b93ac0d72d97e08cbc028b034e2e572458,explicit_hyperlink,source_aligned/ega4-12.tex,284,168,29630,29674,\hyperlink{ega4.c04.subsec.4-7}{Section 4.7},\hyperlink{ega4.c04.subsec.4-7}{Section 4.7},4.7,,subsection:IV.4.7,ega4.c04.subsec.4-7,section*.219,1,subsection:IV.4.7,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,1734D3905070AC636E7F632705E84B84BC9DAC5A8AFBE4CF7BCF99FA17DF1B74,"sm $f$ is \emph{closed}. For~(iii), one applies~(i) with $\Phi$ reduced to a single element. It remains to examine cases~(ii), (iv), and~(xi) separately ((x) follows immediately from~(xi) and \sref{IV.4.7.13}),\footnote{The printed source cites (4.7.14), but {\hyperlink{ega4.c04.subsec.4-7}{Section 4.7}} ends with {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} before {\hyperlink{ega4.c04.subsec.4-8}{Section 4.8}} begins; {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} is the relevant geometric-integrality criterion.} always applying the method"
ega4.reference.candidate.sha256.03ca96a99b1edaa9847c688ee3572d7676cba482c6d810bfc991f9b8cf0ed0b8,explicit_hyperlink,source_aligned/ega4-12.tex,284,225,29687,29739,\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13},\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13},4.7.13,,IV.4.7.13,ega4.c04.prop.4-7-13,section*.239,1,IV.4.7.13,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,7D4B5804EED7254AFCAC94E17C4846EABE204915BBB6268FA92E1175FA6AC9B5,"$\Phi$ reduced to a single element. It remains to examine cases~(ii), (iv), and~(xi) separately ((x) follows immediately from~(xi) and \sref{IV.4.7.13}),\footnote{The printed source cites (4.7.14), but {\hyperlink{ega4.c04.subsec.4-7}{Section 4.7}} ends with {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} before {\hyperlink{ega4.c04.subsec.4-8}{Section 4.8}} begins; {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} is the relevant geometric-integrality criterion.} always applying the method described in \sref{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1"
ega4.reference.candidate.sha256.ae7497ebcae4c9a2dfcf86bb0686d857245d91499c17871ee0106f2f2ac9c1e7,explicit_hyperlink,source_aligned/ega4-12.tex,284,287,29749,29793,\hyperlink{ega4.c04.subsec.4-8}{Section 4.8},\hyperlink{ega4.c04.subsec.4-8}{Section 4.8},4.8,,subsection:IV.4.8,ega4.c04.subsec.4-8,section*.240,1,subsection:IV.4.8,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,CAA04AAD4E77DD08B7B59925F554512C8FDBDC07688B18EB47B3FB8A6541F30A,"s~(ii), (iv), and~(xi) separately ((x) follows immediately from~(xi) and \sref{IV.4.7.13}),\footnote{The printed source cites (4.7.14), but {\hyperlink{ega4.c04.subsec.4-7}{Section 4.7}} ends with {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} before {\hyperlink{ega4.c04.subsec.4-8}{Section 4.8}} begins; {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} is the relevant geometric-integrality criterion.} always applying the method described in \sref{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1] \label{IV.12.2.1.1} Case~(ii): Steps~A) and~B) of th"
ega4.reference.candidate.sha256.392b32dd087a260d30f253e6d191d3bf96d9af9ffd5f725eb31289cf9c094f9b,explicit_hyperlink,source_aligned/ega4-12.tex,284,342,29804,29856,\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13},\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13},4.7.13,,IV.4.7.13,ega4.c04.prop.4-7-13,section*.239,1,IV.4.7.13,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,7D4B5804EED7254AFCAC94E17C4846EABE204915BBB6268FA92E1175FA6AC9B5,"ely from~(xi) and \sref{IV.4.7.13}),\footnote{The printed source cites (4.7.14), but {\hyperlink{ega4.c04.subsec.4-7}{Section 4.7}} ends with {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} before {\hyperlink{ega4.c04.subsec.4-8}{Section 4.8}} begins; {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} is the relevant geometric-integrality criterion.} always applying the method described in \sref{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1] \label{IV.12.2.1.1} Case~(ii): Steps~A) and~B) of the proof proceed as at the start of \sref{IV.12.1.1}; for step~A"
ega4.reference.candidate.sha256.510db1482e53592d88ce4bd44d36ef6a53b375c9d9f3c776578262a070284f6f,explicit_sref,source_aligned/ega4-12.tex,284,486,29948,29964,\sref{IV.12.0.2},\sref{IV.12.0.2},12.0.2,IV,IV.12.0.2,ega4.c04.statement.12-0-2,subsection.12.0,1,IV.12.0.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,9014B31CED46776AA98E5DF04DD49EFEB2494C67E2E81062368F40401286B096,"hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} before {\hyperlink{ega4.c04.subsec.4-8}{Section 4.8}} begins; {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} is the relevant geometric-integrality criterion.} always applying the method described in \sref{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1] \label{IV.12.2.1.1} Case~(ii): Steps~A) and~B) of the proof proceed as at the start of \sref{IV.12.1.1}; for step~A), one uses \sref{IV.8.9.1}, \sref{IV.11.2.6} as well as \sref{IV.4.2.7}; for step~B), one uses \sref{IV.9.5"
ega4.reference.candidate.sha256.3f993f57fb8e4460c62058dcb35f6b20535b9fbe65dc1543a43c2f11b8314804,explicit_sref,source_aligned/ega4-12.tex,289,68,30088,30104,\sref{IV.12.1.1},\sref{IV.12.1.1},12.1.1,IV,IV.12.1.1,ega4.c04.thm.12-1-1,subsection.12.1,1,IV.12.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,31D9BC5DB7ED9366BC10CAB911E4FF34D5CBBF714AB22AC43C3B5D05BC4207E7,".4-7-13}{Proposition 4.7.13}} is the relevant geometric-integrality criterion.} always applying the method described in \sref{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1] \label{IV.12.2.1.1} Case~(ii): Steps~A) and~B) of the proof proceed as at the start of \sref{IV.12.1.1}; for step~A), one uses \sref{IV.8.9.1}, \sref{IV.11.2.6} as well as \sref{IV.4.2.7}; for step~B), one uses \sref{IV.9.5.5} applied to $\operatorname{Supp}(\sh{F})$. It remains to show that if (supposing $Y$ Noetherian) the set of dimensions of the irreducible"
ega4.reference.candidate.sha256.0c57f099aa78d73e1e88eaf638782c20e2f796c73275bfc08378d176ad6fc5ff,explicit_sref,source_aligned/ega4-12.tex,289,108,30128,30143,\sref{IV.8.9.1},\sref{IV.8.9.1},8.9.1,IV,IV.8.9.1,ega4.c04.prop.8-9-1,subsection.8.9,1,IV.8.9.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,ED22A20DAAD478B268DEAE2E5654656427BE065D3AFE254DAFEAF3D58F4721FE,"evant geometric-integrality criterion.} always applying the method described in \sref{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1] \label{IV.12.2.1.1} Case~(ii): Steps~A) and~B) of the proof proceed as at the start of \sref{IV.12.1.1}; for step~A), one uses \sref{IV.8.9.1}, \sref{IV.11.2.6} as well as \sref{IV.4.2.7}; for step~B), one uses \sref{IV.9.5.5} applied to $\operatorname{Supp}(\sh{F})$. It remains to show that if (supposing $Y$ Noetherian) the set of dimensions of the irreducible components of $\operatorname{Supp}(\sh"
ega4.reference.candidate.sha256.4fd1ee3a2c447afdd90d4653e39ed154e71910ef67c4f83dcd71b596d006fcbb,explicit_sref,source_aligned/ega4-12.tex,289,125,30145,30162,\sref{IV.11.2.6} ,\sref{IV.11.2.6},11.2.6,IV,IV.11.2.6,ega4.c04.thm.11-2-6,Item.548,1,IV.11.2.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,EFC9764F6BF846303B23828BD5F11238C49CDE951E0E8FBBC5FD0A2CB05C1EB7,"ntegrality criterion.} always applying the method described in \sref{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1] \label{IV.12.2.1.1} Case~(ii): Steps~A) and~B) of the proof proceed as at the start of \sref{IV.12.1.1}; for step~A), one uses \sref{IV.8.9.1}, \sref{IV.11.2.6} as well as \sref{IV.4.2.7}; for step~B), one uses \sref{IV.9.5.5} applied to $\operatorname{Supp}(\sh{F})$. It remains to show that if (supposing $Y$ Noetherian) the set of dimensions of the irreducible components of $\operatorname{Supp}(\sh{F}_y)$ contains $\"
ega4.reference.candidate.sha256.b1c868ace3854918a3065d1f8a46e26b711b15bbb50dec086a19db31b0b07e0e,explicit_sref,source_aligned/ega4-12.tex,289,153,30173,30188,\sref{IV.4.2.7},\sref{IV.4.2.7},4.2.7,IV,IV.4.2.7,ega4.c04.prop.4-2-7,section*.105,1,IV.4.2.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,C4DE09B3565777DEE07AE2C1FC1E0561D9AA7319757F9D0564B181E145E36BAB,"s applying the method described in \sref{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1] \label{IV.12.2.1.1} Case~(ii): Steps~A) and~B) of the proof proceed as at the start of \sref{IV.12.1.1}; for step~A), one uses \sref{IV.8.9.1}, \sref{IV.11.2.6} as well as \sref{IV.4.2.7}; for step~B), one uses \sref{IV.9.5.5} applied to $\operatorname{Supp}(\sh{F})$. It remains to show that if (supposing $Y$ Noetherian) the set of dimensions of the irreducible components of $\operatorname{Supp}(\sh{F}_y)$ contains $\Phi$, the same is true of"
ega4.reference.candidate.sha256.26f99bc418cbb23723f78b0de2953789c89b5a51e3816ae06b757f49b69e549b,explicit_sref,source_aligned/ega4-12.tex,289,192,30212,30228,\sref{IV.9.5.5} ,\sref{IV.9.5.5},9.5.5,IV,IV.9.5.5,ega4.c04.prop.9-5-5,Item.464,1,IV.9.5.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,1FE4688BEEEB03DF5AF7113B1F3465A981922CFA361E2417D31C9FCB12739A25,"f{IV.12.0.2}. \end{proof} \begin{env}[12.2.1.1] \label{IV.12.2.1.1} Case~(ii): Steps~A) and~B) of the proof proceed as at the start of \sref{IV.12.1.1}; for step~A), one uses \sref{IV.8.9.1}, \sref{IV.11.2.6} as well as \sref{IV.4.2.7}; for step~B), one uses \sref{IV.9.5.5} applied to $\operatorname{Supp}(\sh{F})$. It remains to show that if (supposing $Y$ Noetherian) the set of dimensions of the irreducible components of $\operatorname{Supp}(\sh{F}_y)$ contains $\Phi$, the same is true of the set of dimensions of the irreducible"
ega4.reference.candidate.sha256.63d014c260a591bd6414ed7a6714d66c525c430ecb84ee6bd5d9dbda8db8dfea,explicit_sref,source_aligned/ega4-12.tex,291,210,30798,30817,\sref[II]{II.7.1.7},\sref[II]{II.7.1.7},7.1.7,II,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,3C1984BAB2321913A9E4C0E756C87411198DBE10EF094912A6CD432E972BA767,"for every \emph{generization} $y'$ of $y$ in $Y$. Let $Y_1$ be a spectrum of a discrete valuation ring such that, if $y_1$ and $y_1'$ are the closed point and the generic point of $Y_1$, there exists a morphism $h:Y_1\to Y$ such that $h(y_1)=y$, $h(y_1')=y'$ \sref[II]{II.7.1.7}. Applying \sref{IV.4.2.7}, one sees that one can replace $Y$ by $Y_1$ and $X$ by $X_1=X\times_Y Y_1$, in other words, one can restrict to the case where $Y$ is the spectrum of a discrete valuation ring, $y$ its closed point and $y'$ its generic point. Using"
ega4.reference.candidate.sha256.b65d8270c0cf8c9fb47b5e7fb62eaa9fefc39613d2a7f1f48638e712de7b9554,explicit_sref,source_aligned/ega4-12.tex,292,10,30828,30843,\sref{IV.4.2.7},\sref{IV.4.2.7},4.2.7,IV,IV.4.2.7,ega4.c04.prop.4-2-7,section*.105,1,IV.4.2.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,C4DE09B3565777DEE07AE2C1FC1E0561D9AA7319757F9D0564B181E145E36BAB,"$y'$ of $y$ in $Y$. Let $Y_1$ be a spectrum of a discrete valuation ring such that, if $y_1$ and $y_1'$ are the closed point and the generic point of $Y_1$, there exists a morphism $h:Y_1\to Y$ such that $h(y_1)=y$, $h(y_1')=y'$ \sref[II]{II.7.1.7}. Applying \sref{IV.4.2.7}, one sees that one can replace $Y$ by $Y_1$ and $X$ by $X_1=X\times_Y Y_1$, in other words, one can restrict to the case where $Y$ is the spectrum of a discrete valuation ring, $y$ its closed point and $y'$ its generic point. Using (\textbf{Err}\textsubscrip"
ega4.reference.candidate.sha256.9a08b62adb7be677aa1e94339bd0221b796bac5e63b953b7071548c9d048f61e,explicit_sref,source_aligned/ega4-12.tex,294,149,31219,31234,\sref{IV.2.3.3},\sref{IV.2.3.3},2.3.3,IV,IV.2.3.3,ega4.c04.statement.2-3-3,AMS.11,1,IV.2.3.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,DE5DC7C121CA9A47888D57577E886C989F114F833E6896ED39CB30B74A2A8425,"case where $Y$ is the spectrum of a discrete valuation ring, $y$ its closed point and $y'$ its generic point. Using (\textbf{Err}\textsubscript{\textbf{III}},~30), one can restrict to the case where $\operatorname{Supp}(\sh{F})=X$, so that $f$ is quasi-flat \sref{IV.2.3.3}; the irreducible components $Z_i$ of $X$ then dominate $Y$ \sref{IV.2.3.4}, in other words their generic points belong to $X_{y'}$, and the $Z_i\cap X_{y'}$ are the irreducible components of $X_{y'}$. But every irreducible component of $X_y$ is contained in o"
ega4.reference.candidate.sha256.b50b463d16de944af2eec349f7939d8a704363e1e4964a7e2be57737a2509de7,explicit_sref,source_aligned/ega4-12.tex,294,224,31294,31309,\sref{IV.2.3.4},\sref{IV.2.3.4},2.3.4,IV,IV.2.3.4,ega4.c04.prop.2-3-4,AMS.11,1,IV.2.3.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,53617368DC67754955108E89006E45F65D0F580294E76780FF73C6F07520D814,"d point and $y'$ its generic point. Using (\textbf{Err}\textsubscript{\textbf{III}},~30), one can restrict to the case where $\operatorname{Supp}(\sh{F})=X$, so that $f$ is quasi-flat \sref{IV.2.3.3}; the irreducible components $Z_i$ of $X$ then dominate $Y$ \sref{IV.2.3.4}, in other words their generic points belong to $X_{y'}$, and the $Z_i\cap X_{y'}$ are the irreducible components of $X_{y'}$. But every irreducible component of $X_y$ is contained in one of the $Z_i$, hence is an irreducible component of $(Z_i)_y$; now, one k"
ega4.reference.candidate.sha256.e0c93b0e66f1ad13af4699960691a6116b963078d38769e49b073e85f2f71cf6,explicit_sref,source_aligned/ega4-12.tex,295,139,31574,31591,\sref{IV.7.1.13} ,\sref{IV.7.1.13},7.1.13,IV,IV.7.1.13,ega4.c04.cor.7-1-13,Item.252,1,IV.7.1.13,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,D1ADA44B3D14B47B59241BF671B6C51545AB7543139E65BFB2ABB87A28E44405,"other words their generic points belong to $X_{y'}$, and the $Z_i\cap X_{y'}$ are the irreducible components of $X_{y'}$. But every irreducible component of $X_y$ is contained in one of the $Z_i$, hence is an irreducible component of $(Z_i)_y$; now, one knows \sref{IV.7.1.13} that the dimensions of all the irreducible components of $(Z_i)_y$ are equal to $\dim((Z_i)_{y'})$, which finishes the proof of~(ii). \end{env} \begin{env}[12.2.1.2] \label{IV.12.2.1.2} Case~(iv): The same reasoning as at the start of \sref{IV.12.2.1.1}, usin"
ega4.reference.candidate.sha256.65684f8c129f894577cc1442b78f1e131be43be2ee8fcbd95ccca875073977fc,explicit_sref,source_aligned/ega4-12.tex,300,50,31827,31845,\sref{IV.12.2.1.1},\sref{IV.12.2.1.1},12.2.1.1,IV,IV.12.2.1.1,ega4.c04.statement.12-2-1-1,Item.666,1,IV.12.2.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,33E5295303B7F72E432BCFC4A341782651E044B9B6E4A100A934AFDC584854F7,"knows \sref{IV.7.1.13} that the dimensions of all the irreducible components of $(Z_i)_y$ are equal to $\dim((Z_i)_{y'})$, which finishes the proof of~(ii). \end{env} \begin{env}[12.2.1.2] \label{IV.12.2.1.2} Case~(iv): The same reasoning as at the start of \sref{IV.12.2.1.1}, using \sref{IV.12.1.1},~(iii), shows that one can already suppose (replacing $Y$ by an open subset of $Y$) that for every $y\in Y$, $\sh{F}_y$ has no associated immersed prime cycle. The assertion of case~(iv) is then an immediate consequence of the assertio"
ega4.reference.candidate.sha256.c289ccb796b13662c633648e70abff204080f970aa48f955dc4014d99c07dcd4,explicit_sref,source_aligned/ega4-12.tex,300,76,31853,31869,\sref{IV.12.1.1},\sref{IV.12.1.1},12.1.1,IV,IV.12.1.1,ega4.c04.thm.12-1-1,subsection.12.1,1,IV.12.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,31D9BC5DB7ED9366BC10CAB911E4FF34D5CBBF714AB22AC43C3B5D05BC4207E7,"at the dimensions of all the irreducible components of $(Z_i)_y$ are equal to $\dim((Z_i)_{y'})$, which finishes the proof of~(ii). \end{env} \begin{env}[12.2.1.2] \label{IV.12.2.1.2} Case~(iv): The same reasoning as at the start of \sref{IV.12.2.1.1}, using \sref{IV.12.1.1},~(iii), shows that one can already suppose (replacing $Y$ by an open subset of $Y$) that for every $y\in Y$, $\sh{F}_y$ has no associated immersed prime cycle. The assertion of case~(iv) is then an immediate consequence of the assertions of cases~(i) and~(ii)"
ega4.reference.candidate.sha256.f0d46c9c7bdba796a15b1a8c142eeee3526f7c797073914fabcc3e92b4307873,explicit_sref,source_aligned/ega4-12.tex,307,51,32254,32269,\sref{IV.8.9.1},\sref{IV.8.9.1},8.9.1,IV,IV.8.9.1,ega4.c04.prop.8-9-1,subsection.8.9,1,IV.8.9.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,ED22A20DAAD478B268DEAE2E5654656427BE065D3AFE254DAFEAF3D58F4721FE,"no associated immersed prime cycle. The assertion of case~(iv) is then an immediate consequence of the assertions of cases~(i) and~(ii). \end{env} \begin{env}[12.2.1.3] \label{IV.12.2.1.3} \oldpage[IV-3]{181} Case~(xi): For step~A) of the reasoning, one uses \sref{IV.8.9.1}, \sref{IV.11.2.6}, {\hyperlink{ega4.c04.thm.8-10-5}{(8.10.5,~(xii))}} (to keep the hypothesis that $f$ is proper), as well as \sref{IV.4.2.7}, \sref{IV.4.5.6} and \sref{IV.4.7.9}. For step~B), one sees, as in case~(iv), that one can suppose that for every $y\"
ega4.reference.candidate.sha256.9feb4da144a973fc26605fb10f3e33fcdc9e216ce906f54515b7ae5e30d837d5,explicit_sref,source_aligned/ega4-12.tex,307,68,32271,32287,\sref{IV.11.2.6},\sref{IV.11.2.6},11.2.6,IV,IV.11.2.6,ega4.c04.thm.11-2-6,Item.548,1,IV.11.2.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,67E04A5F3AA9BB18DE6DD0CE34AF3D8948A1FF2830551F80DC7FBFC60C4AA424,"ersed prime cycle. The assertion of case~(iv) is then an immediate consequence of the assertions of cases~(i) and~(ii). \end{env} \begin{env}[12.2.1.3] \label{IV.12.2.1.3} \oldpage[IV-3]{181} Case~(xi): For step~A) of the reasoning, one uses \sref{IV.8.9.1}, \sref{IV.11.2.6}, {\hyperlink{ega4.c04.thm.8-10-5}{(8.10.5,~(xii))}} (to keep the hypothesis that $f$ is proper), as well as \sref{IV.4.2.7}, \sref{IV.4.5.6} and \sref{IV.4.7.9}. For step~B), one sees, as in case~(iv), that one can suppose that for every $y\in Y$, $\sh{F}_y$"
