application_id,candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.application.sha256.826a00452a877de3ad58a31c53a8c822dcef6a3220a236a8503c3b4742e597e5,ega4.reference.candidate.sha256.826a00452a877de3ad58a31c53a8c822dcef6a3220a236a8503c3b4742e597e5,explicit_sref,components/06_section56_dimension_formula_universally_catenary.tex,63,13,1996,2011,\sref{IV.1.3.9},\sref{IV.1.3.9},1.3.9,IV,IV.1.3.9,ega4.c04.prop.1-3-9,Item.26,1,IV.1.3.9,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,D6E167B5566F3E2A33AF8E764DAA1BBA02996BF69BF7E7B36DB6984AEB889C3A,"V.5.5.8.1}, applied to $A'$, $B''$, and $\mathfrak q''$, are then equal. But Condition {\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}}} implies that every $A$-algebra essentially of finite type is catenary \sref[0]{0.16.1.4}, and $A_1$ is such an $A$-algebra \sref{IV.1.3.9}. Thus (b) implies (c). It is immediate that (b) implies (a). Conversely, (a) implies (b), because every $A$-algebra of finite type is a quotient of a polynomial algebra \sref[0]{0.16.1.4}. It remains to prove that (c) implies (b). Since every quotient by"
ega4.reference.application.sha256.048b10edd69dd654bc8ebab9741ba53c0acfe0a832076e5affbcd1ce787da02a,ega4.reference.candidate.sha256.048b10edd69dd654bc8ebab9741ba53c0acfe0a832076e5affbcd1ce787da02a,explicit_eqref,components/06_section56_dimension_formula_universally_catenary.tex,93,1,3104,3122,\eqref{IV.5.6.1.1},\eqref{IV.5.6.1.1},5.6.1.1,IV,IV.5.6.1.1,ega4.c04.eq.5-6-1-1,AMS.382,1,IV.5.6.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,BDCB41B0E5EE093DD52991E27337E831EAF3A39325D205AFB774A8605AE690CA,"n $A$ of $\mathfrak q$ and $\mathfrak q'$, respectively, and let $\mathfrak n$ be the kernel of \[ A_{\mathfrak p}\longrightarrow B_{\mathfrak q}. \] The image of $A_{\mathfrak p}$ in $B_{\mathfrak q}$ is isomorphic to $A_{\mathfrak p}/\mathfrak n$. Applying \eqref{IV.5.6.1.1} to this image and to $B_{\mathfrak q}$ gives \begin{equation} \begin{split} \dim(A_{\mathfrak p}/\mathfrak n) &+\operatorname{tr.deg}_{A_{\mathfrak p}/\mathfrak n} B_{\mathfrak q}\\ &=\dim(B_{\mathfrak q}) +\operatorname{tr.deg}_{\kappa(\mathfrak"
ega4.reference.application.sha256.6cfacda93e2e4167adb0a53ebd4c2d37a9cf8062b709160089ebfe63d0709f98,ega4.reference.candidate.sha256.6cfacda93e2e4167adb0a53ebd4c2d37a9cf8062b709160089ebfe63d0709f98,explicit_eqref,components/06_section56_dimension_formula_universally_catenary.tex,109,1,3571,3589,\eqref{IV.5.6.1.1},\eqref{IV.5.6.1.1},5.6.1.1,IV,IV.5.6.1.1,ega4.c04.eq.5-6-1-1,AMS.382,1,IV.5.6.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,BDCB41B0E5EE093DD52991E27337E831EAF3A39325D205AFB774A8605AE690CA,\ &=\dim(B_{\mathfrak q}) +\operatorname{tr.deg}_{\kappa(\mathfrak p)} \kappa(\mathfrak q). \end{split} \tag{5.6.1.3}\label{IV.5.6.1.3} \end{equation} The kernel of $A_{\mathfrak p'}\to B_{\mathfrak q'}$ is $\mathfrak nA_{\mathfrak p'}$. Applying \eqref{IV.5.6.1.1} again gives \begin{equation} \begin{split} \dim(A_{\mathfrak p'}/\mathfrak nA_{\mathfrak p'}) &+\operatorname{tr.deg}_{ A_{\mathfrak p'}/\mathfrak nA_{\mathfrak p'}} B_{\mathfrak q'}\\ &=\dim(B_{\mathfrak q'}) +\operatorname{tr.deg}_{\kappa(\
ega4.reference.application.sha256.b434d47379656d59534b25c385878d5130e687db9bb3b1aa3177cbd9cde1036a,ega4.reference.candidate.sha256.b434d47379656d59534b25c385878d5130e687db9bb3b1aa3177cbd9cde1036a,explicit_eqref,components/06_section56_dimension_formula_universally_catenary.tex,143,5,4606,4624,\eqref{IV.5.6.1.4},\eqref{IV.5.6.1.4},5.6.1.4,IV,IV.5.6.1.4,ega4.c04.statement.5-6-1-4,AMS.385,1,IV.5.6.1.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,D9AE4A24A7F722083B39EE039C2A011EB6A754EA973FA0B8673F569021B8815F,"a(\mathfrak p')} (B_{\mathfrak q}/\mathfrak q'B_{\mathfrak q})\\ &=\dim(B_{\mathfrak q}/\mathfrak q'B_{\mathfrak q}) +\operatorname{tr.deg}_{\kappa(\mathfrak p)} \kappa(\mathfrak q). \end{split} \tag{5.6.1.5}\label{IV.5.6.1.5} \end{equation} Add \eqref{IV.5.6.1.4} and \eqref{IV.5.6.1.5} term by term. The fields $\kappa(\mathfrak p')$ and $\kappa(\mathfrak q')$ are the fraction fields of $A_{\mathfrak p}/\mathfrak p'A_{\mathfrak p}$ and $B_{\mathfrak q}/\mathfrak q'B_{\mathfrak q}$, respectively. Furthermore, $A_{\mathf"
ega4.reference.application.sha256.aa68bef34fcb288b95ed7354a71024d143c265be364b5cd3fe177d8fc5b0b81c,ega4.reference.candidate.sha256.aa68bef34fcb288b95ed7354a71024d143c265be364b5cd3fe177d8fc5b0b81c,explicit_eqref,components/06_section56_dimension_formula_universally_catenary.tex,143,28,4629,4647,\eqref{IV.5.6.1.5},\eqref{IV.5.6.1.5},5.6.1.5,IV,IV.5.6.1.5,ega4.c04.statement.5-6-1-5,AMS.386,1,IV.5.6.1.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,EBACCD8359BCA8870DA349C1BBF928A1395038C7A3925085F00FCEE5BBB0EF3F,"{\mathfrak q}/\mathfrak q'B_{\mathfrak q})\\ &=\dim(B_{\mathfrak q}/\mathfrak q'B_{\mathfrak q}) +\operatorname{tr.deg}_{\kappa(\mathfrak p)} \kappa(\mathfrak q). \end{split} \tag{5.6.1.5}\label{IV.5.6.1.5} \end{equation} Add \eqref{IV.5.6.1.4} and \eqref{IV.5.6.1.5} term by term. The fields $\kappa(\mathfrak p')$ and $\kappa(\mathfrak q')$ are the fraction fields of $A_{\mathfrak p}/\mathfrak p'A_{\mathfrak p}$ and $B_{\mathfrak q}/\mathfrak q'B_{\mathfrak q}$, respectively. Furthermore, $A_{\mathfrak p'}/\mathfrak nA_{\"
ega4.reference.application.sha256.49b65f7200e6fd8a6746a476259d39189c2ada8fef128e6a778bbcd74097cfba,ega4.reference.candidate.sha256.49b65f7200e6fd8a6746a476259d39189c2ada8fef128e6a778bbcd74097cfba,explicit_eqref,components/06_section56_dimension_formula_universally_catenary.tex,158,31,5260,5278,\eqref{IV.5.6.1.3},\eqref{IV.5.6.1.3},5.6.1.3,IV,IV.5.6.1.3,ega4.c04.statement.5-6-1-3,AMS.384,1,IV.5.6.1.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,0DC193CE280EB540896852652D6354AC131BF1898364A863539B5194C9F76A49,"frak q'}$ and $B_{\mathfrak q}$. Since $A$ is catenary, \sref[0]{0.16.1.4.2} gives \[ \dim(A_{\mathfrak p}/\mathfrak p'A_{\mathfrak p}) +\dim(A_{\mathfrak p'}/\mathfrak nA_{\mathfrak p'}) =\dim(A_{\mathfrak p}/\mathfrak n). \] Taking these observations and \eqref{IV.5.6.1.3} into account yields \eqref{IV.5.6.1.2}. \end{proof} \begin{definition}[5.6.2] \phantomsection \label{IV.5.6.2} A Noetherian ring is said to be \emph{universally catenary} if it satisfies the equivalent conditions of \sref{IV.5.6.1}. \end{definition} \begin{"
ega4.reference.application.sha256.d53862a494cddd96db4dce9087788daf0ddc7a697dddf6b408ba10e579a5f637,ega4.reference.candidate.sha256.d53862a494cddd96db4dce9087788daf0ddc7a697dddf6b408ba10e579a5f637,explicit_eqref,components/06_section56_dimension_formula_universally_catenary.tex,159,1,5299,5317,\eqref{IV.5.6.1.2},\eqref{IV.5.6.1.2},5.6.1.2,IV,IV.5.6.1.2,ega4.c04.eq.5-6-1-2,AMS.383,1,IV.5.6.1.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,F682DCDB18E0D6DD0F3A76D2B2F16301A349B52406BA7BAF4CFD68041CFF9D73,"$A$ is catenary, \sref[0]{0.16.1.4.2} gives \[ \dim(A_{\mathfrak p}/\mathfrak p'A_{\mathfrak p}) +\dim(A_{\mathfrak p'}/\mathfrak nA_{\mathfrak p'}) =\dim(A_{\mathfrak p}/\mathfrak n). \] Taking these observations and \eqref{IV.5.6.1.3} into account yields \eqref{IV.5.6.1.2}. \end{proof} \begin{definition}[5.6.2] \phantomsection \label{IV.5.6.2} A Noetherian ring is said to be \emph{universally catenary} if it satisfies the equivalent conditions of \sref{IV.5.6.1}. \end{definition} \begin{remarks}[5.6.3] \phantomsection \label{"
ega4.reference.application.sha256.136853b9fbe5e3d2ad9ce78e16bfde1d5e647e05beae556c54c491df794674a0,ega4.reference.candidate.sha256.136853b9fbe5e3d2ad9ce78e16bfde1d5e647e05beae556c54c491df794674a0,explicit_sref,components/06_section56_dimension_formula_universally_catenary.tex,166,40,5496,5511,\sref{IV.5.6.1},\sref{IV.5.6.1},5.6.1,IV,IV.5.6.1,ega4.c04.prop.5-6-1,section*.378,1,IV.5.6.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,8AED40BBA1A3E6927143E549E8A2899F807257335748026A9FE4C267C5B29948,"these observations and \eqref{IV.5.6.1.3} into account yields \eqref{IV.5.6.1.2}. \end{proof} \begin{definition}[5.6.2] \phantomsection \label{IV.5.6.2} A Noetherian ring is said to be \emph{universally catenary} if it satisfies the equivalent conditions of \sref{IV.5.6.1}. \end{definition} \begin{remarks}[5.6.3] \phantomsection \label{IV.5.6.3} \begin{enumerate}[{\rm(i)}] \item \phantomsection \label{IV.5.6.3.i} If $A$ is universally catenary, then so is $S^{-1}A$ for every multiplicative subset $S$ of $A$. This follows at o"
ega4.reference.application.sha256.b0321a32d8e1ae94635e6a09d670849f842702b9e3ed2500fa088742770b6f81,ega4.reference.candidate.sha256.b0321a32d8e1ae94635e6a09d670849f842702b9e3ed2500fa088742770b6f81,explicit_hyperlink,components/06_section56_dimension_formula_universally_catenary.tex,178,2,5781,5832,\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1\textup{(a)}},\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1(a)},5.6.1,,IV.5.6.1.a,ega4.c04.sec.5-6-1-a,section*.379,1,IV.5.6.1.a,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,A80BD849FA8CC811E1EAD08F008A58AED7A783EDABA6183BC76AF5DE4A913E03,"inition} \begin{remarks}[5.6.3] \phantomsection \label{IV.5.6.3} \begin{enumerate}[{\rm(i)}] \item \phantomsection \label{IV.5.6.3.i} If $A$ is universally catenary, then so is $S^{-1}A$ for every multiplicative subset $S$ of $A$. This follows at once from {\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1\textup{(a)}}} and the fact that every ring of fractions of a catenary ring is catenary. Conversely, suppose that $A_{\mathfrak p}$ is universally catenary for every prime ideal $\mathfrak p$ of $A$. Then $A$ is universally catenary. Indeed, apply {\hyperlink{ega4.c04.s"
ega4.reference.application.sha256.9e19849c50490e584ff3a83d598b3d6b93d5f2cfd3bf30efd30ee45fc87e67e4,ega4.reference.candidate.sha256.9e19849c50490e584ff3a83d598b3d6b93d5f2cfd3bf30efd30ee45fc87e67e4,explicit_hyperlink,components/06_section56_dimension_formula_universally_catenary.tex,185,2,6071,6122,\hyperlink{ega4.c04.sec.5-6-1-c}{5.6.1\textup{(c)}},\hyperlink{ega4.c04.sec.5-6-1-c}{5.6.1(c)},5.6.1,,IV.5.6.1.c,ega4.c04.sec.5-6-1-c,section*.381,1,IV.5.6.1.c,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,79FF66C2126BECAFDA0BBBB25E1941813F79C98064AB464CD7A32D906AE739E2,"a}{5.6.1\textup{(a)}}} and the fact that every ring of fractions of a catenary ring is catenary. Conversely, suppose that $A_{\mathfrak p}$ is universally catenary for every prime ideal $\mathfrak p$ of $A$. Then $A$ is universally catenary. Indeed, apply {\hyperlink{ega4.c04.sec.5-6-1-c}{5.6.1\textup{(c)}}}; if $S=A-\mathfrak p$, then $S^{-1}B$ is an $A_{\mathfrak p}$-algebra of finite type and \[ B_{\mathfrak q}=(S^{-1}B)_{S^{-1}\mathfrak q}. \] \item \phantomsection \label{IV.5.6.3.ii} A locally Noetherian prescheme $X$ is said to be \emph{universally catena"
ega4.reference.application.sha256.30d7640c86f2d5e20ec749414ba9b4ea80914d77ca25a4e7245791def2edb4ff,ega4.reference.candidate.sha256.30d7640c86f2d5e20ec749414ba9b4ea80914d77ca25a4e7245791def2edb4ff,explicit_hyperlink,components/06_section56_dimension_formula_universally_catenary.tex,203,16,6608,6659,\hyperlink{ega4.c04.sec.5-6-1-c}{5.6.1\textup{(c)}},\hyperlink{ega4.c04.sec.5-6-1-c}{5.6.1(c)},5.6.1,,IV.5.6.1.c,ega4.c04.sec.5-6-1-c,section*.381,1,IV.5.6.1.c,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,79FF66C2126BECAFDA0BBBB25E1941813F79C98064AB464CD7A32D906AE739E2,"aid to be \emph{universally catenary} if $\sh O_x$ is universally catenary for every $x\in X$. By (i), a Noetherian ring $A$ is universally catenary if and only if $\Spec(A)$ is universally catenary. \item \phantomsection \label{IV.5.6.3.iii} The criterion {\hyperlink{ega4.c04.sec.5-6-1-c}{5.6.1\textup{(c)}}} involves only the images of $A$ in integral $A$-algebras of finite type, hence only integral quotient rings of $A$. \oldpage[IV-2]{99} It follows that if $\mathfrak p_i$ $(1\leq i\leq n)$ are the minimal prime ideals of $A$, then $A$ is universally catenar"
ega4.reference.application.sha256.401016568d5a8e57885cf6bd5b55da1520f09a49660ffcc5cccbdb67889335b7,ega4.reference.candidate.sha256.401016568d5a8e57885cf6bd5b55da1520f09a49660ffcc5cccbdb67889335b7,explicit_hyperlink,components/06_section56_dimension_formula_universally_catenary.tex,220,16,7172,7223,\hyperlink{ega4.c04.sec.5-6-1-b}{5.6.1\textup{(b)}},\hyperlink{ega4.c04.sec.5-6-1-b}{5.6.1(b)},5.6.1,,IV.5.6.1.b,ega4.c04.sec.5-6-1-b,section*.380,1,IV.5.6.1.b,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,DEC3E6A7AEBF064A3078CB4D2FD9DC31A620CAF6FBB87E60EEC043EC5116454C,"catenary if and only if every $A/\mathfrak p_i$ is universally catenary. Likewise, a locally Noetherian prescheme $X$ is universally catenary if and only if $X_{\mathrm{red}}$ is universally catenary. \item \phantomsection \label{IV.5.6.3.iv} The criterion {\hyperlink{ega4.c04.sec.5-6-1-b}{5.6.1\textup{(b)}}} and (i) show that every $A$-algebra essentially of finite type over a universally catenary ring $A$ is universally catenary \sref{IV.1.3.8}. \end{enumerate} \end{remarks} \begin{proposition}[5.6.4] \phantomsection \label{IV.5.6.4} Every quotient ring of a r"
ega4.reference.application.sha256.1b277f894f68ad380c6031d7857a30e049ebf5341066fce70f4ac85a126eb651,ega4.reference.candidate.sha256.1b277f894f68ad380c6031d7857a30e049ebf5341066fce70f4ac85a126eb651,explicit_sref,components/06_section56_dimension_formula_universally_catenary.tex,223,22,7349,7364,\sref{IV.1.3.8},\sref{IV.1.3.8},1.3.8,IV,IV.1.3.8,ega4.c04.statement.1-3-8,Item.26,1,IV.1.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,B83A379B605B630D8FF896A50EE66FE65248FC2FFBED5BE5DB721C2F3AB19645,"is universally catenary. \item \phantomsection \label{IV.5.6.3.iv} The criterion {\hyperlink{ega4.c04.sec.5-6-1-b}{5.6.1\textup{(b)}}} and (i) show that every $A$-algebra essentially of finite type over a universally catenary ring $A$ is universally catenary \sref{IV.1.3.8}. \end{enumerate} \end{remarks} \begin{proposition}[5.6.4] \phantomsection \label{IV.5.6.4} Every quotient ring of a regular ring is universally catenary. \end{proposition} \begin{proof} By {\hyperlink{ega4.c04.sec.5-6-3-iv}{5.6.3\textup{(iv)}}}, it is enoug"
ega4.reference.application.sha256.8ed52cb5d92fa665dab95a0b3a3e0d3b14346d61b0396f09d47f11cd4683c8c9,ega4.reference.candidate.sha256.8ed52cb5d92fa665dab95a0b3a3e0d3b14346d61b0396f09d47f11cd4683c8c9,explicit_hyperlink,components/06_section56_dimension_formula_universally_catenary.tex,234,5,7557,7610,\hyperlink{ega4.c04.sec.5-6-3-iv}{5.6.3\textup{(iv)}},\hyperlink{ega4.c04.sec.5-6-3-iv}{5.6.3(iv)},5.6.3,,IV.5.6.3.iv,ega4.c04.sec.5-6-3-iv,section*.392,1,IV.5.6.3.iv,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,771D80E206CCB9FBE5A21B5D323C70580BD11957EDE4D96C4AA3686A074271D6,"iversally catenary ring $A$ is universally catenary \sref{IV.1.3.8}. \end{enumerate} \end{remarks} \begin{proposition}[5.6.4] \phantomsection \label{IV.5.6.4} Every quotient ring of a regular ring is universally catenary. \end{proposition} \begin{proof} By {\hyperlink{ega4.c04.sec.5-6-3-iv}{5.6.3\textup{(iv)}}}, it is enough to show that every regular ring $A$ is universally catenary. Each polynomial ring $A[T_1,\ldots,T_n]$ is regular \sref[0]{0.17.3.7}, hence catenary \sref[0]{0.16.5.12}, and the assertion follows from {\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1\tex"
ega4.reference.application.sha256.c99c4a730463ac6abbc5369927bada1c97c6e2fb6d0dba3fb4deb48114c61d7e,ega4.reference.candidate.sha256.c99c4a730463ac6abbc5369927bada1c97c6e2fb6d0dba3fb4deb48114c61d7e,explicit_hyperlink,components/06_section56_dimension_formula_universally_catenary.tex,239,2,7828,7879,\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1\textup{(a)}},\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1(a)},5.6.1,,IV.5.6.1.a,ega4.c04.sec.5-6-1-a,section*.379,1,IV.5.6.1.a,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,A80BD849FA8CC811E1EAD08F008A58AED7A783EDABA6183BC76AF5DE4A913E03,"ega4.c04.sec.5-6-3-iv}{5.6.3\textup{(iv)}}}, it is enough to show that every regular ring $A$ is universally catenary. Each polynomial ring $A[T_1,\ldots,T_n]$ is regular \sref[0]{0.17.3.7}, hence catenary \sref[0]{0.16.5.12}, and the assertion follows from {\hyperlink{ega4.c04.sec.5-6-1-a}{5.6.1\textup{(a)}}}. \end{proof} In particular, Cohen's theorem \sref[0]{0.19.8.8} implies that every complete Noetherian local ring is universally catenary. Likewise, every algebra of finite type over a field is universally catenary, and every prescheme locally of finite typ"
ega4.reference.application.sha256.8d31085c45cc73c2f7acc87e455ec01a8b0f314871c4506dd163eadd2b2a1acb,ega4.reference.candidate.sha256.8d31085c45cc73c2f7acc87e455ec01a8b0f314871c4506dd163eadd2b2a1acb,explicit_sref,components/06_section56_dimension_formula_universally_catenary.tex,248,17,8196,8212,\sref{IV.6.3.7} ,\sref{IV.6.3.7},6.3.7,IV,IV.6.3.7,ega4.c04.cor.6-3-7,Item.152,1,IV.6.3.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,A3F25A0B08D4AEE0F0998C9AB60FBE0DC41D76DB3C8FB29F1500970851000142,".19.8.8} implies that every complete Noetherian local ring is universally catenary. Likewise, every algebra of finite type over a field is universally catenary, and every prescheme locally of finite type over a field is universally catenary. We shall see in \sref{IV.6.3.7} that ``regular ring'' may be replaced by ``Cohen--Macaulay ring'' in \sref{IV.5.6.4}. \begin{proposition}[5.6.5] \phantomsection \label{IV.5.6.5} Let $Y$ be an irreducible locally Noetherian prescheme, let $X$ be an irreducible prescheme, and let $f:X\to Y$ b"
ega4.reference.application.sha256.4049f8abdd8bdcb702977793b9429767bdda2d3fa7913cf7cc204d8e7e85ba66,ega4.reference.candidate.sha256.4049f8abdd8bdcb702977793b9429767bdda2d3fa7913cf7cc204d8e7e85ba66,explicit_sref,components/06_section56_dimension_formula_universally_catenary.tex,249,32,8281,8296,\sref{IV.5.6.4},\sref{IV.5.6.4},5.6.4,IV,IV.5.6.4,ega4.c04.prop.5-6-4,section*.393,1,IV.5.6.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,CA5E6AED89CB0A2B68E078DDF58EC774649795DF50523AD557AD965D583328BE,"Likewise, every algebra of finite type over a field is universally catenary, and every prescheme locally of finite type over a field is universally catenary. We shall see in \sref{IV.6.3.7} that ``regular ring'' may be replaced by ``Cohen--Macaulay ring'' in \sref{IV.5.6.4}. \begin{proposition}[5.6.5] \phantomsection \label{IV.5.6.5} Let $Y$ be an irreducible locally Noetherian prescheme, let $X$ be an irreducible prescheme, and let $f:X\to Y$ be a dominant morphism locally of finite type. Let $\xi$ and $\eta$ be the generic p"
ega4.reference.application.sha256.5bf12a1a9632ac4bc94aec22f705019527fadee246aee877ce61ecef8d1ed968,ega4.reference.candidate.sha256.5bf12a1a9632ac4bc94aec22f705019527fadee246aee877ce61ecef8d1ed968,explicit_sref,components/06_section56_dimension_formula_universally_catenary.tex,263,20,8733,8748,\sref{IV.4.1.1},\sref{IV.4.1.1},4.1.1,IV,IV.4.1.1,ega4.c04.def.4-1-1,section*.84,1,IV.4.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,4C70A3D488B15BFD1B02EF0F210D7F5A497B338CA59CEA8AFE31C95313ECB15F,"a dominant morphism locally of finite type. Let $\xi$ and $\eta$ be the generic points of $X$ and $Y$, respectively, and put \[ e=\dim(f^{-1}(\eta)) =\operatorname{tr.deg}_{\kappa(\eta)}\kappa(\xi), \] the dimension of the generic fibre \sref[0]{0.2.1.8}, \sref{IV.4.1.1}. For every $x\in X$, with $y=f(x)$, one has \begin{equation} e+\dim(\sh O_y) \geq \operatorname{tr.deg}_{\kappa(y)}\kappa(x) +\dim(\sh O_x) \tag{5.6.5.1}\label{IV.5.6.5.1} \end{equation} and \begin{equation} \dim(\sh O_x) \leq \dim(\sh O_y) +\d"
