row_id,surface,risk,kind,replacement_hint,source_file,line,context,apply_action,citation_form,current_lemma,warning
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,42,"Za tu cěl uporjadkujemo vse produkty stepenev \(\xi_1^{a_1}\cdots\xi_n^{a_n}\) leksikografično i beremo kako reprezentanty \(Q_1,",deferred_no_apply,,,deferred
assumption-noun,prědpoloženju,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,43,"ov ostatkov vse te, ktore sut linearno nezavisne od prědhodnyh modulo \(\mathfrak M\). Po prědpoloženju takyh jest samo konečno mnogo. Vse ostale možno izraziti linearno črez ty.",citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,45,"Nehaj \(\mathfrak S\) bude sistem vseh produktov stepenev, ne prijetyh v linearnu bazu. Togda po prvoj česti dokaza Teorema III \(\mathfrak S\) ima",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,45,"okaza Teorema III \(\mathfrak S\) imaje konečny podsistem \(\mathfrak T\) takyh produktov stepenev, že vsaky produkt stepenev iz \(\mathfrak S\) jest dělimy najmene jednym iz \(\mathfrak T",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,45,"ak S\) imaje konečny podsistem \(\mathfrak T\) takyh produktov stepenev, že vsaky produkt stepenev iz \(\mathfrak S\) jest dělimy najmene jednym iz \(\mathfrak T\). Nehaj \(P_1,",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,46,"\ldots,P_\rho\) sut produkty stepenev iz \(\mathfrak T\), i \(M_1=0,",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,48,") vsakokrat izražajut se modulo \(\mathfrak M\) linearnoju kombinacijeju nižših produktov stepenev; na primjer,",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,52,"Ako \(P\) jest libovoljny produkt stepenev iz \(\mathfrak S\), t. j. imaje formu",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,64,"Nyně prijmimo kako dokazano, že pri vseh nižših produktah stepenev než \(P\) v imenovatelju nastupajut samo stepeni \(b_1,",deferred_no_apply,,,deferred
power-exponent,stepeni,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,64,"dokazano, že pri vseh nižših produktah stepenev než \(P\) v imenovatelju nastupajut samo stepeni \(b_1,",deferred_no_apply,,,deferred
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,65,"sut tvorjeni iz koeficientov \(M_i\) črez dodavanje, množenje i diferenciranje; togda to važi takože za samo \(P\). To prědpoloženje jest dovoleno, bo ono važi za \(P_1\), prvi elemen",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,65,"iferenciranje; togda to važi takože za samo \(P\). To prědpoloženje jest dovoleno, bo ono važi za \(P_1\), prvi element iz \(\mathfrak S\) i \(\mathfrak T\).",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
assumption-noun,prědpoloženje,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,65,"\(M_i\) črez dodavanje, množenje i diferenciranje; togda to važi takože za samo \(P\). To prědpoloženje jest dovoleno, bo ono važi za \(P_1\), prvi element iz \(\mathfrak S\) i \(\mathfrak T\).",citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,72,"\ldots,M_\rho=0\). Produktam stepenev \(Q_i=\xi_1^{h_{i1}}\cdots\xi_n^{h_{in}}\) \((i=1,",deferred_no_apply,,,deferred
corresponds,sootvětuju,candidate_after_review,lexeme_switch,odpovědati-family; rehead lemma; manual inflection,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,73,"\ldots,m)\) togda sootvětuju častne derivaty",prepare_candidate_rewrites_after_review,odpovědati,sootvětstvovati,lexicon group lemma should be re-headed to odpovědati
remain-ostati,obstavanje,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,79,"ti v toj točce, bo samo \(b_i\) nastupajut v imenovatelju; i, kako znano, iz togo slěduje obstavanje \(m\) linearno nezavisnyh analitičnyh integralov.",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
remain-ostati,obstavati,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,81,"S drugoj strany, pod našimi prědpoloženjami ne može obstavati vyše než \(m\) linearno nezavisnyh integralov, bo inače bylo by možno, kako znano, v regu",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
remain-ostati,obstavati,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,81,"tov, što protivorěčilo by tomu, že medžu kakovymi-koli \(m+1\) produktami stepenev imajut obstavati linearne zavisnosti modulo \(\mathfrak M\).",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
assumption-noun,prědpoloženjami,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,81,"S drugoj strany, pod našimi prědpoloženjami ne može obstavati vyše než \(m\) linearno nezavisnyh integralov, bo inače bylo by možno,",citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,81,"izbranyh derivatov, što protivorěčilo by tomu, že medžu kakovymi-koli \(m+1\) produktami stepenev imajut obstavati linearne zavisnosti modulo \(\mathfrak M\).",deferred_no_apply,,,deferred
remain-ostati,obstava,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,83,"ko obratno modul imaje beskonečnu grupu ostatkov, togda tym samym putem pokazyvaje se, že obstava beskonečno mnogo linearno nezavisnyh integralov; v slučaju samo \(m\) linearno nezavisnyh",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,83,"slučaju samo \(m\) linearno nezavisnyh integralov grupa ostatkov zato jest konečna, i jej red po vyše rečenom jest raven \(m\).",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,83,"samym putem pokazyvaje se, že obstava beskonečno mnogo linearno nezavisnyh integralov; v slučaju samo \(m\) linearno nezavisnyh integralov grupa ostatkov zato jest konečna, i jej red po",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
remain-ostati,obstavajut,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,87,"uly \(\mathfrak M\) i \(\mathfrak N\) iz diferencialnyh izrazov sut jednakogo vida, togda obstavajut dva diferencialna izraza \(P\) i \(Q\), tako že \(P(y)\) i \(Q(z)\) proběgajut vse integr",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
remain-ostati,obstavajut,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,89,Po prědpoloženju namreč (po \S~9) za dva podobno izbrane polinomy \(P\) i \(Q\) obstavajut relacije,prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
reg-imenno,namreč,candidate_after_review,branch_flavor,imenno plus mandatory W/S gloss; manual,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,89,Po prědpoloženju namreč (po \S~9) za dva podobno izbrane polinomy \(P\) i \(Q\) obstavajut relacije,prepare_candidate_rewrites_after_review,imenno,imenno,F12b poster child: imenno has ZERO W/S presence — the register documentation MUST carry totiž/mianowicie/naime or W+S readers lose the connective
assumption-noun,prědpoloženju,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,89,Po prědpoloženju namreč (po \S~9) za dva podobno izbrane polinomy \(P\) i \(Q\) obstavajut relacije,citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
corresponds,sootvětuje,candidate_after_review,lexeme_switch,odpovědati-family; rehead lemma; manual inflection,germanOut/renders/paper17/section11/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,96,"\), a \(Q(z)\) vse integraly od \(\mathfrak M\). Pri tom vsakomu od nuly različnomu \(y\) sootvětuje takože od nuly različno \(z\), i obratno.",prepare_candidate_rewrites_after_review,odpovědati,sootvětstvovati,lexicon group lemma should be re-headed to odpovědati
series-sequence-red,reda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/paper17/section12/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex,32,"1. Kako prvi primjer razsmotrimo obyčno linearno diferencialno uravnenje 2-go reda, čije koeficienty sut predstavjene kako simetrične funkcije integralov. Oblast racionalno",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/paper17/section12/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex,50,"\mathfrak M_2]\); i poneže red bazisnogo polinoma od \([\mathfrak M_1,",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/paper17/section12/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex,59,"Kromě togo oni sut proste moduly, bo jih grupa ostatkov imaje red 1.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
corresponds,sootvětně,candidate_after_review,lexeme_switch,odpovědati-family; rehead lemma; manual inflection,germanOut/renders/paper17/section12/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex,69,"okratnym dvuh vzaimno prostyh modulov \(\mathfrak N_1\) i \(\mathfrak N_2\), ktore imajut sootvětně integraly \(z_1\) i \(z_2\); jih bazisne polinomy sut dany črez",prepare_candidate_rewrites_after_review,odpovědati,sootvětstvovati,lexicon group lemma should be re-headed to odpovědati
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/paper17/section12/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex,73,"(\mathfrak M_2\) sut jednakogo vida. V samom dělu, grupy ostatkov vseh tyh modulov imajut red 1, tedy sut izomorfne.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
