id,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
17473,hųdožno,,adv.,2,artistically,ru uk bg,,"художественно, артистично","мастацка, артыстычна",художньо,artystycznie,umělecky,umelecky,!umetniško,umjetnički,уметнички,уметничко,художествено,!,künstlerisch,"kunstzinnig, artistiek",!arte,4473,bg+ hr~ pl- ru+ sk- sr- uk+,!
14595,hųdožny,,adj.,2,artistic,ru uk bg,,"художественный, артистичный","мастацкі, артыстычны",художній,artystyczny,umělecký,umelecký,"umetniški, umetelen, artističen",umjetnički,уметнички,уметнички,художествен,!,künstlerisch,"kunstzinnig, artistiek",!artaj,5012,bg+ hr~ pl- ru+ sk- sr- uk+,"!V 1896 godu v gradu je prošla Vserosijska **hudožno**-promyslna izstavka, davša razvitje rosijskomu tramvaju."
17474,hųdožstvo,,n.,2,art,ru uk bg,,"художество, искусство",мастацтва,художність,sztuka,umění,umenie,umetnost,umjetnost,уметност,уметност,изкуство,!,Kunst,kunst,!arto,6426,bg+ cs- hr+ pl- ru+ sk- sr- uk+,!Kako maljar od 1860 goda byl členom Imperatorskoj akademije **hudožstv**.
26033,hudy,,adj.,2,"slim, skinny, meagre, meager, thin",v z,,"худой, тощий, скудный","худы, шчуплы, хударлявы, тонкі, ценькі","тонкий, худий, стрункий","chudy, szczupły, skromny (skąpy), cienki","hubený, štíhlý, tenký","chudý, štíhly, tenký","vitek, ozek, suh","mršav, tanak, neuhranjen","мршав, танак, неухрањен","тенок, слаб","слаб, мършав",!,"!schlank, dünn, mager, mager, dünn",mager,"!svelta, maldika, magra, magra, maldika",3489,be+ pl+ sk+,!
2064,huj,,m.,1,"dick, cock, prick, penis",v z bg,,"пенис, член, хуй (вульг.)","пеніс, чэлес, хуй, гак","прутень, член, пеніс","chuj, lachociąg","čůrák, chuj","čurák, chuj",kurec,"kurac (vulg.), penis, ud, spolovilo, ona stvar","курац, пенис, уд","кур, пенис","хуй, член, пенис, кур",!,Schwanz (Penis),"lul, pik, snikkel","!dick, koko, prick, peniso",2824,be+ cs+ pl+ ru+ sk+,!
14596,hujesȯs,(hujesȯsa),m.anim.,2,cocksucker,v,,хуесос (вульг.),"елдасмок, хуясмок (вульг.)","прутнесос, прутнесмок",obciągacz (wulg.),"hulibrk, čurák","hulibrk, čurák",peder,"peder. homić, homoseksualac, gej, gay",педер (вулг.),педер (вулгарно),"педераст, гей, педал",!,!Schwanzlutscher,"klootzak, hufter",!Cocksucker,1364,be+ pl- ru+,!
6226,huligan,,m.anim.,1,hooligan,,E,хулиган,хуліган,хуліган,huligan,chuligán,chuligán,huligan,huligan,хулиган,хулиган,хулиган,!,!Rowdy,hooligan,!hooligan,2086,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
37723,humanist,,m.anim.,1,humanist,,,гуманист,гуманіст,гуманіст,humanista,humanista,humanista,humanist,humanist,хуманист,хуманист,хуманист,!,!Humanist,humanist,!humanisto,3244,cs+ hr+ mk+ pl+,!
35744,humanističny,,adj.,1,humanistic,,I,гуманистический,гуманістычны,гуманістичний,humanistyczny,humanistický,humanistický,humanističen,humanistički,хуманистички,хуманистично,хуманистичен,!,!humanistisch,humanistisch,!humanismaj,2652,mk+ pl+,!
2592,humanitarny,,adj.,1,humanitarian,,I,гуманитарный,гуманітарны,гуманітарний,humanitarny,humanitární,humanitárny,"humanitaren, človekoljuben",humanitaran,хуманитаран,хуманитарно,хуманитарен,!,!humanitär,humanitair,!humanaj,3362,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!V 1853–1860 rokah učil **humanitarne** prědmety v gimnaziji v Mariboru.
35743,humanizm,,m.sg.,1,humanism,,I,гуманизм,гуманізм,гуманізм,humanizm,humanismus,humanizmus,humanizem,humanizam,хуманизам,хуманизам,хуманизъм,!,!Humanismus,humanisme,!humanismo,4479,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
3668,humor,,m.,1,"humour, humor (something funny)",v z j,I,юмор,гумар,гумор,humor,humor,humor,humor,humor,хумор,"хумор, смеа",хумор,!,Humor,humor,humuro,6200,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
38092,humoreska,,f.,1,humoresque,v z j,F,юмореска,гуморэска,гумореска,humoreska,humoreska,humoreska,humoreska,!duhoviti,хумореска,!хумористичен,хумореска,!,Humoreske,humoresque,humoresko,2026,,!
19722,humorističny,,adj.,1,"humourous, humorous",,I,юмористический,гумарыстычны,"гумористичний, жартівливий",humorystyczny,"humoristický, humorný","humoristický, humorný","humorističen, šaljiv",humoristički,хумористички,"хумористичен,смешен",хумористичен,!,"!humorvoll, humorvoll",humoristisch,"!humura, humura",2545,mk+ pl+,!
37135,humus,,m.,1,humus,v z j,I,"гумус, перегной","гумус, перагной","гумус, перегній",humus,"humus, živina","humus, živina",humus,"humus, crnica",хумус,"хумус, црнозем, црница",хумус,!,!Humus,humus,!humo,2554,be+ bg+ cs+ mk+ pl+ ru+ sl+ sr+,!
19495,hunta,,f.,1,junta,,I,хунта,хунта,хунта,junta,"chunta, junta","chunta, junta",hunta,hunta,хунта,хунта,хунта,!,!Junta,junta,!Estraro,4141,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
35656,hura,,intj.,1,"hurrah, hurray",,,ура,ура,ура,hura,hurá,hurá,hura,hura,"ура, хура","ура, јуриш",ура,!,"!Hurra, hurra",hoera,"!hura, hura",5352,bg~ cs+ hr+ pl+ ru- sk+ sl+ sr+ uk+,!
35837,husit,,m.anim.,1,Hussite,v z j,,гусит,гусіт,гусит,husyta,husita,husita,husit,husit,хусит,Хусит,хусит,!,!hussitischen,Hussiet,!husitas,449,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
14598,Hvala!,,intj.,2,Thank you!,,,"Спасибо!, Благодарю!","Дзякуй!, Дзякую!",Дякую!,"Dzięki!, dziękuję",Děkuji!,Ďakujem!,Hvala!,hvala!,"хвала!, благодарим!","Ви Благодариме!, Благодарам! Фала",Благодаря Ви!,Хвала! Благодарю! Спаси Богъ!,Danke!,Bedankt!,!Dankon!,7202,bg- cs~ hr+ pl+ ru+ sk- sl+ sr+ uk+,"!**Hvala** knigam ljudi mudrějut, ale někogda oni ne mudrějut."
2593,hvala,,f.,1,praise,v z j,,"похвала, хвала","хвала, слава, пахвала",похвала,pochwała,"pochvala, chvála, uznání","chvála, pochvala","hvala, pohvala","pohvala, hvaljenje, hvala",похвала,"пофалба, фалба","похвала, хвалба","хвала, похвала, похваленїе",Lob,loftuiting,!laŭdo,3969,be+ cs+ hr+ pl+ ru+ sk+ sl+ sr+ uk+,"!**Hvala** knigam ljudi mudrějut, ale někogda oni ne mudrějut."
7828,hvala,(+3),prep.,1,thanks to,,,благодаря,дзякуючы,завдяки,dzięki,"díky, chvála (čemu)","vďaka, chvála (čomu)","zaradi, zahvaljajoč","zahvaljujući, uz pomoć, s pomoću, posredstvom",захваљујући,благодарение на,благодарение на,!,!Dank an,dankzij,!danke al,6720,bg- cs+ hr+ pl+ ru- sk+ sr- uk~,!
26041,hvalebny,,adj.,1,laudatory,,,"хвалебный, похвальный","хвалебны, пахвальны",хвалебний,chwalebny,"pochvalný, děkovný","pochvalný, ďakovný",pohvalen,"pohvalno, s pohvalom, uz pohvalu, ","за похвалу, одважан",пофален,хвалебствен,!,!lobend,"prijzend, lof-",!laudatorio,2129,be+ pl+,!Religiozny himn jest **hvalebna** pěsnja k božstvu.
2890,hvaliti,,v.tr. ipf.,1,praise,,,хвалить,хваліць,хвалити,chwalić,chválit,chváliť,hvaliti,hvaliti,хвалити,"пофали, фали",хваля,!,loben,prijzen,!laŭdo,4724,bg+ cs+ hr+ pl+ ru+ sk+ sl+ sr+ uk+,!Onogda jezyk **hvalil** se skoro milionom privržencev.
17477,hvastati sę,,v.refl. ipf.,1,"boast, brag, swagger",v cs yu,,"хвастаться, хвалиться","хваліцца, выхваляцца, пахваляцца","хвалитися, вихвалятися","przechwalać się, chełpić się","chvástat se, chlubit se","chvastať sa, chváliť sa","bahati se, hvaliti se","hvastati se, hvalisati se, praviti se važan","хвалити се, хвалисати се",се фали,хваля се,!,"!Prahlerei, prahlen, prahlerei",opscheppen,"!fanfaroni, fanfaroni, pavumado",2342,cs+ pl-,!
35476,hvat,,m.,1,"grip, grasp",v cs sh bm,,хватка,"хват, хватка","хват, хватка",chwyt,"uchopení, úchop, chvat","uchopenie, úchop, chvat",prijem,"hvat, zahvat","захват, стисак, дршка",фат,хватка,!,"!Griff, Griff","greep, grip, houvast","!teno, teno",3988,be+ cs+ ru+ sk+ uk+,!
2591,hvatati,,v.tr. ipf.,1,"grab, grasp, seize",ru cs sh bm,,"хватать, схватывать","хапаць, схопліваць",хапати,"chwytać, łapać",chytat ,chytať,"prijemati, grabiti","hvatati, obuzimati, zadržavati",хватати,фаќа,хващам,!,"!Greifer, zu erfassen, ergreifen,","vastgrijpen, vastpakken","!grab, mano, preni",3882,hr+ pl+ ru+ sk+ sr+ uk-,!
34776,hvějati sę,(hvěje),v.refl. ipf.,2,waver,ub z,,"колебаться, трястись, качаться","вагацца, хістацца, калаціцца, гойдацца","коливатися, гойдатися",chwiać się,chvět se,chvieť sa,omajati se,"kolebati se, dvoumiti se, dvojiti","колебати се, двоумити се","двоуми, колеба","колебая се, двоумя се",!,!schwanken,"zwaaien, wuiven, wiegen",!dubis,2749,pl+,!
708,hvějati,(hvěje),v.tr. ipf.,1,shake,,,"трясти, встряхивать, сотрясать","трэсці, падтрасаць, скалынаць",трусити,potrząsać,třást,triasť,tresti,"tresti, drmati, drmusati, istresati, otresati, stresati, podrhtavati, ljuljati se","трести, потресати","тресе, протресува","треса, разтрисам, клатя, разклащам",!,!Shake,"wiegen, wiebelen",!shake,2921,pl+,!
20865,hvějati,(hvěje),v.tr. ipf.,2,sway,ub z,,"колебать, раскачивать, шатать","вагацца, разгойдваць, хістаць","коливати, гойдати",chwiać,"chvět, kolísat","chvieť, kolísať",majati,"kolebati (se), ljuljati (se), njihati (se), zibati (se), varirati, oscilirati","колебати, љуљати, колисати","ганѕа, се ниша, се клати","клатя, люлея, колебая",!,!schwanken,"doen zwaaien, doen wiegen, aan het wankelen brengen",!balanciĝi,1924,pl+,!
7835,hvilja nazad,,adv.,1,a moment ago,,,"мгновение назад, только что","імгненне таму, хвіліну таму",хвилину тому,"przed chwilą, chwilę temu, ledwo co",před chvílí,pred chvíľou,pred trenutkom,"maloprije, maločas","малопре, малочас",предмалку,"преди миг, преди минута",!,!vor einem Moment,"zojuist, zoëven",!antaŭ momento,5478,bg- hr~ pl+ ru- sk+ sr- uk+,!
7836,hvilja tomu,,adv.,1,a moment ago,,,"мгновение назад, только что","імгненне таму, хвіліну таму, толькі што",хвилину тому,"przed chwilą, chwilę temu, ledwo co",před chvílí,pred chvíľou,pred trenutkom,"maloprije, maločas","малопре, малочас",предмалку,преди минута,!,!vor einem Moment,"zojuist, zoëven",!antaŭ momento,5528,bg- hr+ pl+ ru- sk+ sr- uk+,!
3846,hvilja,,f.,2,"moment, instant",z,,"мгновение, момент","імгненне, момант, міг, хвіліна, хвіля","момент, мить, хвилька","chwila, moment","chvíle, moment","chvíľa, moment",trenutek,"trenutak, moment, tren, čas, časak, mah","тренутак, момент","миг, момент","миг, момент",!,"Moment, Augenblick","moment, ogenblik","!momento, momento",5800,be+ bg- cs+ hr- pl+ ru- sk+ sr- uk-,!
17482,hvoja,,f.,2,needle (tree),v cz,,"хвоя, игла","іголка (раслін), шыпулька, шыльнік","хвоя, голка, хвоїнка (дерево)",igła (drzewo),"chvoj, chvojí, jehličí","čečina, ihličie",iglica,"iglica, četina",иглица (четинарска),борови иглички,игличка (от иглолистно дърво),!,!Nadel (Baum),naald (boom),!kudrilo (arbo),2446,cs+ pl~ ru+ uk+,!
26045,hvoja,,f.,2,coniferious tree,v,,хвойное дерево,"іглічнае дрэва, іглястае дрэва, шыпулькавае дрэва, шыпулечнае дрэва",хвойне дерево,drzewo iglaste,"jehličnan, jehličnatý strom","ihličnatý strom, ihličnan",iglavec,"četinjača, četinar, crnogorica, zimzelen",четинар,четинар,иглолистно дърво,!,!coniferious Baum,naaldboom,!coniferious arbo,1816,pl~,!
37160,hvoja,,f.sg.,2,needles (conifer),v cz,,хвоя,"ігліца, шыпулькі, шыгалле, лапкі (галіны)",хвоя,igliwie,"jehličí, chvojí","ihličie, chvoja, chvojina, čečina",iglice,"četinjače, četinari",иглице (четинара),!четинари,игличка,!,!Nadeln (Nadelbaum),naalden (conifeer),!pingloj (konifero),2649,cs+ pl- ru+ sk+ uk+,!
36260,hvojny lěs,,m.,2,conifer forest,v,,хвойный лес,"хвойнік, хвойны лес, хваёвы лес",хвойний ліс,"bór, las iglasty","jehličnatý les, bor","ihličnatý les, bór",iglasti gozd,"zimzelena, crnogorična (šuma)",зимзелена шума,иглолисна шума,иглолистна гора,!,!Nadelwald,"naaldbos, naaldwoud",!konifero arbaro,2114,be+ pl~,!
26047,hvorěti,,v.intr. ipf.,1,"be ill, be sick",v z,,"болеть, хворать",хварэць,хворіти,chorować,"být nemocný, chořet","byť chorý, chorieť",biti bolan,"bolovati, biti bolestan","бити болестан, боловати",боледува,разболявам се,!,krank sein,ziek zijn,malsani,3228,pl+ uk+,!
17483,hvoroba sŕdca,,f.,1,heart disease,,,болезнь сердца,хвароба сэрца,хвороба серця,choroba serca,onemocnění srdce,ochorenie srdca,bolezen srca,srčana bolest,болест срца,срцеви заболувања,сърдечна болест,!,!Herzkrankheit,hartziekte,!kormalsano,6358,bg- cs+ hr~ pl+ ru- sk+ sr- uk+,!
3543,hvoroba,,f.,1,"disease, illness",v z,,"болезнь, заболевание, недуг","хвароба, захворванне, немач","хвороба, захворювання",choroba,"nemoc, choroba","choroba, chroba",bolezen,"bolest, boljka, boljetica",болест,болест,"болест, заболяване",!,Krankheit,ziekte,malsano,5458,be+ bg- cs+ hr+ pl+ ru- sk+ sr- uk+,!
7840,hvoroblivo,,adv.,2,sickly,ub pl,,болезненно,"хварабліва, хваравіта",хворобливо,"chorobliwie, chorowicie","nemocně, nezdravě","choro, chorobne, nezdravo",bolehen,boležljivo,болешљиво,болезливо,"болнаво, хилаво, нездраво",!,"kränklich, krankhaft",ziekelijk,"malsanece, malsaneme",1806,pl+ uk+,!
36691,hvoroblivy,,adj.,2,sickly,ub pl,,"болезненный, нездоровый","хвараблівы, хваравіты","хворобливий, кволий","chorobliwy, chorowity","neduživý, stonavý, nezdravý","chorobný, neduživý, chorľavý",bolehen,boležljiv,болешљив,"болезлив, болежлив","болнав, хилав, нездрав",!,"kränklich, krankhaft",ziekelijk,"malsaneca, malsanema",1748,be+ pl+,!
3541,hvory,,adj.,1,"ill, sick, diseased",v z,,больной,хворы,хворий,chory,"nemocný, chorý","chorý, nezdravý, nemocný",bolan,bolestan,"болестан, болан",болен,болен,!,krank,ziek,malsana,5439,be+ bg- hr+ pl+ ru~ sk+ sr- uk+,!
