delta_id,base_head,current_head,path,status,additions,deletions,changes,category,lane_hint,required_action,boundary,b3_route
AC6F4E-DELTA-0114,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/MANIFEST.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik;Arabic,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0115,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/PACKAGE_VALIDATION.json,added,0,0,0,b3/package-or-triage,Persianate/Tajik;Arabic,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0116,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/README.md,added,0,0,0,b3/package-or-triage,Persianate/Tajik;Arabic,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0117,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/RESOLVED_SOURCE_WITNESS_RECOVERY_ROWS.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik;Arabic,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0118,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SHA256SUMS.txt,added,0,0,0,b3/package-or-triage,Persianate/Tajik;Arabic,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0119,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_BODY_MANIFEST_ROWS.csv,added,0,0,0,source-use,Persianate/Tajik;Arabic,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0120,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv,added,0,0,0,marker/interlinear,Persianate/Tajik;Arabic,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0121,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_USE_LABEL_ROWS.csv,added,0,0,0,source-use,Persianate/Tajik;Arabic,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0122,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0123,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_TRACKED_STATUS_FIRST120.txt,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0124,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BODY_ROOT_COUNTS_212DFB.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0125,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_EXTENSION_COUNTS_212DFB.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0126,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_FILENAME_SECURITY_SCAN.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0127,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TOP_ROOT_COUNTS_212DFB.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0128,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TREE_COUNTS_212DFB.json,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0129,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TREE_MANIFEST_212DFB.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0130,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/CHECKOUT_SAFETY_BLOCKERS.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0131,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/DRIFT_AND_BLOCKER_ROWS.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0132,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/HEARTBEAT_LOGBOOK_EXCERPT_20260706.md,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0133,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_DRIFT_CREDENTIAL_PATTERN_SCAN.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0134,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_DRIFT_LARGE_FILE_RISKS_GE50MB.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
